Program,Runtime(s)_mean,Runtime(s)_std,Runtime(s)_max,Runtime(s)_min,Runtime(s)_median,cpu-cycles_mean,cpu-cycles_std,cpu-cycles_max,cpu-cycles_min,cpu-cycles_median,instructions_mean,instructions_std,instructions_max,instructions_min,instructions_median,cache-references_mean,cache-references_std,cache-references_max,cache-references_min,cache-references_median,cache-misses_mean,cache-misses_std,cache-misses_max,cache-misses_min,cache-misses_median,branch-instructions_mean,branch-instructions_std,branch-instructions_max,branch-instructions_min,branch-instructions_median,branch-misses_mean,branch-misses_std,branch-misses_max,branch-misses_min,branch-misses_median,page-faults_mean,page-faults_std,page-faults_max,page-faults_min,page-faults_median,branch-loads_mean,branch-loads_std,branch-loads_max,branch-loads_min,branch-loads_median
2mm_main_O2,15.1916141,1.7761653901223573,17.424982,13.564835,14.106054,48847446494.666664,66278676.149162866,48976283009,48647614578,48860636538.5,14217086235.1,31554524.755788743,14258429158,14093555564,14220736596.0,2169618562.233333,2432426.416930535,2173282157,2162068440,2170388872.5,1616949.7666666666,231402.20541921095,2279604,1096194,1627896.5,1108836168.9333334,3846743.7081282916,1118853034,1103059623,1107535273.0,2225103.933333333,11256.743869659907,2245130,2206437,2227166.0,18506.266666666666,1.2015315896467393,18508,18503,18506.5,1116442026.8666666,3902366.841742214,1127001809,1107637981,1116062014.5
3mm_main_O2,22.894450433333336,2.6694959443042574,26.200982,20.343171,21.6323355,73255217237.1,114940927.32316835,73396565996,72906929944,73274174972.0,19641176840.0,54129499.94297084,19780734556,19505471349,19631734257.5,3250846839.4333334,5190412.915205699,3257764508,3236222206,3251601758.5,2110137.0,175733.27595260512,2509955,1669473,2090256.0,1654895970.5333333,4618735.000391385,1665601506,1649261199,1653458415.0,3323421.3666666667,17864.974386391783,3362955,3301431,3320848.0,22604.3,1.489040422322772,22606,22601,22605.0,1663677514.7,5950258.914424744,1678092410,1654604092,1662231308.5
adi_main_O2,1.2501794333333334,0.1458331228322724,1.401335,1.081655,1.3780329999999998,4104387119.9,30111859.80319158,4164772527,4068963085,4096156200.5,2197678556.5333333,18101185.88350707,2230457955,2172590354,2201464818.0,11588453.3,566751.2856986861,12535392,10511699,11651000.0,2464903.3666666667,172080.24251623775,2849454,2167148,2456352.0,169271703.83333334,2283483.788005699,174480002,165586459,169042469.5,227104.4,7401.023212576989,243361,217668,224519.0,14408.166666666666,1.4874957741658246,14410,14405,14408.0,170866120.4,3548379.58204727,178692264,165333505,170455735.5
atax_main_O2,0.0298806,0.0012683164948207848,0.030474,0.025729,0.0303195,929332687.3333334,27868171.736127056,987506244,882395036,927021185.0,788055106.2666667,96558099.50221577,888985745,531200822,812670863.5,4549343.766666667,985754.398334899,5949110,2714384,4771841.0,3097119.3333333335,432163.18048229726,3867547,2436144,3102618.0,77657555.13333334,8925026.361993738,88343659,59641685,80533982.5,49376.53333333333,14037.802669033093,71125,26451,47611.0,39535.166666666664,1.2887666740849058,39537,39533,39536.0,79893659.16666667,10159875.5823514,94511335,63467568,84075353.0
bicg_main_O2,0.04885746666666667,0.005195795566399442,0.053712,0.041576,0.0525355,979967018.0333333,29278569.761893537,1037451944,949735656,970824526.5,769098597.6666666,28333557.07186439,827065735,675621485,760713646.5,2538600.5,258158.4189595739,3156020,2359106,2413221.0,2228187.533333333,225980.08715809806,3044825,2030434,2131553.5,79009233.9,4697474.272688657,87555498,62924280,77906177.5,38404.7,13406.883708340483,68057,28463,30326.0,39543.86666666667,1.0416609195245137,39545,39541,39544.0,81949491.43333334,6421340.037885023,91832372,66807472,81504182.5
cholesky_main_O2,0.19141843333333333,0.013616050135355178,0.199761,0.152936,0.1963805,689067270.0,19943833.496310804,735747231,660516742,680612802.5,960761529.9333333,25729653.986052644,1015884476,928156982,948779528.5,2750983.1,157871.87055862523,3009037,2340203,2785095.5,650726.2666666667,199250.08414378588,1130148,142026,649153.0,99750210.33333333,2579650.650233212,105685015,94613782,98969313.5,336755.7,16311.509108284727,366375,293190,340423.5,10312.3,1.2905492014563096,10315,10309,10312.5,95808942.53333333,4860346.095979828,102406929,79918599,97593074.5
correlation_main_O2,6.140095466666667,0.7095292844827982,6.802301,5.263861,6.7636645,19105291408.966667,38519054.14194197,19187982692,19034334645,19108003405.0,3081185245.133333,12559519.67961926,3103707777,3053105089,3078863429.5,128333891.2,8887531.58413292,153914955,115227050,129873897.5,524423.8666666667,108197.40484641418,742938,354232,559898.5,269317248.3,1667607.3021399314,273926794,267007543,268933626.5,557613.4333333333,6211.249952961236,567561,546551,558436.5,12173.333333333334,1.2685406585119579,12175,12171,12173.0,274338635.5,2124593.826326013,279048639,271425870,273669256.0
covariance_main_O2,6.258425533333334,0.6913486247067485,6.843712,5.267464,6.765798,19107571579.733334,52925560.373352595,19251127557,19022297289,19097714739.5,3080201559.866667,12910358.58345729,3105230684,3056984385,3082331303.0,128490952.6,8309715.893654533,150192165,116528207,128188512.5,439397.93333333335,71368.78290716872,578850,156380,451450.5,268446756.6333333,1715214.210190414,271440035,266291318,268051057.5,556704.4666666667,7037.526008935016,571872,547565,555804.5,12171.366666666667,1.4499306364701467,12173,12169,12172.0,274232274.3666667,2334425.631450232,280540969,269182447,273684142.0
doitgen_main_O2,0.4470988,0.024480628985890613,0.466222,0.360955,0.4527245,1466646198.2333333,26440540.286482748,1534814701,1404798284,1466223631.5,1875517266.4,25939901.770628378,1934292890,1803201891,1875915195.5,7046193.166666667,12139298.274166945,44178814,910533,1283869.0,630695.8666666667,111197.17000452885,932411,432799,634978.5,155087241.3,2190424.083351663,158697053,151413198,154575393.0,2074040.5,31769.921355714345,2123384,2010598,2069566.0,16488.2,1.3235271579875119,16490,16485,16488.5,160012600.63333333,2145222.2245127447,163978745,155454756,160419195.5
durbin_main_O2,0.42732216666666667,0.048204087210514134,0.465171,0.358399,0.4587155,2853769574.5333333,47906484.229742154,2953272274,2785942172,2845511622.5,912449798.7333333,117794582.48363459,1281857103,788787309,882544378.0,42691000.233333334,2661708.6236662385,45876478,37206567,43008331.0,6856189.566666666,703006.6676526732,7948642,6192731,6406624.0,108394401.9,32892472.8933517,174015060,76172981,85916582.0,130160.36666666667,48611.21996531348,207095,78544,106947.5,70794.86666666667,1.3321834121778524,70797,70792,70795.0,115248800.36666666,32369694.991586834,168856230,78848568,114230658.0
