Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_O2,5.499170,19040733982,3073644170,120086963,456044,268482984,558542,12171,274093009,562117,1031437430,1117941854,548207853,2661381,<not supported>,6078877,<not supported>,674799,<not supported>,<not supported>,117997744,477520,678829,64455,3065,1018692662,752006834,531664017,556546,<not supported>,<not supported>,0,9561
covariance_main_O2,5.370910,19088998536,3066541705,130116663,457661,267385300,558774,12172,272069450,557879,1027239706,1122787536,543866997,3266909,<not supported>,5408522,<not supported>,655142,<not supported>,<not supported>,127724608,351948,674685,50706,3103,1022833575,753426818,515951278,579477,<not supported>,<not supported>,0,5324
2mm_main_O2,13.624543,48857893712,14213755281,2170376205,1657082,1107408651,2217054,18507,1116539009,2220309,4367782195,2179428043,2191620327,4756435,<not supported>,2173291,<not supported>,1860501,<not supported>,<not supported>,2162385196,1462134,4922378,1495898,8254,4358493550,2155278469,2219417986,231683,<not supported>,<not supported>,137,9007
3mm_main_O2,23.042878,73153988796,19669671393,3257764508,2016994,1653077025,3328419,22606,1662008584,3334477,6532235515,3265627681,3297618215,6375702,<not supported>,2936449,<not supported>,3407278,<not supported>,<not supported>,3248133576,985116,5861738,2465509,2366,6476506171,3229962525,3296715175,404547,<not supported>,<not supported>,52902,137037
atax_main_O2,0.030356,912229850,832320609,4878328,3072330,80593899,58947,39535,84370434,60512,257999062,4079188,81214936,2897209,<not supported>,71090,<not supported>,135022,<not supported>,<not supported>,99125,70657,4341285,2557730,259897,304855395,376730,121533554,431162,<not supported>,<not supported>,123,28983
bicg_main_O2,0.042644,951192774,759669568,2389439,2030434,76531132,30044,39541,81201729,29814,381456533,12820021,113530000,4152729,<not supported>,1249085,<not supported>,175607,<not supported>,<not supported>,1046151,382540,4576377,2894001,1134491,377180287,413405,129433157,454078,<not supported>,<not supported>,235,31265
cholesky_main_O2,0.197899,717556809,993113411,2419206,550360,98896626,307390,10314,90475704,286310,273044867,18395682,59814536,353268,<not supported>,19356343,<not supported>,37021,<not supported>,<not supported>,6336440,416917,1832,334,139141,478618628,762372,685271,1498,<not supported>,<not supported>,923,1569
doitgen_main_O2,0.455507,1495472125,1896452797,3459077,751996,153315341,2038564,16485,156758114,2012275,618043765,268553626,292973097,3429821,<not supported>,1932493,<not supported>,141096,<not supported>,<not supported>,2590527,127133,335829,191929,2120382,660479258,183861,328916960,43278,<not supported>,<not supported>,656,9646
gemm_main_O2,8.155533,24541767501,7647921520,1085465809,838583,564894158,1117956,14408,568326269,1112082,2210849311,1088628458,1109887827,3217488,<not supported>,1036917,<not supported>,662503,<not supported>,<not supported>,1081058565,293611,3279293,1176168,2949483,2362861029,1076160765,1119135362,280754,<not supported>,<not supported>,14083,28392
gemver_main_O2,0.272033,1576596586,883363749,28162528,6132692,75040394,38298,39576,67223667,30947,227657666,47880946,148060789,2518556,<not supported>,17864226,<not supported>,163681,<not supported>,<not supported>,22774752,4280262,3740198,3798976,1124333,393795847,16773098,140143250,423609,<not supported>,<not supported>,113,29543
