Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_nopt,4.900671,17622824946,14247807151,123806585,643194,1017161120,559617,12173,1025721631,561809,7593259617,1112951336,1050318385,2803815,<not supported>,3104459,<not supported>,719474,<not supported>,<not supported>,121108012,408363,626228,53778,1169,7648730866,756161152,1041628685,522168,<not supported>,<not supported>,0,7470
covariance_main_nopt,4.919896,17604379662,14164638201,128969139,424699,1020509593,556895,12171,1022116735,565758,7570364379,1113577789,1043970436,2746532,<not supported>,3128209,<not supported>,680490,<not supported>,<not supported>,126594995,409151,634475,55527,1557,7736250506,752611512,1011317944,592910,<not supported>,<not supported>,0,5687
2mm_main_nopt,14.148496,50582130580,61446475093,2166192907,1634083,4327297865,2241082,18504,4336247985,2243046,33428513974,2208287013,4342371345,2365684,<not supported>,14397217,<not supported>,2113517,<not supported>,<not supported>,2164338841,436554,2569183,1451411,4195,33397623804,2156742727,4386159507,45025,<not supported>,<not supported>,150,9065
3mm_main_nopt,20.970013,74958652561,90486310542,3245614023,2247266,6480774170,3349519,22604,6504080516,3378934,48493255112,3275735078,6505469091,3250074,<not supported>,7710249,<not supported>,3853176,<not supported>,<not supported>,3239632342,964922,2934977,2159221,6956,48453963460,3241668621,6533417158,81034,<not supported>,<not supported>,125,16267
atax_main_nopt,0.088537,1117079145,1521349455,2732541,2346073,132207621,65602,39534,121039353,35082,772283110,10386412,134222087,4556948,<not supported>,7041479,<not supported>,146254,<not supported>,<not supported>,309461,220607,4039092,2488253,3297372,800122933,377978,176829348,352970,<not supported>,<not supported>,25,26790
bicg_main_nopt,0.076165,1082171680,1265162389,2668230,2159033,86621255,29871,39545,90885822,29721,774267964,9190943,122934660,4670296,<not supported>,5960129,<not supported>,134779,<not supported>,<not supported>,153960,113791,3896704,2375954,2627297,740633865,369658,157911647,613858,<not supported>,<not supported>,49,28412
cholesky_main_nopt,0.471462,1793817774,5477836003,1998167,679482,363372094,433513,10312,360572436,411462,2190336343,24885461,387967516,386127,<not supported>,24800354,<not supported>,106370,<not supported>,<not supported>,2776298,385370,4584,1980,203111,2352047971,700351,393710892,1410,<not supported>,<not supported>,0,207
doitgen_main_nopt,1.183555,4450050455,11684910137,2442595,774086,564588131,2151316,16490,568484558,2167371,5817088861,266115185,583120192,3359352,<not supported>,154657835,<not supported>,293946,<not supported>,<not supported>,1374115,164133,263063,158117,1434043,5870346384,67814,579442733,33855,<not supported>,<not supported>,0,4990
gemm_main_nopt,7.125842,25562257662,31323743957,1085591879,806118,2170964407,1125417,14408,2179542581,1127423,17318225491,1096478913,2184547689,2276378,<not supported>,4890693,<not supported>,952870,<not supported>,<not supported>,1080245447,312295,2055599,500936,3031067,17399148425,1080145012,2187392165,208966,<not supported>,<not supported>,163,3601
gemver_main_nopt,0.345875,1908477153,1769960074,26844409,4507144,133955986,38348,39573,139903612,39467,1245542574,43157090,194902135,5340779,<not supported>,15755214,<not supported>,161425,<not supported>,<not supported>,16043785,1865002,3921076,2518548,4639554,1070200564,18634705,200150484,596514,<not supported>,<not supported>,99,28438
gesummv_main_nopt,0.076636,1800187449,1390831147,6557009,5871624,120348052,111275,70788,143174532,98252,869013270,14235114,204844762,7032722,<not supported>,7923710,<not supported>,210847,<not supported>,<not supported>,1618261,449266,4679492,2992144,4060891,800925188,835798,168465586,724743,<not supported>,<not supported>,94,87158
mvt_main_nopt,0.249269,1689719503,1413389929,23843353,4165961,153035291,78482,39545,159103031,53755,914411775,36866643,158410613,2752793,<not supported>,4219082,<not supported>,160217,<not supported>,<not supported>,24324890,2329990,4037286,2560061,1318897,633371000,18885022,154249033,356638,<not supported>,<not supported>,89,27317
symm_main_nopt,10.680476,38393478281,25336332770,1620095194,1054926,1090514672,1128011,14407,1095725506,1134406,13494392811,1808030536,1647342285,538391715,<not supported>,403354,<not supported>,1332451,<not supported>,<not supported>,1617206371,359482,2124033,546125,3057727,13617251430,1541971201,1647542309,36722646,<not supported>,<not supported>,287,6479
syr2k_main_nopt,5.783714,20828421031,55157045785,9458388,780153,2160568812,1098541,14410,2167265781,1102360,31324803082,323748762,3256891897,3209378,<not supported>,289599976,<not supported>,603753,<not supported>,<not supported>,8636214,682474,28785,17009,7138119,31524079262,4347177,3268791302,10392,<not supported>,<not supported>,893,7054
syrk_main_nopt,3.169833,11341378522,31492867348,4789590,483108,2160347058,1088317,12360,2166758247,1094218,17325274968,137448583,2180418615,2688973,<not supported>,126204462,<not supported>,411290,<not supported>,<not supported>,4147920,175470,16927,13876,2062948,17462191132,2542306,2189239647,5689,<not supported>,<not supported>,51,2883
trisolv_main_nopt,0.023505,873697995,1123284082,2148111,1924793,88960139,44479,39529,95512330,69836,256351659,3214673,81136639,2933595,<not supported>,91594,<not supported>,140437,<not supported>,<not supported>,103825,72653,4297091,2504537,2092702,387836197,359092,123468906,374021,<not supported>,<not supported>,0,28372
trmm_main_nopt,1.576984,5812817285,15827992812,4304642,576040,1078478844,1030162,12358,1082195369,1006171,8729840351,72062011,1103375691,2598011,<not supported>,64445294,<not supported>,250714,<not supported>,<not supported>,3469181,180915,9747,14414,486958,8822129644,1893409,1110947175,2621,<not supported>,<not supported>,0,2328
durbin_main_nopt,0.441595,2994271134,1315959360,47705252,7683075,128847475,92090,70796,158200587,108658,700489199,79585180,142376119,22372151,<not supported>,7029102,<not supported>,230967,<not supported>,<not supported>,43561068,1187643,7680769,3775053,42373,670243982,26809651,196973525,8851944,<not supported>,<not supported>,135,92927
dynprog_main_nopt,0.862795,2971334652,9091154531,3642257,1326906,474334277,6809917,8365,477223977,6808064,4425120907,40697809,523857034,25660558,<not supported>,34730406,<not supported>,104237,<not supported>,<not supported>,2762301,1025,46302,1191,540,4537667494,18077,514706428,756,<not supported>,<not supported>,0,333
gramschmidt_main_nopt,1.721438,6201259046,4453408457,270337442,708663,280972969,290133,9798,284046125,288613,2241120489,267220355,323559603,65821924,<not supported>,3769988,<not supported>,210931,<not supported>,<not supported>,267321656,414245,262950,23928,2173,2279669835,274911137,277249654,1883743,<not supported>,<not supported>,0,762
lu_main_nopt,1.086924,4023971576,13514328595,3693411,466057,718698451,532564,10308,720935592,542477,6508078080,48185127,739165398,45357212,<not supported>,46324769,<not supported>,149586,<not supported>,<not supported>,4329742,373873,18980,1104,818,6728773492,1044622,751376152,4806,<not supported>,<not supported>,0,424
ludcmp_main_nopt,1.878212,6817021566,10261512799,30626496,631023,730397791,963024,10319,729128067,935555,4275657605,364559953,751188113,1092666,<not supported>,40712790,<not supported>,217010,<not supported>,<not supported>,29375993,371359,13631,2419,105366,4459250916,211101787,746503010,31060,<not supported>,<not supported>,0,998
floyd-warshall_main_nopt,4.555347,16279772841,45306136697,11643808,488172,4288589025,1095815,10307,4294297700,1099191,24777803531,137139949,3249043840,134220749,<not supported>,132116383,<not supported>,513242,<not supported>,<not supported>,11198375,331255,35272,8833,2826,24971331733,2201875,3260620008,10109,<not supported>,<not supported>,12,1943
