Program,Runtime(s)_mean,Runtime(s)_std,Runtime(s)_max,Runtime(s)_min,Runtime(s)_median,cpu-cycles_mean,cpu-cycles_std,cpu-cycles_max,cpu-cycles_min,cpu-cycles_median,instructions_mean,instructions_std,instructions_max,instructions_min,instructions_median,cache-references_mean,cache-references_std,cache-references_max,cache-references_min,cache-references_median,cache-misses_mean,cache-misses_std,cache-misses_max,cache-misses_min,cache-misses_median,branch-instructions_mean,branch-instructions_std,branch-instructions_max,branch-instructions_min,branch-instructions_median,branch-misses_mean,branch-misses_std,branch-misses_max,branch-misses_min,branch-misses_median,page-faults_mean,page-faults_std,page-faults_max,page-faults_min,page-faults_median,branch-loads_mean,branch-loads_std,branch-loads_max,branch-loads_min,branch-loads_median
2mm_main_O0,15.8230735,1.819547352055995,18.092225,14.01717,15.051727,50701982511.333336,131087984.69786143,50922353258,50451392680,50730445091.0,61468624092.2,67787599.65981315,61618273791,61293305390,61474806409.0,2164927876.1,4642825.834710301,2171456566,2147672626,2166290822.5,1781903.5333333334,346779.2227003678,2542351,1013746,1720145.0,4325311369.666667,4396789.377392202,4332320447,4309689241,4325835581.5,2223272.7333333334,13830.73826770951,2255629,2206510,2219501.0,18506.166666666668,1.5104996509109019,18509,18503,18506.0,4336732971.433333,5952737.01797715,4345600703,4321777103,4339036310.5
3mm_main_O0,23.76011456666667,2.8037636151695087,26.871899,20.839834,23.298088,75158787720.93333,133920238.70508681,75422825410,74875881339,75140625021.5,90505149838.83333,90591831.61253871,90638896248,90257057695,90511248273.5,3248086241.9666667,4679299.724595373,3254771698,3233446389,3249610254.5,2092138.0,310827.33681812516,3015182,1383993,2003811.0,6484242214.5,6230887.550112176,6494760328,6463513475,6484490729.5,3336349.1666666665,21031.791715504616,3379133,3306876,3342092.0,22604.4,1.4527025943346552,22606,22601,22605.0,6496132757.966666,6232024.446252437,6508537239,6482048896,6496393494.5
adi_main_O0,2.1767711333333333,0.21645710604607943,2.358273,1.80192,2.3185095000000002,6708004786.6,34924220.77485263,6804145220,6615864885,6701819640.5,14417078641.433332,91659134.25068456,14560536761,14206816582,14444200963.5,4382781.933333334,128367.73310404466,4783138,4153067,4342726.0,1433386.6666666667,65646.81346750028,1602007,1283903,1441884.0,432776419.1666667,4548085.157824166,439918443,422842756,432009108.5,236245.3,9256.91079829477,253716,226920,230514.0,14408.7,1.1492126240048997,14411,14406,14409.0,435121459.5,3888988.806489363,442887057,428306571,434239452.5
atax_main_O0,0.10374436666666667,0.011631767676269701,0.114126,0.088411,0.11247099999999999,1151165022.9333334,28699965.190789483,1201745359,1107962968,1147806135.0,1422247405.1333334,101878485.20182288,1578396081,1151441757,1415963489.0,2813493.033333333,243902.1147552893,3243366,2485960,2803460.5,2528899.1,287468.71911318606,3158930,2203265,2388962.0,125753428.9,6658739.344683546,137780390,117551252,124978725.0,51262.46666666667,16616.169031758014,85680,32802,41369.5,39535.166666666664,1.4874957741656012,39537,39532,39536.0,124640719.86666666,3656257.619338679,132423956,117555662,123627130.0
bicg_main_O0,0.0924461,0.008934687148296299,0.099715,0.075497,0.097179,1096632483.1,27504076.600899704,1157845670,1038906021,1089752148.5,1267024796.9333334,56242682.106417984,1366845394,1112478795,1262312690.0,2548197.466666667,266891.449813142,3028135,2180798,2494082.5,2224538.2,111847.08376831231,2494355,2057415,2231817.0,90418547.9,2964115.867663957,101139191,85059198,89561689.5,31090.966666666667,3978.7667252583415,46485,27867,30035.5,39543.166666666664,1.2058287558793053,39545,39541,39543.0,94427806.46666667,1680650.9404330016,97233247,91406162,94157098.5
cholesky_main_O0,0.5579760333333333,0.050449471889162545,0.596763,0.46184,0.594057,1793555889.1666667,23442968.043375883,1831201612,1750237269,1794089436.0,5447649509.233334,73908653.87034725,5573126719,5289957581,5448640762.0,2083344.1666666667,153021.29153612923,2445416,1874366,2037646.0,790258.7333333333,194780.25334701265,1299411,513490,724231.0,360011270.53333336,4781611.89595235,365338897,347498305,361301455.5,432077.6666666667,10680.960186506978,448240,410678,435133.0,10312.433333333332,1.4781939897262786,10315,10309,10312.5,356513649.3,4563442.713287687,362703878,343689325,357081666.0
correlation_main_O0,5.644970466666667,0.6744758865306901,6.372912,4.864565,6.238671,17650550995.933334,82264997.07804926,17841760408,17539017377,17616666392.5,14214422807.3,43208942.99308762,14300355978,14125165363,14211618808.5,123391715.03333333,9615090.679978346,146216789,107631858,120421076.5,618660.4,317946.0368750084,2139830,167989,615766.5,1016858049.4,2874695.318316727,1022036638,1011265932,1017368496.5,556235.5333333333,8259.931868022142,574900,545842,554098.0,12173.233333333334,1.4781939897269294,12176,12170,12173.0,1022200374.3333334,4708003.748153394,1032904988,1011586697,1021697216.0
covariance_main_O0,5.544790533333333,0.6619032302619646,6.268119,4.863459,5.0978825,17609503802.266666,40600560.600100674,17726079170,17544082629,17603992244.0,14187231517.033333,28197191.7858747,14239146753,14114084633,14188978706.0,123728564.76666667,9513033.019091643,144101285,108255840,124477722.5,424052.7,92517.7131517956,522079,125282,440312.0,1017466884.7,2713339.35849096,1020793403,1010560790,1018379195.0,554350.8333333334,6628.756814237393,571872,543607,555136.0,12171.0,1.231763524103013,12173,12168,12171.0,1022701117.0,4369968.139136786,1030646729,1015830137,1021421907.5
doitgen_main_O0,1.4330415,0.1719242001787015,1.755023,1.186407,1.5160095,4587935298.3,254867299.35158017,5180779947,4407849806,4459508424.5,11739821348.3,64458270.64429526,11851469926,11609072463,11741519794.0,18752945.8,31648129.05700618,102359194,1061112,1631689.5,661989.5,88568.24044175359,777243,445695,668441.5,562698369.6333333,2980362.143902066,569837740,557191097,562969637.0,2151867.0,9816.505035064602,2181008,2131737,2152103.5,16488.566666666666,1.2507469032910998,16491,16485,16489.0,567752253.7,2986847.6600172785,578645216,562316262,568153636.0
durbin_main_O0,0.49990776666666664,0.04693840855234056,0.541123,0.436511,0.5320050000000001,3097198228.1,86908970.78047533,3220279736,2976927695,3137180731.0,1423480022.9,101216130.79139118,1578767033,1304075078,1372630883.5,48071778.63333333,2013926.6546687875,51757824,44262677,47788136.5,7096690.233333333,746322.2945869728,8067309,6153669,7355349.5,123072378.03333333,14345992.999045512,152059302,102705963,122991271.5,101561.96666666666,29966.20370774421,188689,81784,91304.0,70794.06666666667,1.3628907749221704,70796,70791,70794.0,136955690.7,20655938.34830025,163032228,104516692,143841347.5
