Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_nopt,4.916423,17745722397,14201939834,144127407,441083,1016595174,556900,12173,1018293235,560409,7559115715,1120539019,1042725014,2843181,<not supported>,2916864,<not supported>,690913,<not supported>,<not supported>,141935751,369199,650101,34904,1795,7621936092,754095011,1044748375,519087,<not supported>,<not supported>,12,7252
covariance_main_nopt,4.911266,17564548866,14200373846,127510448,393345,1021611092,571557,12170,1024609024,575850,7548615609,1113209656,1042404992,2808579,<not supported>,2973560,<not supported>,673226,<not supported>,<not supported>,125296650,365472,625306,23351,2055,7738435330,752087744,1018044675,596520,<not supported>,<not supported>,12,6577
2mm_main_nopt,14.029021,50526837530,61443948559,2163220095,2486446,4322188037,2227507,18508,4337422437,2232192,33478362971,2182569565,4344509094,2323487,<not supported>,4302665,<not supported>,2015769,<not supported>,<not supported>,2164145720,455857,2517143,1307569,3337,33391038840,2161894626,4375274745,41208,<not supported>,<not supported>,212,10782
3mm_main_nopt,20.917828,75293054573,90431175500,3245801269,2866296,6472916927,3304154,22605,6492244909,3308387,48562782064,3310451917,6501889873,2992087,<not supported>,20665636,<not supported>,3106561,<not supported>,<not supported>,3247652067,480726,2849474,1928128,4609,48450015640,3240175788,6546747063,425169,<not supported>,<not supported>,1932,24755
atax_main_nopt,0.088810,1135867504,1524028843,2567934,2311336,132734565,66386,39536,129948265,54227,788158769,10852172,136225499,4662993,<not supported>,7239716,<not supported>,148647,<not supported>,<not supported>,382006,265634,4053053,2388781,2203377,749400930,410338,174970384,609551,<not supported>,<not supported>,91,27530
bicg_main_nopt,0.076100,1102031258,1193952016,3027214,2345049,94563247,29938,39541,94155447,29122,783832873,9312997,123578266,4723664,<not supported>,6062367,<not supported>,137660,<not supported>,<not supported>,219231,154542,3845574,2256307,2344238,728677511,393807,160561975,546617,<not supported>,<not supported>,326,27455
cholesky_main_nopt,0.508382,1799675063,5494024923,2016391,654697,364325843,436731,10314,360675673,413329,2191116019,24679822,386122510,410897,<not supported>,24669677,<not supported>,102240,<not supported>,<not supported>,2595833,387702,3310,909,232235,2352123304,702740,393780383,759,<not supported>,<not supported>,0,217
doitgen_main_nopt,1.203443,4421290898,11675138784,1425537,607358,562635226,2156762,16489,568509982,2166503,5823330438,266701278,583190142,3317769,<not supported>,156451610,<not supported>,295601,<not supported>,<not supported>,488018,166197,259068,77742,1613763,5836510948,75028,580065095,32192,<not supported>,<not supported>,237,6839
gemm_main_nopt,7.151267,25697272247,31333874773,1085652136,856163,2171683708,1124583,14409,2179731013,1125517,17320255098,1094157703,2191726153,2299745,<not supported>,4875284,<not supported>,840069,<not supported>,<not supported>,1080696283,337049,2162061,556010,3072302,17405289051,1079585577,2188755253,123880,<not supported>,<not supported>,0,3062
gemver_main_nopt,0.327832,1930051027,1680526659,26183519,4566279,140445086,38060,39575,140825791,37582,1174043094,43383292,195715895,5380738,<not supported>,15919637,<not supported>,164222,<not supported>,<not supported>,16143860,1887996,3856262,2261156,3611882,1018217758,18945216,202810112,566103,<not supported>,<not supported>,238,27613
