Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_polly,1.200928,3491052738,3915806692,7467276,738285,310473310,572139,12325,314461581,567172,1559964234,14442069,1024069757,4916544,<not supported>,4124036,<not supported>,385351,<not supported>,<not supported>,8188140,1478648,133895,11665,987,1529624001,1083108,1054683418,22623,<not supported>,<not supported>,0,666
covariance_main_polly,1.188629,3449450579,3880461288,7495551,939720,309307011,541309,12326,309930633,534807,1540621182,14271419,992466755,4496391,<not supported>,6131920,<not supported>,252882,<not supported>,<not supported>,9484980,1303866,1976050,5307,299,1591677258,887616,1058417600,25684,<not supported>,<not supported>,0,806
2mm_main_polly,17.415666,48822626450,14100588787,2171733225,1420922,1105122171,2250060,18660,1113519733,2255164,4328310262,2175641961,2214724147,6615116,<not supported>,2197725,<not supported>,2063141,<not supported>,<not supported>,2161904333,895865,2640272,65433,1283401,4340772291,2163067598,2168002054,235150,<not supported>,<not supported>,0,8571
3mm_main_polly,26.165339,73239769906,19510624215,3253323746,1980027,1662475302,3390172,22758,1662935868,3365716,6489147847,3267588182,3279091205,8163657,<not supported>,3438659,<not supported>,3692281,<not supported>,<not supported>,3241867569,1243163,4374047,263080,582235,6489274881,3241862617,3250824986,424692,<not supported>,<not supported>,0,16267
atax_main_polly,0.074953,704343529,433972839,8369808,6023658,48115588,845188,39690,52460715,844256,113549048,9912850,61388411,3667037,<not supported>,1359431,<not supported>,445725,<not supported>,<not supported>,3301753,1670026,1731512,2081023,1612875,195751527,610161,39115335,513220,<not supported>,<not supported>,115,35393
bicg_main_polly,0.108019,807001503,505835552,6323160,5807550,56462930,57457,39697,57664135,59818,120003149,9760607,69761451,4119926,<not supported>,1868626,<not supported>,524169,<not supported>,<not supported>,6656868,4567999,1667573,1654281,943350,134790928,1438584,31412845,578060,<not supported>,<not supported>,224,26700
cholesky_main_polly,0.203028,686545247,1108772610,6444415,1239455,93770374,350624,10465,95467145,320859,346411850,21711239,174081898,309356,<not supported>,21979744,<not supported>,58571,<not supported>,<not supported>,5610039,398090,1459849,326,149509,455100583,224502,230388609,646733,<not supported>,<not supported>,1110,1089
doitgen_main_polly,0.240833,841420025,1807043100,4670444,1893348,160065667,314720,16641,166048588,273943,579064222,30309130,47713151,3218051,<not supported>,4990117,<not supported>,758507,<not supported>,<not supported>,3470105,1505329,4014255,217495,732899,725162052,193878,11380374,254,<not supported>,<not supported>,0,220
gemm_main_polly,0.319666,1010114838,2617121140,4453087,211612,74783339,386440,15376,73595403,213875,446446149,38435667,55605598,2486248,<not supported>,31967762,<not supported>,67596,<not supported>,<not supported>,5052941,155453,81839,822,54300,392176063,2264667,3340356,391,<not supported>,<not supported>,0,261
gemver_main_polly,0.181604,1092195547,639218633,8721531,7755039,57570324,73261,39730,59769383,75957,154345446,10768731,107801197,4166354,<not supported>,4096803,<not supported>,142062,<not supported>,<not supported>,8418186,6288629,1638499,1605702,1383047,218177237,1456560,90569660,709595,<not supported>,<not supported>,0,25850
