Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_polly,1.202398,3496273128,3920079102,7428800,760505,310767256,553114,12328,314734086,546471,1561760014,14370317,1025237322,4937683,<not supported>,4167244,<not supported>,373722,<not supported>,<not supported>,8231463,1619193,104679,18896,17110,1529173174,1026366,1044168853,46240,<not supported>,<not supported>,0,641
covariance_main_polly,1.190331,3463206442,3878826304,7354990,752783,308237865,563722,12323,312007065,559984,1545650989,14441651,995278508,4652558,<not supported>,6090906,<not supported>,226721,<not supported>,<not supported>,9240612,1571078,2992612,255983,679,1598296736,861691,1062301554,24491,<not supported>,<not supported>,0,844
2mm_main_polly,15.600925,48809313108,14095858971,2170326933,1487991,1104078611,2243352,18658,1112392231,2254236,4328828845,2176828074,2196660022,5963156,<not supported>,2133465,<not supported>,2069327,<not supported>,<not supported>,2159277299,1214898,2631157,120952,7379,4344646257,2158210585,2177980147,233150,<not supported>,<not supported>,50,9321
3mm_main_polly,26.167098,73240066257,19520750953,3252655334,2025541,1662789322,3409824,22758,1659805096,3387348,6484658269,3266929756,3279761054,8436359,<not supported>,3327517,<not supported>,4066424,<not supported>,<not supported>,3241994009,1358995,4178189,334398,90707,6485971282,3241701671,3250664856,419282,<not supported>,<not supported>,25,18210
atax_main_polly,0.075263,679306649,399291634,8461205,5813130,47055731,825843,39689,51238948,827602,112249163,9735515,61295230,4268526,<not supported>,1265521,<not supported>,782431,<not supported>,<not supported>,2055694,1423383,2196349,2131923,4529456,213410920,529967,38701602,448799,<not supported>,<not supported>,15,34628
bicg_main_polly,0.108420,838727162,424139857,6684619,6250628,53507093,247743,39695,58507786,752101,129631645,10929668,60901929,2061067,<not supported>,4598936,<not supported>,302639,<not supported>,<not supported>,7971195,5529203,1587520,1565536,8348,149498001,740508,74293468,616223,<not supported>,<not supported>,244,44851
cholesky_main_polly,0.202898,694317388,1118913418,6021269,1077779,93324127,376027,10465,93942440,340064,374299199,22793544,189093867,436910,<not supported>,23574453,<not supported>,166232,<not supported>,<not supported>,3983488,940563,1172468,37614,210805,453494699,235929,230554010,716510,<not supported>,<not supported>,1266,4025
doitgen_main_polly,0.243050,839029867,1839809775,4517976,1837824,155049413,275240,16641,169596602,268076,589718888,32102489,48481114,2944526,<not supported>,5670856,<not supported>,683263,<not supported>,<not supported>,3223010,1202805,2751845,1100629,609404,604236444,200658,11981976,350,<not supported>,<not supported>,0,103
gemm_main_polly,0.320033,1008287762,2524230550,3125464,321015,72875833,373557,15377,74855766,215879,441107233,33754065,53832220,3077749,<not supported>,33791689,<not supported>,52666,<not supported>,<not supported>,4721725,123087,78870,4224,86109,454590128,72173,2977465,30863,<not supported>,<not supported>,0,115
gemver_main_polly,0.176997,1024289073,542558997,9479578,8723562,55314168,75066,39730,58286415,73033,162797879,12725188,110950554,4050318,<not supported>,3806615,<not supported>,736176,<not supported>,<not supported>,8238315,6111187,1587095,1570674,89603,245057264,1644751,96936760,477320,<not supported>,<not supported>,0,32712
