Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_polly,1.201280,3492458634,3912944044,7443930,740226,310541106,549059,12325,314381152,545291,1559931470,14817738,1004270384,4834253,<not supported>,5746913,<not supported>,157635,<not supported>,<not supported>,8801584,1497807,127022,8354,1777,1529571421,1090819,1073048858,23338,<not supported>,<not supported>,0,676
covariance_main_polly,1.188910,3461305902,3882421811,7353324,727588,308462723,544221,12323,312134110,541761,1546846410,14634116,995650718,4635877,<not supported>,5801522,<not supported>,226699,<not supported>,<not supported>,8201175,1531298,2720657,95572,156,1599211674,850026,1062349137,24871,<not supported>,<not supported>,0,826
2mm_main_polly,17.415032,48826600868,14101023963,2171819751,1424364,1105129300,2246919,18661,1110143964,2248002,4329713866,2175766292,2215192942,6600769,<not supported>,2163269,<not supported>,1962354,<not supported>,<not supported>,2161852783,786793,2669041,56686,1732186,4343309182,2161732581,2167666098,235278,<not supported>,<not supported>,0,7828
3mm_main_polly,26.162185,73250843718,19500750944,3256606054,1792170,1660528875,3396168,22757,1674249156,3400987,6489216601,3266297216,3278272475,8154247,<not supported>,3328954,<not supported>,3709652,<not supported>,<not supported>,3244211736,604340,4412598,254226,2452113,6503000111,3238388678,3249853580,425703,<not supported>,<not supported>,12,15720
atax_main_polly,0.075132,691958488,411987047,8391723,5836105,47642747,857611,39690,52172476,859123,113297017,9666847,62207630,3718309,<not supported>,1177706,<not supported>,729831,<not supported>,<not supported>,2945321,1541733,2040894,2148410,3473868,214409366,567786,38964548,503685,<not supported>,<not supported>,147,34913
bicg_main_polly,0.108573,803477357,508168120,6375025,5902848,55279358,57343,39696,57455604,60566,119142833,10289186,70322134,4191481,<not supported>,1841985,<not supported>,540930,<not supported>,<not supported>,6587314,4544068,1648175,1610176,1312860,147942176,1450078,31991523,622290,<not supported>,<not supported>,0,26191
cholesky_main_polly,0.203173,677938666,1095111891,6342475,1211878,92509191,347463,10465,94052065,316329,371780168,23064160,186038982,329919,<not supported>,23357256,<not supported>,50998,<not supported>,<not supported>,5961034,699644,1433571,209,146883,448075575,222149,226813295,641065,<not supported>,<not supported>,1094,1137
doitgen_main_polly,0.239806,822291771,1787792542,4742022,2017547,152685871,290306,16641,165474946,277714,580104645,30908698,43506880,2774850,<not supported>,4780154,<not supported>,483876,<not supported>,<not supported>,3438788,1440595,2667805,174083,686030,640679043,195419,11623270,331,<not supported>,<not supported>,0,613
gemm_main_polly,0.326125,981402655,2552885414,3204223,307349,71951726,345303,15376,74714310,215950,443427364,34076388,53050540,2928454,<not supported>,33879514,<not supported>,51220,<not supported>,<not supported>,4837561,165574,304762,4759,72383,486580810,73075,6875379,34072,<not supported>,<not supported>,0,102
gemver_main_polly,0.205458,1105185364,640290366,8761004,7521445,63878294,96249,39728,60137954,74931,153722429,10384885,107321002,4336462,<not supported>,4042889,<not supported>,255584,<not supported>,<not supported>,8512226,6340786,1654394,1625918,868572,209270559,1397320,89025862,414550,<not supported>,<not supported>,152,26826
