Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_polly,1.202174,3501835615,3924134947,7417772,749527,311177485,569647,12327,315080817,563547,1563594285,14390583,1026861534,4988132,<not supported>,4048412,<not supported>,389924,<not supported>,<not supported>,8240652,1110668,114915,21276,14999,1529030419,938684,1034303272,125152,<not supported>,<not supported>,0,642
covariance_main_polly,1.190392,3463165792,3880498385,7323418,737890,308315763,557423,12322,311891609,554879,1544950539,14374275,995083760,4665460,<not supported>,5784267,<not supported>,237523,<not supported>,<not supported>,9099007,1606255,2702089,276851,966,1598185333,871731,1061719252,25236,<not supported>,<not supported>,0,896
2mm_main_polly,17.414739,48843515753,14097841647,2171303284,1364802,1106290537,2256449,18659,1113916793,2256078,4326497523,2177601271,2197813686,6767858,<not supported>,2753947,<not supported>,2568927,<not supported>,<not supported>,2157088294,1135436,2685193,162696,101996,4327283733,2164942335,2169086743,234307,<not supported>,<not supported>,50,9142
3mm_main_polly,26.181729,73204889349,19574413701,3236560929,1956524,1650675906,3362029,22758,1658874097,3375375,6484866773,3267937582,3278726856,8296071,<not supported>,3365632,<not supported>,3833151,<not supported>,<not supported>,3224575234,980860,4516551,358247,1271302,6498372683,3241941471,3250681432,419820,<not supported>,<not supported>,362,23060
atax_main_polly,0.077415,681153624,389613909,8338762,5766128,47010012,829399,39688,50918940,817678,110917133,9566914,61122427,4196260,<not supported>,1191205,<not supported>,773962,<not supported>,<not supported>,2286179,1642481,2209750,2136377,4828996,210070618,530028,38729012,449498,<not supported>,<not supported>,111,34741
bicg_main_polly,0.110350,777720350,471727217,6821757,6353965,52344130,59500,39697,57520537,426938,127175065,10704879,68551920,4072631,<not supported>,1878699,<not supported>,808262,<not supported>,<not supported>,6636758,4502364,1673071,1615716,39048,136051116,1497682,80426189,468475,<not supported>,<not supported>,972,38304
cholesky_main_polly,0.203251,706462082,1144288786,6561587,1076970,94418345,347873,10466,93654839,316601,369698327,21193680,171063195,304465,<not supported>,22611663,<not supported>,50222,<not supported>,<not supported>,6006671,568666,1347897,615,133750,450907548,222168,228046095,636629,<not supported>,<not supported>,1101,1079
doitgen_main_polly,0.245070,844401933,1941332189,4462642,1761621,160004078,293236,16643,163314645,283101,584180899,32198463,49098502,3698536,<not supported>,3046575,<not supported>,872027,<not supported>,<not supported>,3392530,1814387,1319359,749482,18310,522754089,216962,11932166,296,<not supported>,<not supported>,0,94
gemm_main_polly,0.320850,1022975074,2682141283,4489500,178096,75554817,463407,15376,71339964,214494,447824548,37099872,55934217,868569,<not supported>,31982506,<not supported>,66117,<not supported>,<not supported>,4913917,379596,87471,1399,78087,393493381,2580932,2975464,510,<not supported>,<not supported>,0,123
gemver_main_polly,0.175756,984209600,532363344,9084849,8358739,53984825,74634,39730,56454553,74217,176993963,12572326,113251740,3848718,<not supported>,4379764,<not supported>,321049,<not supported>,<not supported>,7821513,5209170,1728977,1187984,260593,189101687,1606156,92264479,482451,<not supported>,<not supported>,0,31867
gesummv_main_polly,0.109175,1101201456,517476796,9372991,8854343,71979692,308084,70941,75777792,359078,156502406,13599854,87233209,4371519,<not supported>,6474718,<not supported>,123652,<not supported>,<not supported>,6136856,5267716,4272534,3855780,169042,218489307,957799,99627713,906813,<not supported>,<not supported>,426,88826
mvt_main_polly,0.109627,792686007,511577207,6486183,6177140,51857315,57327,39696,55010156,58717,121908435,11242245,70466279,4168242,<not supported>,1924258,<not supported>,808235,<not supported>,<not supported>,6706916,4435857,1689369,1630020,75908,134739883,1300058,50932553,607671,<not supported>,<not supported>,742,33224
symm_main_polly,13.005785,36446278126,6888889384,1260557811,1319220,533520463,2450018,14560,518864715,2600298,2625697976,2387789024,696253644,559434045,<not supported>,1074640,<not supported>,2161511,<not supported>,<not supported>,1241265551,905521,29298826,42778,562666,2860618874,977225093,406518592,3810329,<not supported>,<not supported>,12,10807
syr2k_main_polly,2.622954,7557205911,14529431658,234083533,1599959,1116517690,1116577,14563,1121691571,1145299,5441738319,423364679,1103212220,6648232,<not supported>,337389327,<not supported>,971398,<not supported>,<not supported>,231747357,1275975,18554,31848,872897,5555734560,1244421,1104166177,5548,<not supported>,<not supported>,12,882
syrk_main_polly,1.141921,3302641842,7622901856,11710885,1223792,643542993,1123550,12514,641855050,1111769,3311714128,201039696,1037329471,4416889,<not supported>,165955044,<not supported>,118588,<not supported>,<not supported>,12568586,1008255,4453,1297,210692,3444995742,660569,1135030083,46160,<not supported>,<not supported>,923,3897
trisolv_main_polly,0.112231,806877391,402829559,12838302,3586683,43232780,80936,39678,47845743,34183,68190755,18721683,75489492,4940245,<not supported>,919719,<not supported>,803855,<not supported>,<not supported>,8567365,1665041,1663308,1605376,98550,63850837,12415843,73169383,620047,<not supported>,<not supported>,873,35239
trmm_main_polly,3.673518,10390599623,5550154560,71270714,925360,560528199,1496183,12511,564930912,1471225,1574219252,621046672,550117263,52948602,<not supported>,103971054,<not supported>,855817,<not supported>,<not supported>,68182679,1684124,30862,11565,23983,1661517390,379271335,555391663,113040,<not supported>,<not supported>,25,1171
durbin_main_polly,0.458667,2003793404,432190043,43945371,6936759,83404889,156192,70947,123853590,238584,186273153,61349745,132311473,18709365,<not supported>,3767067,<not supported>,171982,<not supported>,<not supported>,28757362,135001,14748158,6259163,36728,93752661,23141952,101503837,10975943,<not supported>,<not supported>,0,65072
dynprog_main_polly,0.196008,677892559,1560838851,3825897,827327,157936510,623720,8518,154151773,595215,486425448,26653484,226909538,20934394,<not supported>,16653007,<not supported>,127128,<not supported>,<not supported>,4163693,450486,123890,431,92,607745833,723,289699963,153,<not supported>,<not supported>,37457,61
gramschmidt_main_polly,0.682987,2043107770,937701953,33399072,628403,90590764,264907,9953,92373814,263912,284933786,289506293,98753266,63760406,<not supported>,4300062,<not supported>,145696,<not supported>,<not supported>,33110950,403034,3310878,29108,31353,299937981,9903720,77334363,514495,<not supported>,<not supported>,0,2663
lu_main_polly,0.290582,947194270,1710453415,36096198,893889,131724580,387952,10465,132521450,384076,470417833,81892013,180828335,46144528,<not supported>,31501124,<not supported>,140496,<not supported>,<not supported>,34819400,1248455,108970,567,465,548728371,1345696,219269567,246034,<not supported>,<not supported>,14,1765
ludcmp_main_polly,1.952309,5583788739,1909132358,32770580,831080,206872893,905032,10475,208817259,819163,654998429,331364491,31395671,566073,<not supported>,37774858,<not supported>,182886,<not supported>,<not supported>,31400705,510528,10223,2921,65983,764235291,213120374,1751089,31277,<not supported>,<not supported>,0,856
floyd-warshall_main_polly,14.584184,40835779737,12327071735,1224793745,1039866,1099339633,2404248,10461,1092860937,2143632,3316842219,2550839943,1032611027,915477561,<not supported>,127252129,<not supported>,1474282,<not supported>,<not supported>,1205150891,1185530,309982,40839,5964,3431517187,1318140324,999663577,124821089,<not supported>,<not supported>,25,6349
reg_detect_main_polly,0.013862,78382736,49756081,1000280,795680,9210945,39609,8414,11173790,10735,24683310,1742758,18745818,2579,<not supported>,1730440,<not supported>,21606,<not supported>,<not supported>,648439,86922,3144,4182,190762,<not counted>,<not counted>,<not counted>,<not counted>,<not supported>,<not supported>,<not counted>,<not counted>
adi_main_polly,3.907428,11159571440,3194188326,289047842,17852101,237637222,2210073,14561,251668385,2178614,917774133,778217716,354290744,174510286,<not supported>,46939019,<not supported>,1191379,<not supported>,<not supported>,261836526,18134260,12954143,23342,5872868,946856311,161334231,324208647,577562,<not supported>,<not supported>,200,4647
fdtd-2d_main_polly,0.426229,1385156812,977921299,47754953,8128114,79069039,211655,14277,76861334,177376,303451901,49245234,111582669,20603244,<not supported>,35262112,<not supported>,327315,<not supported>,<not supported>,42543982,7194666,8977,14401,168237,299962805,976641,86278001,32491,<not supported>,<not supported>,0,1026
