Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_polly,1.200590,3488770500,3912875793,7424420,738457,310605576,574876,12328,314399464,567959,1559171378,14668177,1003714404,4757834,<not supported>,5723429,<not supported>,145491,<not supported>,<not supported>,8844664,1499919,123752,6381,2736,1529759170,1067088,1072768860,23262,<not supported>,<not supported>,0,675
covariance_main_polly,1.188727,3513761394,3925277064,7500541,789746,308950442,558930,12326,310087602,549160,1554477702,14022837,987223734,4725869,<not supported>,6258490,<not supported>,137896,<not supported>,<not supported>,9349821,1476887,2886321,8981,213,1587430300,902930,1067378482,24522,<not supported>,<not supported>,37,1186
2mm_main_polly,14.241948,48801233526,14140132956,2170250487,1495109,1105104730,2242375,18657,1113482856,2255022,4330818402,2177393339,2196180127,5969839,<not supported>,2116595,<not supported>,1941903,<not supported>,<not supported>,2160650872,981223,2636667,100910,1038808,4344995163,2163988972,2167815482,469063,<not supported>,<not supported>,2304,15048
3mm_main_polly,26.160789,73239618603,19529804111,3252377050,1989255,1662467163,3391891,22759,1658592550,3369317,6484927857,3267753246,3278867679,8211589,<not supported>,3350922,<not supported>,3744691,<not supported>,<not supported>,3242161403,1223932,4377880,280333,314339,6485477971,3241956620,3250726590,429212,<not supported>,<not supported>,75,16424
atax_main_polly,0.076301,684729342,382740600,8412063,5795636,46675432,856663,39689,51346751,861623,111472943,9602235,65967032,4367716,<not supported>,936092,<not supported>,716216,<not supported>,<not supported>,2692534,1884274,2173309,2093061,4830581,212096660,557228,38060034,495081,<not supported>,<not supported>,96,34209
bicg_main_polly,0.108184,798201393,493393922,6425519,5991154,51635050,57040,39698,56899421,58041,121432363,11520303,69944181,4131030,<not supported>,1895349,<not supported>,501189,<not supported>,<not supported>,7092711,4955303,1639350,1613500,10800,135000450,1555170,44813326,702048,<not supported>,<not supported>,12,29062
cholesky_main_polly,0.203885,689216816,1107459161,6365171,1024160,91824016,343625,10463,94366895,313218,370015997,21128032,171644281,305414,<not supported>,22924777,<not supported>,56380,<not supported>,<not supported>,6888585,787058,1243598,389,136152,450430894,220881,227962293,623941,<not supported>,<not supported>,1104,1343
doitgen_main_polly,0.240669,832980594,1799016300,4575261,1867792,153907807,294601,16644,169001550,280187,585368856,31957974,47268367,2929952,<not supported>,5559923,<not supported>,677541,<not supported>,<not supported>,3212221,1235284,2890262,202999,734738,661508427,197335,11698568,296,<not supported>,<not supported>,0,404
gemm_main_polly,0.318967,1000356214,2395312281,4726432,655881,75205165,212804,15375,80864345,208814,435979489,38819172,22286203,1559822,<not supported>,41131048,<not supported>,38248,<not supported>,<not supported>,2326030,97636,210438,1554,69673,459204582,663799,7451909,401,<not supported>,<not supported>,0,139
gemver_main_polly,0.179328,1148311748,534230700,8825242,8146672,56482445,72112,39727,61581405,76717,189845424,13689181,118261531,3332505,<not supported>,5865113,<not supported>,793499,<not supported>,<not supported>,9593949,7111257,1593172,1543025,8398,207061474,2301762,110216358,662567,<not supported>,<not supported>,1003,41857
gesummv_main_polly,0.111103,1122360204,528088207,9637840,9159335,73222323,308267,70940,71641895,355334,164288734,12109959,75794557,4681004,<not supported>,6509270,<not supported>,140442,<not supported>,<not supported>,5662353,4613030,4536597,4091570,17145,200650275,1582862,104188184,969756,<not supported>,<not supported>,63,90438
mvt_main_polly,0.107032,802963319,487371411,6561321,6144820,52419501,57935,39698,57642300,59824,123599699,11496619,70601198,4150991,<not supported>,2018300,<not supported>,816809,<not supported>,<not supported>,6909294,4598568,1670245,1619441,4573,137466719,1386315,49779550,854048,<not supported>,<not supported>,0,29895
symm_main_polly,12.691652,36536020036,6573789883,1191931562,1329088,504956907,2990770,14563,507645083,2924152,2777198393,2684572283,553886479,562423903,<not supported>,3024610,<not supported>,2209014,<not supported>,<not supported>,1168639733,1392095,26898461,380098,584639,2678953913,1044863344,564522589,3518872,<not supported>,<not supported>,12,15571
