Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_O1,5.325706,19063216211,3559008343,124680104,594685,516393648,564219,12172,523419016,560645,1031798056,1129161558,522669843,1468740,<not supported>,4491462,<not supported>,703589,<not supported>,<not supported>,124030712,937349,586860,28363,2709,1033324800,752732936,513503613,575078,<not supported>,<not supported>,63,6006
covariance_main_O1,5.352472,19047924850,3561904797,128856453,585632,515777704,565037,12171,520211255,560713,1032241822,1121409192,534680625,1805401,<not supported>,6566275,<not supported>,721400,<not supported>,<not supported>,128594777,1114552,863521,38464,1397,1016498982,752132942,510317122,525381,<not supported>,<not supported>,0,3391
2mm_main_O1,13.589763,48751033221,18375194994,2169110365,1648530,2187599839,2264992,18506,2200308921,2269578,4330523585,2178400400,2195268412,5762731,<not supported>,2222156,<not supported>,1949573,<not supported>,<not supported>,2161200926,1878762,2347786,72619,2527,4327275033,2164220895,2167855868,226570,<not supported>,<not supported>,0,8659
3mm_main_O1,20.458243,73008026097,25934911105,3253785125,1954958,3262607246,3347052,22605,3279682887,3383651,6506376619,3268968191,3278167724,7649291,<not supported>,3492154,<not supported>,3575821,<not supported>,<not supported>,3243714318,1896524,3600643,261575,1614,6485345560,3242482844,3249920183,441978,<not supported>,<not supported>,0,15851
atax_main_O1,0.040394,688313615,462452393,4345118,2808505,93065057,40203,39534,100217263,37534,270604913,19369427,113385453,5759344,<not supported>,5397302,<not supported>,95724,<not supported>,<not supported>,1583305,587828,3150566,2079517,1278,60224926,851905,85383216,899165,<not supported>,<not supported>,48,53277
bicg_main_O1,0.041717,710532506,473827641,3541511,2272181,60883798,28297,39542,64164107,28440,267782325,13063713,102639197,5769108,<not supported>,10049549,<not supported>,97612,<not supported>,<not supported>,780587,588791,2248198,1778194,7517,62539597,859201,88543765,940030,<not supported>,<not supported>,16,85779
cholesky_main_O1,0.165007,659863452,1185207663,2775829,947227,169300282,306555,10309,165783615,280847,354707541,23826966,9850481,1486866,<not supported>,23019139,<not supported>,68344,<not supported>,<not supported>,7693693,87295,1938,276,142101,439070065,777381,678308,1137,<not supported>,<not supported>,0,71
doitgen_main_O1,0.431371,1427152135,2342876122,3189044,981691,279084312,1998737,16491,275157157,1915064,546564357,253828534,288242992,2308026,<not supported>,18228032,<not supported>,108950,<not supported>,<not supported>,4983864,606950,330045,81043,272007,607715606,72835,309548431,37065,<not supported>,<not supported>,0,4755
gemm_main_O1,6.807959,24434097302,9760344557,1084893010,1226714,1098985554,1131639,14409,1107252847,1134268,2172850901,1087358899,1112865425,4011595,<not supported>,3259805,<not supported>,821382,<not supported>,<not supported>,1080027015,2162626,1142317,6500,1833,2170076027,1083148282,1097727752,296298,<not supported>,<not supported>,0,2835
gemver_main_O1,0.216934,1358753310,735701434,24815831,4909806,104261027,44483,39574,109692850,42465,317693760,47156457,74302248,2644920,<not supported>,2539758,<not supported>,110194,<not supported>,<not supported>,27405967,3525690,2449181,1614007,4502195,204693308,14878894,125473491,1300493,<not supported>,<not supported>,111,40508
gesummv_main_O1,0.044786,1095683418,714092295,6667493,4448702,81003575,96233,70786,85034419,112681,135219835,10520120,155800006,7392624,<not supported>,182917,<not supported>,187251,<not supported>,<not supported>,241346,885246,4655286,2415628,5061868,282683812,838730,161316963,792810,<not supported>,<not supported>,42,64196
mvt_main_O1,0.201563,1258019000,592331667,24118848,5030231,105997958,42653,39544,109705567,38768,128228289,44790928,69900974,2488742,<not supported>,2304750,<not supported>,119277,<not supported>,<not supported>,21613549,2359183,2581341,2005829,1660,87084384,17286890,92777289,801543,<not supported>,<not supported>,0,42223
symm_main_O1,11.839027,42620561479,5982123969,1620379710,1444854,567696035,1163329,14409,578087765,1156480,2706037292,1832606122,581071410,537778335,<not supported>,3806894,<not supported>,1345098,<not supported>,<not supported>,1617070341,2138103,218672,8432,8133,2701270143,1485880010,544936415,87165517,<not supported>,<not supported>,0,5179
syr2k_main_O1,1.929551,6836467086,14169610288,13730860,1799762,1083521804,1077168,14411,1089844271,1079540,4332822626,334780623,2154557300,2517058,<not supported>,291967732,<not supported>,236473,<not supported>,<not supported>,15981734,3635024,63300,31471,3244408,4410780316,4364002,2204839749,4134,<not supported>,<not supported>,0,770
syrk_main_O1,0.925232,3428002745,8799382936,5626837,906012,1068382006,1054742,12356,1066326796,1046594,2172655635,133235616,1064266259,1774229,<not supported>,132688931,<not supported>,129708,<not supported>,<not supported>,8869817,1542400,4820,529,10672,2252201359,2226103,1125587913,1718,<not supported>,<not supported>,0,387
trisolv_main_O1,0.011257,614973272,417315298,4419209,2899025,70217804,44873,39526,67645435,59055,89071023,3401422,61444919,3007009,<not supported>,82150,<not supported>,97491,<not supported>,<not supported>,126293,86398,2827996,1947761,997,53038107,726716,75099347,793921,<not supported>,<not supported>,28,41976
trmm_main_O1,0.486879,1821386613,4484362126,5453679,1022194,526634958,858519,12360,524074008,826649,1092906946,67911920,535101428,961294,<not supported>,68214339,<not supported>,69239,<not supported>,<not supported>,9952071,514210,50097,658,188771,1164273061,1689215,583046909,938,<not supported>,<not supported>,0,230
durbin_main_O1,0.361923,2151690603,465571671,45761232,6373047,71691797,92216,70795,77251180,98238,106259481,69998218,121466810,21691895,<not supported>,1620358,<not supported>,196373,<not supported>,<not supported>,34742286,1331377,8823902,4342032,5987,224398732,20908936,147505964,9720332,<not supported>,<not supported>,0,57308
dynprog_main_O1,0.237398,829618074,1814167767,3729185,976361,209350704,5829265,8366,201745756,5645884,428876070,27957711,246207210,28649719,<not supported>,19189803,<not supported>,36580,<not supported>,<not supported>,3528693,609,177811,346,153,509100647,872,264516050,230,<not supported>,<not supported>,0,102
gramschmidt_main_O1,1.946243,6970044471,1052401030,269641979,1059686,150131596,301123,9802,153698212,289191,352916983,271143240,148475147,67590481,<not supported>,136744,<not supported>,221503,<not supported>,<not supported>,274001009,153100,264645,31839,1996,343390154,262953893,137776648,11142893,<not supported>,<not supported>,0,904
lu_main_O1,0.358896,1203106933,3004460394,4399889,884549,341360997,506007,10310,338034636,536651,1060812164,45442540,319915719,39470542,<not supported>,44265179,<not supported>,55678,<not supported>,<not supported>,5364103,62732,3117,606,331,1202029476,1050170,400683840,42900,<not supported>,<not supported>,0,147
ludcmp_main_O1,1.585070,5567060324,2604474029,31346148,1024324,379595456,858389,10319,368934757,765734,644776346,332894072,12302332,1724981,<not supported>,36655996,<not supported>,176981,<not supported>,<not supported>,34610383,127807,9491,866,57396,758551913,212078553,1780508,28538,<not supported>,<not supported>,0,544
floyd-warshall_main_O1,1.170617,3369793590,8713624774,20226279,1017175,1041932658,1030475,10309,1037273041,1029177,3264457807,135076284,1043394055,133369719,<not supported>,133276770,<not supported>,97423,<not supported>,<not supported>,17814647,1167,8040,574,357,3355837145,2190779,1117627046,13567,<not supported>,<not supported>,0,996
reg_detect_main_O1,0.023453,73669237,37424604,807560,883784,8961499,9367,8263,11872063,9335,37898323,3817636,53334254,2207,<not supported>,1118,<not supported>,5612,<not supported>,<not supported>,1289,5006,6513,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not supported>,<not supported>,<not counted>,<not counted>
adi_main_O1,1.393123,5086100611,2638249564,5918344,2103150,220973606,229127,14407,229964378,232855,1025788283,93067374,355851339,40781497,<not supported>,78118375,<not supported>,205554,<not supported>,<not supported>,8558876,3174618,9799,1888,16373497,1027674502,1388342,328505673,53043,<not supported>,<not supported>,0,944
