Program,Runtime,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
2mm159_main_mlir,14.055512,56096992518,70291805815,2174721031,1729272,5636535958,10540925,18508,5640209224,10586070,26474213701,2240706247,7684181385,6257079,<not supported>,27540831,<not supported>,10504215,<not supported>,<not supported>,2165246253,632886,3329793,119717,2606583,26537246006,2188173720,7687007565,2293328,<not supported>,<not supported>,77397,1221663
2mm160_main_mlir,14.015827,55933991402,70177840445,2164124220,2392408,5660832629,10736337,18509,5652738831,10722611,26555102416,2249407538,7682885329,5314566,<not supported>,25566133,<not supported>,10453104,<not supported>,<not supported>,2163156357,1104153,2619313,143405,406013,26528104860,2189507304,7680725643,2343965,<not supported>,<not supported>,58159,1429073
2mm161_main_mlir,13.989451,55770767841,70210724889,2172205138,1431785,5633597249,10806748,18508,5645493998,10792539,26506985080,2243867276,7686919706,3086016,<not supported>,27841370,<not supported>,10516687,<not supported>,<not supported>,2168610147,1537137,4503658,595454,3880710,26525697908,2175209372,7663993825,2301398,<not supported>,<not supported>,320143,1284359
2mm162_main_mlir,14.036800,55990962162,70392707433,2180297487,2165510,5660787679,10889198,18510,5677852675,10956965,26453009777,2236771011,7680310730,6924256,<not supported>,27330768,<not supported>,8555895,<not supported>,<not supported>,2156055702,1109827,2690350,140142,146784,26557430599,2195341745,7659824250,2232242,<not supported>,<not supported>,132151,1337115
2mm163_main_mlir,13.991196,55676244436,70133840586,2155077289,1976389,5646729652,10639566,18509,5635065775,10447142,26570986552,2206620551,7670712081,3653194,<not supported>,11647095,<not supported>,8360344,<not supported>,<not supported>,2163091261,741077,3724253,130022,3087479,26487723083,2182188637,7704658600,2369731,<not supported>,<not supported>,251958,1287131
2mm164_main_mlir,14.002279,55816619954,70238620881,2162313252,1475924,5637988480,11159806,18507,5655731705,11176293,26564736159,2246869594,7698330446,4516066,<not supported>,26770344,<not supported>,9270928,<not supported>,<not supported>,2157824046,1383523,4563267,375714,3706947,26543068140,2192883882,7664408835,2263951,<not supported>,<not supported>,27735,1233219
2mm165_main_mlir,14.207539,56112305566,70137254847,2154792687,1801969,5636056521,10803436,18508,5658211006,10854140,26570769654,2245975283,7689612118,5985591,<not supported>,26453706,<not supported>,8565925,<not supported>,<not supported>,2156462304,1094977,3677931,130008,2766973,26581131229,2190527084,7673234637,2306490,<not supported>,<not supported>,42974,1266267
2mm166_main_mlir,14.080703,56364611206,70295686621,2176557884,1674975,5636124426,10575638,18509,5639730964,10608442,26482301115,2254169143,7668011461,5150180,<not supported>,27419320,<not supported>,17351398,<not supported>,<not supported>,2161325321,954414,3731265,122098,3166835,26623954231,2190380987,7677268548,2232242,<not supported>,<not supported>,45156,8647670
2mm167_main_mlir,13.969828,55896689656,70279979392,2170871354,2111525,5636946035,10500617,18509,5616636205,10432857,26528213012,2249008319,7667274682,6607989,<not supported>,25267434,<not supported>,12020140,<not supported>,<not supported>,2159788095,1090320,2633097,142851,786317,26502316927,2182332971,7690729674,2368033,<not supported>,<not supported>,39069,1254670
2mm168_main_mlir,13.913379,55736322697,70221243336,2167088708,1996293,5652908273,11060923,18509,5656369435,10962063,26477450949,2243650789,7684596117,7915534,<not supported>,26789072,<not supported>,12716222,<not supported>,<not supported>,2162464657,1239052,2271234,134505,216533,26610308335,2198531466,7669868968,2298534,<not supported>,<not supported>,518087,1436005
2mm169_main_mlir,14.094149,55978815189,70241116000,2166438205,2086535,5663880017,10674755,18508,5673129409,10658932,26498165889,2248516048,7673331318,5509653,<not supported>,28024790,<not supported>,8009030,<not supported>,<not supported>,2174379886,1237714,2686506,145893,132200,26509688726,2178606887,7661408767,2339883,<not supported>,<not supported>,34900,1257565
2mm170_main_mlir,14.116933,56302962572,70294679373,2166419685,1528015,5678812810,12014726,18510,5678996136,11795226,26502980024,2251673490,7646280532,5949341,<not supported>,28103176,<not supported>,8596741,<not supported>,<not supported>,2160784774,992930,3878572,117804,2596183,26605925281,2197352305,7683305178,2279218,<not supported>,<not supported>,38820,3418921
2mm171_main_mlir,14.059978,56016263458,70335055999,2174571775,1633360,5639126593,10513224,18510,5636173738,10490210,26435927999,2240722014,7678252693,5702718,<not supported>,24055342,<not supported>,8481687,<not supported>,<not supported>,2163582172,1101581,4216220,332827,3456084,26582414282,2184963952,7692426792,2309605,<not supported>,<not supported>,37312,4410732
2mm172_main_mlir,14.020975,55762249293,70342129944,2175379631,1380749,5670377528,10930248,18508,5672463085,10920034,26490688033,2194618044,7690810763,4448060,<not supported>,10394725,<not supported>,8560691,<not supported>,<not supported>,2159021929,1159252,4261244,534254,3769925,26514340570,2185166060,7646606777,2222296,<not supported>,<not supported>,231668,1448760
2mm173_main_mlir,14.078919,55911298641,70377532979,2171208308,1601687,5627447945,10424757,18508,5616223278,10390785,26538781834,2246278665,7661970928,3432954,<not supported>,25582182,<not supported>,7888740,<not supported>,<not supported>,2168373391,705452,4441462,643096,3723073,26528225297,2176460619,7691329919,2318364,<not supported>,<not supported>,40317,1273316
2mm174_main_mlir,14.077672,56004205423,70339128139,2166810814,1949094,5659013342,10779497,18509,5649395387,10541478,26485888523,2256261150,7656177265,3559440,<not supported>,28149100,<not supported>,7885523,<not supported>,<not supported>,2159367198,696848,4119101,353660,3501470,26521489825,2179952116,7703672943,2292499,<not supported>,<not supported>,39463,1261296
2mm175_main_mlir,14.034569,55910428139,70339041882,2170087887,1952169,5623860224,10630783,18508,5649019861,10795056,26463906646,2223408789,7689313825,6889758,<not supported>,19841515,<not supported>,8449513,<not supported>,<not supported>,2155740337,721097,3742318,137416,2561132,26562803662,2184607136,7675447665,2265604,<not supported>,<not supported>,37693,2271771
2mm176_main_mlir,14.038104,55691151747,70298196649,2171236244,1773970,5606673159,10338664,18507,5635212203,10674877,26450167554,2232417447,7672011753,4656003,<not supported>,25626496,<not supported>,8504022,<not supported>,<not supported>,2151699796,596678,5718146,1979841,3435752,26670698595,2184162636,7694852243,2185157,<not supported>,<not supported>,33450,1182650
2mm177_main_mlir,14.073131,55754775755,70142461933,2162186563,1724995,5622044748,10329744,18510,5635236174,10298255,26575725146,2256356124,7679451775,3574728,<not supported>,27717417,<not supported>,8395829,<not supported>,<not supported>,2150981795,891127,3799066,126896,3163026,26525865511,2179078299,7687610096,2312154,<not supported>,<not supported>,43813,1251734
2mm178_main_mlir,14.056429,55840616042,70377082378,2175287868,1888079,5621720261,10296818,18507,5623696168,10330328,26553236229,2240399397,7683223075,3805978,<not supported>,27413846,<not supported>,8600104,<not supported>,<not supported>,2154707708,851346,3587006,126497,2480993,26470662761,2178111516,7667354826,2329944,<not supported>,<not supported>,154385,1330639
2mm179_main_mlir,13.995641,55491197790,70137784879,2144430480,1774897,5660738555,10915651,18510,5675034844,10899404,26505572062,2212577676,7688314887,5894209,<not supported>,15069329,<not supported>,8110622,<not supported>,<not supported>,2155286119,790788,3488618,127831,2869803,26516270376,2176450545,7657701954,2299497,<not supported>,<not supported>,53223,1281889
2mm180_main_mlir,14.058743,55973566363,70399227042,2175045655,1450455,5640149438,10724893,18507,5662409256,10720866,26575034042,2239447216,7707337121,4049071,<not supported>,27632078,<not supported>,10639947,<not supported>,<not supported>,2150211961,967441,3286616,133812,2437682,26462215026,2188037259,7686374630,2227066,<not supported>,<not supported>,44539,1215388
2mm181_main_mlir,13.970655,55652046216,70275535819,2173694663,1669226,5632828960,10746675,18509,5626487210,10770910,26457934780,2234960015,7665612509,4442900,<not supported>,25513062,<not supported>,10937373,<not supported>,<not supported>,2157139422,947055,2354080,155033,1488898,26607527050,2196328092,7680369375,2235332,<not supported>,<not supported>,147449,1419651
2mm182_main_mlir,13.955921,55664125370,70415386969,2184424239,2067590,5631359402,10386342,18508,5632660192,10561006,26497769552,2223516734,7676838013,9907439,<not supported>,20625701,<not supported>,8681965,<not supported>,<not supported>,2149690086,803705,2415877,141560,137281,26567348310,2186468216,7682006750,2425844,<not supported>,<not supported>,49030,1339671
2mm183_main_mlir,14.102466,56121523193,70238076415,2170819769,1623952,5633281771,10878182,18508,5648403159,10775640,26537498579,2246015770,7668929891,3656396,<not supported>,27890502,<not supported>,10364281,<not supported>,<not supported>,2168013770,930188,3372844,141488,2581826,26505161968,2171633796,7679608574,2616381,<not supported>,<not supported>,316467,1295440
2mm184_main_mlir,13.962188,55632475457,70215437955,2167695944,1718294,5645990558,10572013,18510,5622978343,10323538,26572188907,2256376612,7660424414,4383334,<not supported>,25116696,<not supported>,8371269,<not supported>,<not supported>,2167387902,811001,5555047,2868354,132152,26518361893,2170024658,7728766438,2437912,<not supported>,<not supported>,37192,1248953
2mm185_main_mlir,14.048453,55891789237,70322226059,2165969344,1930014,5630968238,10634450,18510,5651645244,10803335,26534066031,2244698383,7676727164,4754263,<not supported>,25709172,<not supported>,10229015,<not supported>,<not supported>,2158531425,648240,3059265,130478,2308056,26434948776,2183386072,7673707664,2282613,<not supported>,<not supported>,41132,1235610
2mm186_main_mlir,14.018521,55659130097,70247609568,2165332970,2156734,5666992637,10749850,18508,5676102631,10792846,26526462372,2245287412,7688125715,8643448,<not supported>,26182319,<not supported>,8286422,<not supported>,<not supported>,2161964578,977290,2279377,151144,124704,26555660325,2194496068,7670507614,2239525,<not supported>,<not supported>,194399,1271319
2mm187_main_mlir,14.028636,55807002865,70298764234,2170271234,1511392,5643237867,10746458,18509,5658674380,10818080,26422541029,2241664501,7693552986,5422384,<not supported>,26050099,<not supported>,8697143,<not supported>,<not supported>,2148166666,861586,4329940,279758,3538970,26657823984,2197532568,7676264946,2211626,<not supported>,<not supported>,138090,1356615
2mm188_main_mlir,14.062730,55985431807,70212722984,2173301952,2218741,5642010819,10693862,18510,5654703214,10672154,26512017231,2237535028,7692644500,7005519,<not supported>,27770897,<not supported>,11207153,<not supported>,<not supported>,2158755342,772888,2355694,159949,776947,26537518789,2193258982,7671711082,2278119,<not supported>,<not supported>,74690,1265132
2mm189_main_mlir,14.018229,55783717534,70248066471,2159417455,1524066,5640940116,10995445,18509,5652737512,11040406,26500782748,2248405733,7686644389,5947593,<not supported>,27373619,<not supported>,8784160,<not supported>,<not supported>,2153735252,1066958,4202838,144562,3228408,26624009845,2199530496,7671216536,2164931,<not supported>,<not supported>,500381,1399768
2mm190_main_mlir,14.085309,56105170723,70333517149,2170384675,1266803,5631695517,10495293,18508,5641290195,10505044,26544172931,2245317491,7654703290,5438283,<not supported>,25695674,<not supported>,10094468,<not supported>,<not supported>,2151528410,1262401,4164467,408316,3526266,26570151467,2182756123,7709895858,2395588,<not supported>,<not supported>,39658,1227753
2mm191_main_mlir,14.076279,56049754195,70238475377,2170740817,1586889,5637183745,10706292,18509,5645379126,10625510,26602630375,2239840727,7682694088,3391316,<not supported>,25766294,<not supported>,10557127,<not supported>,<not supported>,2169387840,775723,4082257,1349087,820020,26468743484,2165135648,7711355658,2368840,<not supported>,<not supported>,224214,1322612
2mm192_main_mlir,14.107953,55952004352,70202178472,2165969258,2031201,5667293142,10897939,18506,5669545434,10835787,26458616363,2247092096,7686561176,7353303,<not supported>,28245811,<not supported>,8119788,<not supported>,<not supported>,2170764088,945745,2269865,162961,1385749,26551963836,2190901856,7677359073,2301310,<not supported>,<not supported>,211930,1412732
2mm193_main_mlir,14.041412,55872245106,70351226457,2167597905,1700005,5641257324,10757748,18506,5672571845,10870624,26541629992,2241672332,7689448564,3697169,<not supported>,24105763,<not supported>,10550180,<not supported>,<not supported>,2157576929,1067470,3525091,125325,2849247,26476541216,2182846612,7676173626,2290151,<not supported>,<not supported>,42936,1247136
2mm194_main_mlir,13.993090,55977807540,70185225537,2168326109,1526900,5636730182,11027667,18510,5660333896,11091350,26446172830,2246053215,7685663885,8221264,<not supported>,21481562,<not supported>,12506264,<not supported>,<not supported>,2166062702,1091044,4057308,390468,3537979,26562930012,2181255770,7699305082,2289613,<not supported>,<not supported>,648120,1350501
2mm195_main_mlir,13.948523,55801725370,70435094221,2181285492,1947922,5637601086,10626911,18510,5653532352,10914333,26389782590,2183358055,7701202095,6943038,<not supported>,10363610,<not supported>,10316893,<not supported>,<not supported>,2158807126,1007889,2298293,144743,149986,26589613342,2196672744,7674210101,2209759,<not supported>,<not supported>,36973,1203522
2mm196_main_mlir,14.025622,55893139928,70213356581,2171318482,1868842,5668481012,11001264,18509,5669074272,11010624,26472010645,2252269260,7706874250,8479611,<not supported>,28023920,<not supported>,12606246,<not supported>,<not supported>,2160575011,1255583,2357022,142022,1456587,26472530486,2192304491,7666631507,2169140,<not supported>,<not supported>,73384,1185049
2mm197_main_mlir,14.045726,56056648951,70343056947,2178627432,1811400,5641188403,10939860,18507,5669412009,11208237,26446329592,2237242244,7680588329,7072531,<not supported>,27210479,<not supported>,10123816,<not supported>,<not supported>,2161350208,1087436,2635910,143947,1059388,26520566762,2192874457,7682479388,2219862,<not supported>,<not supported>,144185,1360085
2mm198_main_mlir,13.990339,55864986041,70323368533,2175055600,2098537,5641885917,10567848,18509,5654628887,10585579,26548856122,2239914964,7668933676,4491433,<not supported>,26847142,<not supported>,10079607,<not supported>,<not supported>,2163238184,1105833,2405985,149352,549798,26488722555,2182442360,7671654326,2278043,<not supported>,<not supported>,37209,1231759
2mm199_main_mlir,13.981162,55779713686,70301828496,2171385505,1965697,5664683968,10752669,18510,5664377361,10672433,26499443387,2247181997,7646944878,4737095,<not supported>,27232496,<not supported>,8199149,<not supported>,<not supported>,2161163193,1077083,2711549,140265,127134,26530053323,2178479076,7670925903,2290874,<not supported>,<not supported>,33841,1231911
2mm200_main_mlir,14.268850,56590550309,70555321832,2174378035,1682147,5644788972,10864792,18510,5640560497,10740175,26462783164,2263122563,7649698021,7036377,<not supported>,28667931,<not supported>,14610555,<not supported>,<not supported>,2164670999,907386,3558905,134783,2769766,26606530287,2190734983,7705994989,2276112,<not supported>,<not supported>,399957,1384693
2mm201_main_mlir,14.076877,55973498969,70032919586,2151571228,2063933,5629100277,10689887,18507,5637577652,10732689,26575471132,2247130100,7663028594,5528495,<not supported>,25700726,<not supported>,11144496,<not supported>,<not supported>,2145331698,829447,2732578,149899,457972,26569695014,2179114494,7669714875,2333258,<not supported>,<not supported>,42385,2356293
2mm202_main_mlir,14.117154,56155309317,70154267623,2160417151,1472766,5659173287,10975385,18509,5663949473,10802132,26521409268,2254324860,7681183952,5500810,<not supported>,27607154,<not supported>,10392948,<not supported>,<not supported>,2168916213,848821,4386868,629086,3756189,26598049200,2182539988,7655349103,2266581,<not supported>,<not supported>,465107,1372273
2mm203_main_mlir,13.916869,55462378965,70079810603,2157677520,1688580,5668564953,11104276,18508,5667216540,10960162,26535979962,2213430264,7672257679,3701505,<not supported>,12906375,<not supported>,10421867,<not supported>,<not supported>,2170257839,841296,3981750,141873,3096006,26618300923,2192195272,7672295734,2208576,<not supported>,<not supported>,456091,1311342
2mm204_main_mlir,14.031255,56219275181,70300114876,2174413706,1704144,5642643004,10895992,18508,5661647531,10952776,26504594967,2247820488,7663355219,5120034,<not supported>,27515602,<not supported>,18267510,<not supported>,<not supported>,2159936003,1261983,3166987,129883,1940378,26539008538,2188731909,7681683880,2312492,<not supported>,<not supported>,167203,1395408
2mm205_main_mlir,13.994310,55632153150,69984495987,2162906867,1876830,5641220030,10940467,18509,5671920622,10825600,26615569419,2258286475,7682008846,7257490,<not supported>,27670582,<not supported>,10144426,<not supported>,<not supported>,2168303166,880990,2301234,136199,208816,26552444568,2185446603,7696862525,2356519,<not supported>,<not supported>,492374,1325159
2mm206_main_mlir,13.969516,56223916152,70391182669,2171211389,1999778,5645727763,10729807,18507,5645660711,10699389,26449336207,2258534744,7663762842,7279952,<not supported>,26927642,<not supported>,13065601,<not supported>,<not supported>,2160831165,1327798,2695335,143860,483600,26609914484,2188784320,7691577575,2260897,<not supported>,<not supported>,10660,2293247
2mm207_main_mlir,13.901243,55412186656,70135642131,2163528808,1728118,5666753812,10960029,18508,5668489670,10853310,26511674648,2250915026,7665326670,5513635,<not supported>,26804835,<not supported>,7960293,<not supported>,<not supported>,2171505577,1113587,2597169,145014,951456,26527917607,2182549756,7695475402,2315062,<not supported>,<not supported>,8740,1242090
2mm208_main_mlir,14.032160,55873992554,70343182680,2179604106,1619731,5656704998,10777897,18509,5676042736,10806533,26456660540,2233372265,7682419606,4149898,<not supported>,23857982,<not supported>,8710627,<not supported>,<not supported>,2160570296,751530,4300725,227486,3239974,26575430145,2192128009,7652158297,2171210,<not supported>,<not supported>,13901,1187848
2mm209_main_mlir,14.101887,56071717284,70306122202,2165364256,1629775,5649700196,10816296,18508,5658402098,10674394,26545031273,2258747418,7668719256,5429472,<not supported>,27519736,<not supported>,8173611,<not supported>,<not supported>,2172248586,1036698,4592392,622510,3859631,26651485400,2189587033,7709643477,2333030,<not supported>,<not supported>,48794,1264601
2mm210_main_mlir,14.055258,55659310996,69996509866,2168165232,1868935,5608922590,10298859,18509,5633871386,10334129,26563982318,2236988761,7702867811,5685013,<not supported>,24333900,<not supported>,8685440,<not supported>,<not supported>,2154297837,1255509,4183202,327931,3602715,26606005101,2181212576,7672873806,2188590,<not supported>,<not supported>,29643,1483796
2mm211_main_mlir,14.067101,55925378050,70186855047,2162491945,2593388,5628649755,10445534,18508,5620301113,10365081,26589131223,2251526601,7681664383,5071183,<not supported>,27382106,<not supported>,8856261,<not supported>,<not supported>,2150027124,1658063,2596606,133815,132670,26538299393,2183308447,7670999539,2295742,<not supported>,<not supported>,88561,1340611
2mm212_main_mlir,13.976331,55861721226,70196644525,2162366450,1976154,5641822967,10520920,18507,5648850984,10546401,26551528545,2248423315,7681930344,4776799,<not supported>,23407072,<not supported>,10936544,<not supported>,<not supported>,2144193879,1525365,2599058,133347,159291,26574955777,2189159042,7668733455,2290437,<not supported>,<not supported>,19925,1207122
2mm213_main_mlir,13.958578,55954779276,70343111723,2179553974,1239502,5625267104,10711482,18509,5632397758,10697387,26556833862,2241032315,7699779189,3009958,<not supported>,26446099,<not supported>,11779632,<not supported>,<not supported>,2151918074,760457,5070799,714366,4053930,26615185642,2189827456,7676578010,2211569,<not supported>,<not supported>,227001,2268164
2mm214_main_mlir,13.989279,55512555456,70018298879,2152622515,1591717,5655578014,10923165,18509,5675094891,10878718,26529997821,2240513017,7672189378,5033989,<not supported>,25160394,<not supported>,8361268,<not supported>,<not supported>,2178799505,683703,3722089,1264670,147626,26533535322,2189437398,7705176065,2267857,<not supported>,<not supported>,132090,1258654
2mm215_main_mlir,14.067768,56041693239,70319553782,2171703094,1319793,5642403915,10501026,18506,5632332961,10434569,26563727456,2263880230,7664937930,3907713,<not supported>,23828733,<not supported>,8409819,<not supported>,<not supported>,2159837320,988757,5277073,1417893,3046933,26629081030,2166246136,7685287579,2355817,<not supported>,<not supported>,239587,1304603
2mm216_main_mlir,14.085691,56122354348,70301126890,2171721365,1604807,5656922124,11980730,18509,5667229465,11955661,26465706186,2248118715,7659178211,5080257,<not supported>,27647138,<not supported>,8034230,<not supported>,<not supported>,2172167271,788109,4953804,842290,3859225,26594860698,2175976330,7685657765,2356362,<not supported>,<not supported>,8231,3343028
2mm217_main_mlir,13.997434,55768659052,70224788789,2156921526,1786581,5664978284,10866513,18508,5663361322,10695013,26490701436,2247601775,7651728154,3586039,<not supported>,27308491,<not supported>,8105880,<not supported>,<not supported>,2164104700,781749,4253038,430002,3770552,26530378026,2175552154,7712044964,2363419,<not supported>,<not supported>,138536,3510444
2mm218_main_mlir,13.922813,55670275108,70164574377,2161914440,1709666,5640156951,10877763,18508,5658373925,10911522,26544112495,2240397940,7672936694,3667683,<not supported>,25386531,<not supported>,10656673,<not supported>,<not supported>,2156313912,659732,3920854,223373,3327041,26585716549,2188838132,7676782981,2246646,<not supported>,<not supported>,259538,1472872
2mm219_main_mlir,14.035181,56070658988,70361225994,2173123007,2103394,5682882180,11017786,18508,5677883534,10830789,26507373787,2249511272,7698614767,4889880,<not supported>,27053662,<not supported>,10368844,<not supported>,<not supported>,2168368716,1069577,2668288,154337,610024,26461883336,2183126018,7651192465,2227056,<not supported>,<not supported>,17133,1204418
2mm220_main_mlir,13.979246,55994332138,70463419538,2176810523,1726777,5650913698,10824432,18507,5642382492,10767842,26563347410,2260439484,7616027501,7646879,<not supported>,26909366,<not supported>,9635002,<not supported>,<not supported>,2161455891,659488,4394529,245407,3459774,26549859168,2176783747,7742093362,2323568,<not supported>,<not supported>,140174,1252835
2mm221_main_mlir,13.882907,55607953102,70303923156,2171383845,1660816,5669063604,10765197,18508,5666963099,10738886,26516886870,2209710104,7675527741,3950530,<not supported>,14769946,<not supported>,8144044,<not supported>,<not supported>,2173813685,916116,5463542,1438348,3208869,26577408684,2170262753,7672964213,2314555,<not supported>,<not supported>,85335,1226146
2mm222_main_mlir,14.032946,55769537935,70248667284,2169978540,1829721,5636496909,10677947,18509,5679658839,10916772,26476903525,2234367751,7671332664,4101488,<not supported>,27859229,<not supported>,8537148,<not supported>,<not supported>,2148440984,1093026,4718662,676204,3924788,26673955499,2188319487,7658271577,2239780,<not supported>,<not supported>,149826,1202717
2mm223_main_mlir,14.029728,55779989900,70263827292,2175633975,1663409,5640352915,10858155,18508,5664959540,10918277,26422836391,2191197431,7677123321,5416619,<not supported>,12241546,<not supported>,8912405,<not supported>,<not supported>,2159456054,1339435,4567169,419105,3708134,26651167766,2196506386,7694264082,2243624,<not supported>,<not supported>,258624,1187746
2mm224_main_mlir,14.024566,55919562560,70333771709,2176097495,1781033,5667761704,10928932,18509,5669601218,10948319,26447243452,2231661605,7665070981,3687810,<not supported>,27026719,<not supported>,8705524,<not supported>,<not supported>,2157756124,924986,3701581,115987,2699243,26617076632,2195562661,7667765927,2186464,<not supported>,<not supported>,140100,1343530
2mm225_main_mlir,14.016948,55738416034,70100069924,2156118974,1918644,5656569055,10783099,18509,5673579904,10830151,26539116060,2221272516,7699540444,3185585,<not supported>,20543624,<not supported>,8650773,<not supported>,<not supported>,2150784980,1142937,4629351,456402,3802216,26594592480,2194447454,7683221403,2218816,<not supported>,<not supported>,402778,1281439
2mm226_main_mlir,13.977077,55862297910,70243934201,2165296195,1765682,5632596808,10650328,18510,5639415053,10647338,26512905962,2252564690,7674168594,5225629,<not supported>,27348606,<not supported>,10423784,<not supported>,<not supported>,2151870886,902047,5056659,635666,3814497,26655395221,2186796844,7688768962,2297405,<not supported>,<not supported>,134214,1411721
2mm227_main_mlir,13.980085,55827296441,70323854091,2174933263,1474276,5645442056,10634007,18508,5665471004,10574621,26600209320,2253628258,7661970537,5847138,<not supported>,26796265,<not supported>,10905638,<not supported>,<not supported>,2163081602,1021888,5264333,993452,3987759,26623847149,2182287013,7685256278,2303068,<not supported>,<not supported>,12855,1207688
2mm228_main_mlir,14.143694,56148685473,70377395062,2179376293,2008331,5632292847,10606364,18508,5646080113,10929181,26423973572,2239224032,7689082170,4865201,<not supported>,27658733,<not supported>,8679113,<not supported>,<not supported>,2159956011,1431245,2258029,145399,740347,26581847643,2195707994,7678134275,2214562,<not supported>,<not supported>,16068,1247348
2mm229_main_mlir,13.998165,55656129685,70207337263,2164337391,1624024,5665921936,10724165,18509,5657292695,10539442,26574600114,2212955767,7672474912,3573328,<not supported>,14059554,<not supported>,8095199,<not supported>,<not supported>,2173328031,771654,3536762,114436,2910449,26497700050,2178241146,7679685332,2327439,<not supported>,<not supported>,24971,1279857
2mm230_main_mlir,14.038443,56004375117,70305140431,2175154082,1716114,5635266068,10490095,18508,5655283412,10624241,26561677140,2245108564,7674070584,3297229,<not supported>,26323818,<not supported>,10288433,<not supported>,<not supported>,2162076963,1049660,5071790,1088403,3833743,26649929006,2177210031,7677471977,2284841,<not supported>,<not supported>,25988,1204365
2mm231_main_mlir,14.071487,55804700487,70288656113,2176657065,2063329,5641222825,10503335,18508,5643726315,10469605,26544575126,2214626401,7683386990,4627649,<not supported>,16049319,<not supported>,8872180,<not supported>,<not supported>,2152448438,844701,2459210,138575,135047,26472952893,2174090625,7668777738,2278670,<not supported>,<not supported>,19040,1464931
2mm232_main_mlir,14.026874,55819592163,70217231991,2174125010,1748759,5643305702,10737423,18508,5661793407,10853384,26455139538,2246655473,7695419184,6969135,<not supported>,27185729,<not supported>,8454402,<not supported>,<not supported>,2164801174,1181755,5268320,947505,4011385,26656209514,2186993566,7672989611,2239939,<not supported>,<not supported>,10574,1201809
2mm233_main_mlir,14.072093,55951300296,70292106285,2175490078,2307697,5623255444,10532979,18508,5636592439,10551467,26576550091,2250017522,7650665992,5029171,<not supported>,25335873,<not supported>,8595882,<not supported>,<not supported>,2151942257,1230394,3267950,135421,1960925,26470166127,2182775959,7709651583,2383235,<not supported>,<not supported>,11523,1215947
2mm234_main_mlir,13.953182,56131287041,70394165368,2175860382,1742059,5629376882,10719815,18509,5633706662,10620288,26614740346,2248913599,7679739954,7194078,<not supported>,26732857,<not supported>,12907352,<not supported>,<not supported>,2153763343,822117,5157640,733294,3667899,26611229890,2180802091,7678479161,2339204,<not supported>,<not supported>,318399,1382546
2mm235_main_mlir,14.094256,56052384842,70345900743,2169202090,2428508,5671639840,10812050,18508,5651269347,10625323,26530548710,2252082429,7674259596,5218444,<not supported>,27011641,<not supported>,8194754,<not supported>,<not supported>,2173720330,1108402,2326031,136510,223175,26459960851,2177011232,7675906636,2309733,<not supported>,<not supported>,150469,1269738
2mm236_main_mlir,14.065668,56006737986,70326778448,2172473467,1517148,5620548588,10341926,18509,5629778552,10350554,26598959441,2266935339,7687035665,4648696,<not supported>,25791158,<not supported>,8813283,<not supported>,<not supported>,2146973802,1130220,4243198,328798,3481823,26500424240,2176162513,7679263950,2356477,<not supported>,<not supported>,9562,1254646
2mm237_main_mlir,13.951896,55866506505,70386842824,2183491327,2009274,5624117974,10310534,18507,5647278686,10572834,26513594243,2244776264,7694867880,7120747,<not supported>,27415406,<not supported>,12654219,<not supported>,<not supported>,2161074341,1118573,2339336,138952,345386,26350447835,2173939296,7643368417,2208511,<not supported>,<not supported>,19739,1149800
2mm238_main_mlir,13.953985,55958790618,70236880572,2162527310,1945811,5595433162,10418480,18510,5599197407,10565610,26480920151,2243361579,7687762063,6621542,<not supported>,26595459,<not supported>,12631934,<not supported>,<not supported>,2146293061,781740,2361180,140195,1276066,26535079544,2185542236,7712620959,2293654,<not supported>,<not supported>,14143,1209092
2mm239_main_mlir,14.111131,55952249189,70112546806,2157244060,2378863,5655386315,10941782,18510,5674033442,10875741,26457467160,2241014354,7680726369,7673778,<not supported>,27674733,<not supported>,8305456,<not supported>,<not supported>,2169768683,1487087,2553460,135797,121218,26655442336,2196944477,7699289035,2334420,<not supported>,<not supported>,674649,1250030
2mm240_main_mlir,14.050639,55998907890,70161698795,2162319337,1743404,5632864379,10690267,18510,5620277506,10550265,26575064616,2247331115,7690884119,5415804,<not supported>,25556632,<not supported>,12964156,<not supported>,<not supported>,2158591852,1060849,5362278,1235738,3979485,26636018517,2177241941,7678263742,2319594,<not supported>,<not supported>,445443,1393874
2mm241_main_mlir,13.975642,55591629408,70186232439,2167418910,2033029,5635693315,10288926,18508,5622380892,10208737,26563977660,2257447363,7659982804,5497342,<not supported>,26539615,<not supported>,8511286,<not supported>,<not supported>,2159860812,888321,2377204,139701,506737,26523486147,2176410032,7672622964,2362999,<not supported>,<not supported>,346181,1241354
