Program,Runtime(s)_mean,Runtime(s)_std,Runtime(s)_max,Runtime(s)_min,Runtime(s)_median,cpu-cycles_mean,cpu-cycles_std,cpu-cycles_max,cpu-cycles_min,cpu-cycles_median,instructions_mean,instructions_std,instructions_max,instructions_min,instructions_median,cache-references_mean,cache-references_std,cache-references_max,cache-references_min,cache-references_median,cache-misses_mean,cache-misses_std,cache-misses_max,cache-misses_min,cache-misses_median,branch-instructions_mean,branch-instructions_std,branch-instructions_max,branch-instructions_min,branch-instructions_median,branch-misses_mean,branch-misses_std,branch-misses_max,branch-misses_min,branch-misses_median,page-faults_mean,page-faults_std,page-faults_max,page-faults_min,page-faults_median,branch-loads_mean,branch-loads_std,branch-loads_max,branch-loads_min,branch-loads_median
2mm_main_O3,15.306383,1.8450568971472823,17.428451,13.555401,14.0111565,48871938652.9,77187862.13242842,49035190956,48767470843,48865426681.0,14212610261.0,45715093.54961378,14266842065,14064629354,14218086444.5,2170631687.766667,2682520.3292152653,2176763088,2164542531,2170555570.5,1590431.1666666667,310592.35015337844,2482993,626852,1659536.5,1105854957.3333333,3105852.279051929,1116798189,1101620782,1105217634.5,2224428.6,13167.66664219589,2240697,2199205,2229644.5,18506.533333333333,1.4558640835889176,18509,18503,18507.0,1116383695.3,5132951.33589626,1129454973,1108340903,1114642667.0
3mm_main_O3,23.817241666666668,2.598166014136329,26.224664,20.375675,26.088155999999998,73190977702.13333,89726166.72464544,73350602539,72990793824,73202567317.0,19635371834.333332,56418954.85957087,19769544344,19505366304,19635649096.0,3250762062.2,4945539.803661754,3259952443,3236042343,3251114794.0,2251737.8,479890.4946077336,3225747,1271810,2035433.5,1651887717.6,5139316.636472726,1662187768,1645425508,1650382162.5,3321133.3,16237.397205535826,3359864,3297747,3319202.5,22604.066666666666,1.0806553992625314,22606,22602,22604.0,1659183004.3,5347666.702260216,1674001714,1650532276,1658247672.5
adi_main_O3,1.2925232000000002,0.13660305422833832,1.401546,1.081506,1.3784830000000001,4109419244.4333334,33743641.10581724,4199123106,4057638948,4102232130.5,2195615355.7,19851716.98389899,2234130687,2167477977,2190635204.5,11707957.4,671898.9079456769,13257424,10692856,11819092.0,2496072.8333333335,179165.709991517,2963798,2238525,2489567.0,168304374.83333334,1779794.9177718773,171968433,164739927,168425472.0,227777.3,7988.448069685938,243384,219232,225105.5,14407.266666666666,1.2015315896468644,14409,14405,14407.0,172659449.23333332,4862598.972059969,182337198,166034718,170720991.5
atax_main_O3,0.028582800000000002,0.002047857103716316,0.030975,0.025599,0.030208,918059416.8666667,32222819.021494064,988900942,879850226,902145031.0,781271439.5,85516245.74599154,867900192,552907328,816981246.0,4430805.266666667,867310.6754704627,5833207,2686513,4747911.5,2983777.1666666665,312931.7847176242,3871658,2396365,3033091.5,76550217.9,7884008.772436013,84363238,59084360,79330963.5,45753.433333333334,10951.745581801368,69301,26343,46560.5,39535.03333333333,1.5421286974642379,39537,39532,39536.0,80094295.23333333,9259928.218900668,89351264,63829960,84279276.5
bicg_main_O3,0.04981713333333333,0.004712863919787709,0.053639,0.041538,0.0525645,989744475.6333333,35867150.03566903,1048759036,945599107,979362565.0,776026569.6,23623404.623266887,839141788,730059627,770957085.5,2550664.3666666667,228005.88755079638,3368409,2304876,2487727.5,2233558.433333333,173730.3538774728,2780066,2004708,2203319.0,80467229.83333333,3828499.057340139,88386306,74613098,80471434.0,42504.833333333336,14929.66340956783,77228,28978,35078.0,39543.433333333334,1.5905612397742102,39545,39540,39544.0,84233072.36666666,6790637.786060136,96242490,69634007,81403237.0
cholesky_main_O3,0.18971606666666666,0.013120569736192826,0.199989,0.152673,0.19568649999999999,695008876.3333334,21972317.02882249,748825952,669116498,688358852.5,966535315.3666667,30392948.958903193,1054845462,934767813,957713420.0,2859012.933333333,122833.73794993795,3093972,2588109,2881218.0,605052.9333333333,161605.4203153649,892966,203881,625783.0,99929286.83333333,1974835.8188656322,105674578,97560953,99189112.5,340087.63333333336,12723.570696731022,362674,304196,343283.0,10312.566666666668,1.2780193008458685,10314,10310,10313.0,97078513.63333334,3206194.6520427,103023818,85771076,98156847.0
correlation_main_O3,6.1444266,0.7106795621327132,6.858922,5.270231,6.7658705,19118896594.833332,68575733.33123316,19325405710,19044358749,19096238748.0,3083741226.9,13078961.182158222,3115797302,3060287830,3081643436.5,127066920.53333333,7958530.049178093,148564901,116677197,124838601.0,531250.8666666667,123025.59976035637,722244,207346,559821.0,268790347.73333335,1815843.1560242847,272381727,264537331,268521772.5,558838.4333333333,7329.169589708826,570181,545970,561363.0,12173.233333333334,1.3565507307349762,12175,12170,12173.0,273842754.76666665,2259601.1639027284,279460029,269828708,273460075.5
covariance_main_O3,6.129494333333333,0.7276682594846853,6.811567,5.263092,6.7261500000000005,19113881075.333332,123340952.55150078,19684767615,19012161009,19092173856.0,3074494235.4,10347900.710660288,3097880403,3058648129,3072855292.0,128355851.46666667,15309055.872726304,193914045,116029154,123831999.0,443441.06666666665,88195.96946374916,677913,108757,440709.5,268170434.73333332,1879241.0169141924,273443934,265529194,267826790.0,558199.8,6531.106957978237,574644,546684,559745.0,12171.766666666666,1.3817363722140175,12174,12168,12172.0,273824674.2,2076447.6807268013,278745254,271343208,273248334.0
doitgen_main_O3,0.4330523333333333,0.036105348471242936,0.465027,0.352827,0.451264,1460620125.5666666,33789544.96488277,1523110184,1396340696,1463491355.0,1871808660.1,34902520.35660121,1948107185,1790621475,1873136282.5,6467754.466666667,11337956.852319213,41596962,894744,1273629.0,650965.4333333333,129587.41301043391,947476,390572,638188.5,156220838.76666668,2642178.4321406675,163621326,150910508,156205734.0,2072271.8,40647.887282248164,2119920,1949555,2091635.0,16488.1,1.3733924772457184,16490,16485,16488.5,159689221.3,2525326.607215586,163223198,152695783,160674739.5
durbin_main_O3,0.4248326666666667,0.04799564925205656,0.465611,0.357649,0.4575875,2855460495.9333334,43707838.982646614,2915930718,2777931247,2868186429.0,905560492.9666667,118745708.17126676,1165885585,788655136,833495394.5,43158759.63333333,2814660.970240307,45962906,38576429,44894575.0,6792770.2,682213.1704457799,7929192,6215864,6358407.5,101693054.7,29704899.27683257,148638414,76376791,80521288.5,120578.7,43800.523389370115,212002,79629,94975.5,70794.3,1.5569643319731794,70796,70791,70794.5,110046890.26666667,29605460.131545827,156333802,80151774,99888982.0
