Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_O3,6.779164,19325405710,3087504757,148564901,580418,268398561,552067,12173,272475668,558425,1029767400,1121694026,549144076,3359625,<not supported>,6071757,<not supported>,598006,<not supported>,<not supported>,144948048,374632,673039,54449,2317,1019905882,756721742,532648697,560410,<not supported>,<not supported>,0,13949
covariance_main_O3,6.788457,19113592396,3080232116,118771443,432356,267533689,555535,12173,278173692,570072,1036461394,1125491535,538254944,2963084,<not supported>,4568574,<not supported>,637799,<not supported>,<not supported>,115621588,232333,689666,64993,765,1031215381,754361480,515424946,580283,<not supported>,<not supported>,590,9599
2mm_main_O3,13.568927,48894143997,14200283338,2169398457,1628905,1103565793,2214579,18506,1112553849,2234718,4371179359,2181112975,2191909472,4594232,<not supported>,2050049,<not supported>,1801542,<not supported>,<not supported>,2163392664,652573,4820134,1465135,3628,4359673943,2154963118,2218395982,225486,<not supported>,<not supported>,313,11935
3mm_main_O3,26.147377,73135247616,19645009781,3251037090,1992273,1662132489,3335019,22603,1674001714,3334860,6527733047,3273055259,3273154998,6422648,<not supported>,3067060,<not supported>,3125536,<not supported>,<not supported>,3243946266,446089,5400905,2477611,2639,6478162887,3226491637,3291306815,438510,<not supported>,<not supported>,5079,46249
atax_main_O3,0.025868,891162042,826469812,4784593,3041554,79330702,47916,39536,87249771,76805,250956531,3267907,81887015,2932947,<not supported>,82396,<not supported>,149442,<not supported>,<not supported>,103988,78119,4283518,2697141,1015064,348902850,403401,121353017,416700,<not supported>,<not supported>,137,29236
bicg_main_O3,0.052562,1031749507,800763060,2481627,2217013,83037376,65112,39541,93355923,75964,268493048,3455518,93839247,4836197,<not supported>,121108,<not supported>,160762,<not supported>,<not supported>,125787,199001,1749653,1700130,3028703,399724314,422519,141301390,402075,<not supported>,<not supported>,13,31018
cholesky_main_O3,0.195552,684274019,943796300,2857181,674689,98615979,345074,10313,98366245,316048,369537990,22595185,44594246,269222,<not supported>,22535103,<not supported>,30161,<not supported>,<not supported>,4318420,404891,1830,337,222153,455861055,937693,798693,1219,<not supported>,<not supported>,0,74
doitgen_main_O3,0.352896,1480539988,1893924915,995049,575364,155548588,2068252,16490,159014034,2047970,625231613,274269306,297357991,3412167,<not supported>,1951516,<not supported>,174315,<not supported>,<not supported>,424472,141206,300815,187769,1536497,630416012,75310,325543722,42485,<not supported>,<not supported>,131,5360
gemm_main_O3,8.690751,24495051550,7642439418,1087997184,739724,559108358,1110691,14407,567546212,1114744,2210923169,1083215485,1104895925,3265423,<not supported>,1017735,<not supported>,674305,<not supported>,<not supported>,1080360872,302914,3330293,1135285,3063407,2363298065,1077070796,1123119651,449471,<not supported>,<not supported>,985,7988
gemver_main_O3,0.218257,1579819159,855877230,27793950,6038689,71239270,39910,39573,68613518,33613,212711161,45431196,96873042,2639712,<not supported>,17504725,<not supported>,150595,<not supported>,<not supported>,23545203,5493259,3798854,2379428,407889,398073150,15906716,144406973,439735,<not supported>,<not supported>,86,31233
gesummv_main_O3,0.044827,1683512820,958916313,7710179,5980078,125238325,169762,70788,122903776,78300,535843402,15541807,165903794,4834138,<not supported>,10485821,<not supported>,206250,<not supported>,<not supported>,3379163,1890151,4448229,2815906,5290447,479744207,876257,166274106,712884,<not supported>,<not supported>,216,79805
mvt_main_O3,0.251241,1508476668,753002333,24945215,4756674,64821713,30375,39544,72302765,30270,233297793,40246255,93879454,3078122,<not supported>,2142306,<not supported>,173613,<not supported>,<not supported>,23155855,2241179,3774030,2406450,3542931,408766033,13139506,204978992,583148,<not supported>,<not supported>,136,31520
syr2k_main_O3,1.870624,6920343266,14260358396,13696079,1578650,1077941011,1063052,14409,1084886856,1068304,4411098942,328280590,2163789835,2925241,<not supported>,286845018,<not supported>,278069,<not supported>,<not supported>,13441147,1467721,8450,12753,5671459,4450857523,4412791,2237253781,3236,<not supported>,<not supported>,115,2928
syrk_main_O3,1.168827,3485061035,7346258021,2980750,511022,552088094,1059589,12357,555783828,1056096,2263256979,133957339,1083962388,2565089,<not supported>,126638254,<not supported>,151033,<not supported>,<not supported>,2536691,141547,4072,12848,1690256,2239765839,2252425,1141863994,1458,<not supported>,<not supported>,114,947
trisolv_main_O3,0.011139,839514690,643853490,4080731,2632334,76699261,63854,39527,65060225,26136,221485981,3076299,77178061,2775321,<not supported>,83496,<not supported>,139267,<not supported>,<not supported>,92481,65773,4066747,2537357,1359041,355681161,346129,116602615,391279,<not supported>,<not supported>,90,27319
trmm_main_O3,0.468514,1866279252,3756924730,5379285,491257,276959498,957115,12359,278811713,911123,1140457388,69990400,556441412,2485154,<not supported>,64177740,<not supported>,127706,<not supported>,<not supported>,4049465,205807,3954,12350,547818,1152190727,2528049,595217268,1087,<not supported>,<not supported>,0,291
durbin_main_O3,0.456449,2842938496,953279750,44729432,6413562,87460949,118267,70795,128737711,247202,434794229,68066220,135425394,21192850,<not supported>,1165253,<not supported>,237850,<not supported>,<not supported>,29246008,115214,15099589,7914971,27240,335229346,20774294,165404041,9501430,<not supported>,<not supported>,12,58855
dynprog_main_O3,0.195807,678947034,1550366612,3376707,791587,156602178,616087,8366,145651464,532933,457870188,19674817,215413600,18622411,<not supported>,16253537,<not supported>,51124,<not supported>,<not supported>,3290735,29407,174210,414,165,621773484,525,294948707,138,<not supported>,<not supported>,43108,64
gramschmidt_main_O3,2.458581,7068520761,829509110,271595395,546288,81199195,286763,9799,87514477,287795,287510799,268880328,179389771,66605436,<not supported>,3720933,<not supported>,189631,<not supported>,<not supported>,266541405,390239,392050,47364,1858,275500855,268225821,138056868,6792828,<not supported>,<not supported>,199,4279
