Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_O3_mllvm_polly,0.998434,3509759714,3931097830,7192773,382248,311521367,565714,12173,316439811,565407,1565485903,14355840,1031660097,6731594,<not supported>,3679579,<not supported>,153873,<not supported>,<not supported>,6599832,339626,126013,18644,5051,1531112365,964100,1039573223,117715,<not supported>,<not supported>,0,679
covariance_main_O3_mllvm_polly,0.936223,3473071528,3891809747,7093525,378883,309020945,559951,12170,313966902,557237,1550125895,14351461,1022108888,6523748,<not supported>,3625875,<not supported>,164797,<not supported>,<not supported>,6600503,440123,873628,637203,3156,1602263064,817688,1065788329,22823,<not supported>,<not supported>,0,881
2mm_main_O3_mllvm_polly,17.410971,48882341012,14244667400,2169659231,1686090,1102106494,2207156,18507,1111348786,2222415,4386037207,2174547854,2188908429,4704586,<not supported>,2060198,<not supported>,1701073,<not supported>,<not supported>,2165606303,444098,4822360,2093115,1691,4335251984,2152158320,2213364004,241058,<not supported>,<not supported>,1503,26602
3mm_main_O3_mllvm_polly,26.161905,73379662159,19711554578,3255265722,1984219,1646642166,3306590,22605,1654588238,3310964,6521941947,3270815083,3271565981,6502246,<not supported>,3056056,<not supported>,2946738,<not supported>,<not supported>,3247669319,989206,6191494,2379181,2386,6497680743,3237709352,3310301358,865583,<not supported>,<not supported>,1478,36855
atax_main_O3_mllvm_polly,0.075123,1065156286,711751727,8162120,5626071,68408239,849530,39534,72845864,973444,251166286,9525213,67867144,2512900,<not supported>,1855911,<not supported>,143377,<not supported>,<not supported>,4487070,2120254,4373460,4831520,1233425,423842037,441590,140264470,467956,<not supported>,<not supported>,287,31071
bicg_main_O3_mllvm_polly,0.110905,1115799814,762991169,8259004,6166835,91868044,83041,39545,79797293,54707,269806200,6834802,76487723,2703368,<not supported>,3183051,<not supported>,144700,<not supported>,<not supported>,5707830,4154170,4033684,2360502,167339,344712960,1759713,114219365,402933,<not supported>,<not supported>,166,27222
cholesky_main_O3_mllvm_polly,0.201036,722191567,1200033140,6771683,558156,101659527,345668,10311,99684944,300692,374312878,18312691,177855623,668444,<not supported>,20596916,<not supported>,32512,<not supported>,<not supported>,4249829,457411,240481,129,161941,461203625,728285,235645161,206879,<not supported>,<not supported>,57,673
doitgen_main_O3_mllvm_polly,0.261096,934368340,2037328012,1773404,431293,187417194,8916296,16489,187990867,8945669,660189189,36940265,65837464,4556715,<not supported>,3271287,<not supported>,93496,<not supported>,<not supported>,1297088,185168,59748,5942,2433778,610472441,1656233,56738224,561596,<not supported>,<not supported>,42032,150
gemm_main_O3_mllvm_polly,0.328779,1145937564,2706920960,6612451,968861,83674645,237827,15224,94649559,248636,536365634,40444978,32146235,2556834,<not supported>,36219714,<not supported>,96586,<not supported>,<not supported>,2367378,175483,2126050,1125461,3315311,624268448,386190,62453235,305897,<not supported>,<not supported>,307,7186
gemver_main_O3_mllvm_polly,0.185957,1273815863,742638483,10438069,8556793,78341660,75920,39572,80428367,73814,279789436,9749932,83443095,5575293,<not supported>,5443126,<not supported>,152540,<not supported>,<not supported>,8642397,6115929,3732918,2189727,2232341,492912826,1632467,126355611,444455,<not supported>,<not supported>,14,30917
gesummv_main_O3_mllvm_polly,0.106025,1807656143,853785711,9643081,9112231,103072274,113697,70787,127590158,123273,536617829,13166418,134569676,5945748,<not supported>,5246784,<not supported>,217147,<not supported>,<not supported>,5454599,3621626,4741900,3022825,2911847,427622279,861892,118389051,786701,<not supported>,<not supported>,41,129349
mvt_main_O3_mllvm_polly,0.112920,1115908163,688903905,8195662,6028831,91641636,83121,39544,79415185,53645,267461223,6781989,77186854,2804501,<not supported>,3077932,<not supported>,151943,<not supported>,<not supported>,5652541,4161373,4067781,2393598,1411629,417713905,1442660,116439939,408322,<not supported>,<not supported>,89,27285
syr2k_main_O3_mllvm_polly,2.449426,7150748654,12486487327,224878124,1002907,1121365951,1662484,14408,1126090897,1665842,4480142719,425094966,65595255,5913097,<not supported>,337914520,<not supported>,270624,<not supported>,<not supported>,219660925,571103,2202611,1213657,2919615,4493868509,2017541,83630892,149243,<not supported>,<not supported>,298,2900
syrk_main_O3_mllvm_polly,1.057859,3245115659,6622444405,18589282,521983,639798271,1069524,12357,646742520,1087468,2264485214,204241816,71155739,6793719,<not supported>,159008126,<not supported>,178105,<not supported>,<not supported>,17970737,152068,5522,13442,1290411,2311787043,665379,36510926,1246,<not supported>,<not supported>,341,1573
trisolv_main_O3_mllvm_polly,0.113208,1204121362,531810790,12734261,3819679,67292617,36405,39526,66041432,40541,252505081,12323864,177779005,4239355,<not supported>,1205020,<not supported>,113390,<not supported>,<not supported>,12530814,1298667,2306246,2254722,626,227756649,10268269,79005365,464348,<not supported>,<not supported>,170,36494
trmm_main_O3_mllvm_polly,3.671790,10422971333,5590000848,70819216,648410,558370011,1531796,12356,561828592,1494339,1619786986,620749526,573498970,54694466,<not supported>,100827352,<not supported>,309327,<not supported>,<not supported>,66654145,264413,18102,13335,814970,1653231543,384009700,568976090,242379,<not supported>,<not supported>,1647,7645
durbin_main_O3_mllvm_polly,0.362185,2797543748,989146675,39537840,7670902,147515542,183899,70792,150575570,102641,453041723,75407012,136646268,22793842,<not supported>,1252803,<not supported>,231922,<not supported>,<not supported>,31142293,106916,14188276,5039712,7450,344471249,22456761,134894880,10530032,<not supported>,<not supported>,304,84783
dynprog_main_O3_mllvm_polly,0.158336,657451120,1446128049,5215226,1166196,150412437,1493105,8366,151580618,1490287,572243123,25763937,234641248,23894002,<not supported>,17125707,<not supported>,70591,<not supported>,<not supported>,5365337,8514,219242,421,140,595326156,733,282751220,124,<not supported>,<not supported>,116952,83
gramschmidt_main_O3_mllvm_polly,0.694290,2088144739,944634711,30440367,457536,89827305,270257,9801,95448028,280286,300052736,337353388,113029704,64949694,<not supported>,4002905,<not supported>,77118,<not supported>,<not supported>,28669730,316431,2419402,25556,16233,296320931,9725869,76374150,532863,<not supported>,<not supported>,65,1702
lu_main_O3_mllvm_polly,0.315683,1275561185,2928131548,29197489,207306,249925313,395389,10311,245305839,367349,1118002147,91410385,361716857,49964244,<not supported>,60768273,<not supported>,34734,<not supported>,<not supported>,28909608,753293,24858,973,74,1325520270,1035623,434050738,128173,<not supported>,<not supported>,194,898
ludcmp_main_O3_mllvm_polly,1.952625,5622256211,1906928036,32262659,496905,197083040,880281,10322,200189210,864246,692293421,338843223,41581067,1852393,<not supported>,38855700,<not supported>,154618,<not supported>,<not supported>,27640633,373008,12925,1489,194744,767693934,213392952,1820386,35929,<not supported>,<not supported>,254,2096
floyd-warshall_main_O3_mllvm_polly,11.344937,40840575456,12133364920,1251911835,498834,1077211505,2434042,10310,1096470203,2132446,3333202356,2526918586,1107703976,930464712,<not supported>,124069385,<not supported>,1341245,<not supported>,<not supported>,1206166311,548379,256413,11119,1971,3350731027,1320221435,1030200971,126250518,<not supported>,<not supported>,37,4397
reg_detect_main_O3_mllvm_polly,0.013462,157720201,63567752,1057364,1039864,10013242,8811,8266,11047398,8757,94506257,2192095,34980516,399835,<not supported>,252952,<not supported>,16443,<not supported>,<not supported>,183789,5089,15290,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not supported>,<not supported>,<not counted>,<not counted>
adi_main_O3_mllvm_polly,3.922314,11226319806,3290595629,290230286,17329463,237614259,2219471,14408,238391972,2190530,928762508,773646266,340761730,177037000,<not supported>,42830221,<not supported>,478707,<not supported>,<not supported>,260903352,16659693,14568436,1107649,6174225,1150541867,160060385,376688869,709370,<not supported>,<not supported>,63,1137
fdtd-2d_main_O3_mllvm_polly,0.457142,1688157676,980728280,45469864,9158112,76126190,189601,14124,75965198,180672,340849151,49061674,93659709,19593094,<not supported>,37479503,<not supported>,103608,<not supported>,<not supported>,44632241,7668761,2272550,2022328,164575,413408147,925017,133937265,134511,<not supported>,<not supported>,268,1397
fdtd-apml_main_O3_mllvm_polly,0.787290,4957517479,3164923364,25309820,14994867,168117314,477054,174292,173667263,510135,1363916744,34282099,394360208,16105837,<not supported>,16374165,<not supported>,828621,<not supported>,<not supported>,14489349,4444040,9793196,6027870,5248335,1366487811,5362959,419244837,2017638,<not supported>,<not supported>,510,590299
jacobi-1d-imper_main_O3_mllvm_polly,0.002436,58718341,30374714,620852,681005,7203124,7426,8301,9591406,7360,70454979,1902249,30309640,290480,<not supported>,556050,<not supported>,40874,<not supported>,<not supported>,384061,80792,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not supported>,<not supported>,<not counted>,<not counted>
jacobi-2d-imper_main_O3_mllvm_polly,0.063171,414581867,365233781,17560313,713710,32525411,714895,12171,30876649,646901,122382516,13275403,45731689,7669531,<not supported>,3767568,<not supported>,113378,<not supported>,<not supported>,3396392,214511,1909713,211044,4720266,283164256,710620,25540772,106529,<not supported>,<not supported>,0,379
seidel-2d_main_O3_mllvm_polly,0.212367,906481898,470920486,361604,296156,29695260,30953,10213,34590055,33517,79120630,5063357,64682638,4683965,<not supported>,4238759,<not supported>,48785,<not supported>,<not supported>,406910,379454,29510,279,1000141,74258876,54238,24764799,503,<not supported>,<not supported>,0,93
