Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_O3_mllvm_polly,0.939686,3510535787,3930326451,7186218,378598,311370420,550390,12172,316472809,550106,1565967387,14514800,1030576227,6734109,<not supported>,3634880,<not supported>,160132,<not supported>,<not supported>,6610782,348796,130404,17339,4797,1530580883,982591,1039417832,118014,<not supported>,<not supported>,26,705
covariance_main_O3_mllvm_polly,0.927360,3475293752,3893061897,7110119,375420,309132879,546354,12172,313948007,544383,1550666508,14452659,1022338592,6553006,<not supported>,3599089,<not supported>,155461,<not supported>,<not supported>,6613647,484213,888555,670989,1205,1598403301,801821,1065802579,25438,<not supported>,<not supported>,0,733
2mm_main_O3_mllvm_polly,17.424481,48861654359,14135048014,2173305886,1548655,1104018361,2205493,18507,1112481198,2208295,4363553079,2175319839,2184615728,4533009,<not supported>,1968426,<not supported>,1672275,<not supported>,<not supported>,2162680695,441767,5077855,2420159,2696,4465064908,2147996164,2243814734,368941,<not supported>,<not supported>,918,19767
3mm_main_O3_mllvm_polly,26.087824,73121598912,19617735754,3247743505,2083709,1645057528,3308481,22603,1656609272,3323306,6528168109,3276139494,3273993528,6911809,<not supported>,3731402,<not supported>,3084171,<not supported>,<not supported>,3243812728,1306990,6436465,2487009,2606,6498737714,3235796739,3298730200,455166,<not supported>,<not supported>,4097,40594
atax_main_O3_mllvm_polly,0.074276,995922601,707695491,7006663,4886614,71195693,734037,39536,74617729,916170,253108333,9122180,69979475,2776989,<not supported>,1802966,<not supported>,155079,<not supported>,<not supported>,5840806,2978451,3712523,1819705,2643723,441066200,456968,119210971,480648,<not supported>,<not supported>,0,32362
bicg_main_O3_mllvm_polly,0.111133,1204233822,744987360,6457918,5801663,70937284,52582,39542,76255399,52603,260310810,6892541,78790774,2815657,<not supported>,2192794,<not supported>,136391,<not supported>,<not supported>,7058282,4334682,4174251,3948537,1898626,471571726,1764059,98311720,667999,<not supported>,<not supported>,272,28934
cholesky_main_O3_mllvm_polly,0.201172,697010987,1160677918,5879688,575105,98757954,330402,10312,102495729,330818,376407137,20495215,187890121,440041,<not supported>,20186548,<not supported>,32400,<not supported>,<not supported>,4659579,437283,242082,441,153975,458276139,696292,229466294,191575,<not supported>,<not supported>,56,531
doitgen_main_O3_mllvm_polly,0.261864,926594890,2046054643,1863360,586416,176150730,8228775,16489,177942418,8253584,644431056,34544988,43855717,4034394,<not supported>,3211287,<not supported>,81533,<not supported>,<not supported>,1496310,307324,81263,1603483,2109984,388505056,998424,12371943,223,<not supported>,<not supported>,51,505
gemm_main_O3_mllvm_polly,0.304414,1146097694,2846814006,2533606,685636,86156153,231628,15224,93864303,223926,503636854,40673769,39799307,2775984,<not supported>,34213604,<not supported>,116109,<not supported>,<not supported>,1991021,147286,2400035,680858,3366237,623263325,422939,49242254,257579,<not supported>,<not supported>,0,5100
gemver_main_O3_mllvm_polly,0.174790,1427372165,768885067,9529150,8497094,73671046,112766,39571,77536901,72678,268857640,9390168,79411935,4808116,<not supported>,3925776,<not supported>,150805,<not supported>,<not supported>,7808344,4721803,4779877,4528645,444405,434538913,1673545,146651002,428008,<not supported>,<not supported>,324,30160
gesummv_main_O3_mllvm_polly,0.102593,1844733652,880269785,9966275,9172052,108691822,103732,70784,133164748,111545,505482719,12001253,104244303,4554408,<not supported>,5235091,<not supported>,221717,<not supported>,<not supported>,4991556,3800481,4460789,2754541,29584,407835523,843310,120866149,810445,<not supported>,<not supported>,83,90116
mvt_main_O3_mllvm_polly,0.106489,1147833528,733646866,9568016,7138757,91402646,91585,39542,95933560,77499,268433601,6897808,76831889,2761319,<not supported>,3588077,<not supported>,125492,<not supported>,<not supported>,4292744,3861835,3996288,3764175,3831,241199058,1645061,114533327,358533,<not supported>,<not supported>,0,27137
syr2k_main_O3_mllvm_polly,1.959161,7407580276,12471728239,228107362,913327,1111904052,1143431,14406,1116888600,1147408,4429761672,421037579,79525818,7109515,<not supported>,335903060,<not supported>,254713,<not supported>,<not supported>,223242016,492999,16398,28786,855513,4488507849,1845368,51484493,5504,<not supported>,<not supported>,143,1908
syrk_main_O3_mllvm_polly,1.007676,3104134647,6718571308,13231833,478001,643551303,1111302,12359,649680006,1117731,2266965572,197720836,73084897,6528172,<not supported>,159875396,<not supported>,153656,<not supported>,<not supported>,13969743,134672,5143,14180,1481135,2334298447,790423,36671625,797,<not supported>,<not supported>,192,1123
trisolv_main_O3_mllvm_polly,0.111515,1180549708,497315553,13729169,3327770,64159829,28399,39529,67465375,27737,225535494,20922981,85344454,4926150,<not supported>,1116128,<not supported>,141799,<not supported>,<not supported>,9486107,1237742,2256283,1472146,2139419,296357944,10723026,73838373,444794,<not supported>,<not supported>,139,35337
trmm_main_O3_mllvm_polly,3.671955,10472540470,5620045434,71300409,658277,557830494,1519166,12359,561435037,1499951,1625933028,620805229,574735477,54883127,<not supported>,100564293,<not supported>,333340,<not supported>,<not supported>,66741035,267731,21162,17616,801701,1649151404,382328585,563093835,247032,<not supported>,<not supported>,819,3900
