Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_O3_mllvm_polly,0.983510,3512490379,3934729585,7171076,375975,311638132,564397,12172,315913799,568378,1565223831,14344661,1032221887,6912943,<not supported>,3355976,<not supported>,159060,<not supported>,<not supported>,6640755,324430,127646,18253,4731,1527636297,1309401,1033765227,160285,<not supported>,<not supported>,0,529
covariance_main_O3_mllvm_polly,0.931820,3473877597,3889641121,7090899,378345,308953511,560010,12170,313993716,557661,1550370994,14435487,1022355081,6555068,<not supported>,3574434,<not supported>,142508,<not supported>,<not supported>,6606065,438807,839925,669805,2934,1599969806,825658,1066433371,23583,<not supported>,<not supported>,0,733
2mm_main_O3_mllvm_polly,13.562732,48884761440,14209206625,2170297774,1637297,1104485889,2216240,18507,1113803713,2220093,4367751326,2180558062,2207638816,5467897,<not supported>,2160920,<not supported>,1870659,<not supported>,<not supported>,2161817077,1006229,4754716,1474497,4900,4360988870,2156597003,2219753504,243195,<not supported>,<not supported>,11755,20746
3mm_main_O3_mllvm_polly,20.408670,73390786392,19616119147,3255486597,2104880,1651246394,3341840,22604,1660358786,3342806,6524633629,3271633040,3274094630,6734637,<not supported>,3382668,<not supported>,3716967,<not supported>,<not supported>,3246227441,545192,6456208,2110151,15777,6537514297,3225081922,3309455381,420465,<not supported>,<not supported>,213,17119
atax_main_O3_mllvm_polly,0.067566,998311607,716859642,6605200,4563356,69290902,610777,39536,75280744,928053,255199862,9051592,70545363,2482040,<not supported>,1854956,<not supported>,142722,<not supported>,<not supported>,5927276,3530541,3685113,2356950,1331960,424682033,426380,140514957,470869,<not supported>,<not supported>,140,32961
bicg_main_O3_mllvm_polly,0.102956,1192747758,636659156,6338958,6133456,76791984,612542,39542,83456251,1017512,244015368,11879032,94783753,3420803,<not supported>,5605005,<not supported>,98064,<not supported>,<not supported>,7054205,4570543,1737376,1734712,11458,262868818,462962,67488099,460721,<not supported>,<not supported>,30,35507
cholesky_main_O3_mllvm_polly,0.200990,705964782,1168891493,6387613,546034,99738621,358244,10314,97549936,329907,372780111,22661360,195295625,813293,<not supported>,22530256,<not supported>,20303,<not supported>,<not supported>,2976069,398450,196267,471,172526,458650370,793234,230619941,199119,<not supported>,<not supported>,0,86
doitgen_main_O3_mllvm_polly,0.259954,982135593,1990533164,4225351,1208602,166679325,7351949,16487,175877285,7944232,664894431,34323637,48871136,4138471,<not supported>,3027178,<not supported>,94361,<not supported>,<not supported>,1306814,185374,72318,19923,1262998,594398149,851302,57604873,387120,<not supported>,<not supported>,381,627
gemm_main_O3_mllvm_polly,0.322942,1140972433,2891442633,5314378,1180430,88814308,220858,15224,92110357,238411,468484309,36176123,38207555,3227054,<not supported>,34862961,<not supported>,96412,<not supported>,<not supported>,2319408,185931,718508,274,2813325,575795206,4617383,39901679,102499,<not supported>,<not supported>,842,720
gemver_main_O3_mllvm_polly,0.175518,1296203261,710305423,9832486,8203811,74126202,84953,39576,80045429,72721,279447029,9790295,85866254,5532923,<not supported>,5050633,<not supported>,168542,<not supported>,<not supported>,8613164,6121627,3809429,2665914,3052018,510288239,1839052,110817667,364193,<not supported>,<not supported>,0,30240
gesummv_main_O3_mllvm_polly,0.103554,1875635207,883877909,9591947,9280152,98658998,103506,70785,120674782,96005,558002632,12171024,106526081,4606324,<not supported>,6640672,<not supported>,190829,<not supported>,<not supported>,6276592,5299732,4425547,2735105,768061,473358462,1607910,131068486,798032,<not supported>,<not supported>,0,81173
mvt_main_O3_mllvm_polly,0.109488,1187332210,724154924,8559980,6362807,91541422,91662,39544,82361365,55982,267851435,7073877,75613089,2756012,<not supported>,3350347,<not supported>,146096,<not supported>,<not supported>,5506377,4063959,3957877,3694144,4526,266121220,1575615,127295783,382537,<not supported>,<not supported>,321,27433
syr2k_main_O3_mllvm_polly,2.083629,7389793552,12512464454,241300508,1293975,1122981689,1140579,14409,1118770219,1123274,4435911705,424464668,68374248,6369385,<not supported>,337046419,<not supported>,283576,<not supported>,<not supported>,234497882,713686,1679831,325648,3107708,4530486551,1761112,61112808,9616,<not supported>,<not supported>,12,1239
syrk_main_O3_mllvm_polly,1.003117,3120875054,6683007823,12542004,609488,647046866,1081216,12360,648288876,1083838,2278575391,200828855,71005495,6382643,<not supported>,162054288,<not supported>,118267,<not supported>,<not supported>,11439195,240151,10846,32231,913423,2365237531,825505,36692004,1063,<not supported>,<not supported>,1834,1958
trisolv_main_O3_mllvm_polly,0.111695,1165019636,760086944,10075156,3207500,70229155,56141,39529,68083053,26944,216468152,20081474,80632060,3633019,<not supported>,1057644,<not supported>,125505,<not supported>,<not supported>,10056585,1105040,3835542,3596706,3789,194594721,9400818,117009587,327180,<not supported>,<not supported>,124,27336
trmm_main_O3_mllvm_polly,2.999293,10438999035,5567450983,70977084,544620,558498207,1517228,12358,564137817,1503348,1611482104,623550904,580957091,54881528,<not supported>,100904535,<not supported>,373057,<not supported>,<not supported>,66304250,371508,19807,17611,759387,1663734575,381302685,559227078,100866,<not supported>,<not supported>,0,1312
durbin_main_O3_mllvm_polly,0.459509,2938735845,803116840,45577342,6269984,83066624,83596,70795,86304868,81137,335967498,66456664,171615758,20439774,<not supported>,2880550,<not supported>,251708,<not supported>,<not supported>,25349800,533039,11734853,5717668,1000743,342502076,23657634,134674913,11640972,<not supported>,<not supported>,26,65197
dynprog_main_O3_mllvm_polly,0.160034,674896643,1500118174,4169342,737835,151912339,1498992,8367,151771565,1500633,515189570,26016354,242486200,20898070,<not supported>,15796326,<not supported>,78134,<not supported>,<not supported>,4169915,80785,83883,769,251,603288290,644,286677458,172,<not supported>,<not supported>,86376,34785
