Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_O3_mllvm_polly,1.203599,3551835243,3960046721,7054486,387195,312585158,566621,12172,317137502,562264,1594704981,14603414,1028119773,6628854,<not supported>,3441124,<not supported>,131308,<not supported>,<not supported>,6508131,464936,108146,14091,1270,1511063610,1050281,1032267733,112951,<not supported>,<not supported>,26,2143
covariance_main_O3_mllvm_polly,0.936945,3471304744,3888934944,7077370,377250,309106979,561037,12172,313938467,557655,1549728579,14468514,1021542384,6479702,<not supported>,3683880,<not supported>,149027,<not supported>,<not supported>,6625010,558123,1031374,633456,1897,1602902908,821786,1065576920,25563,<not supported>,<not supported>,52,1213
2mm_main_O3_mllvm_polly,15.313837,48898935290,14243621334,2169899444,1662015,1102324817,2207857,18506,1109598165,2220526,4374075486,2173816757,2186798486,4577519,<not supported>,1994379,<not supported>,1544432,<not supported>,<not supported>,2165363423,426562,4737707,2027876,1014,4344448752,2159276775,2218692599,232788,<not supported>,<not supported>,889,17951
3mm_main_O3_mllvm_polly,22.682572,73219856460,19632678752,3255881007,1976237,1648786789,3308170,22603,1657507687,3313698,6521333929,3267350896,3266002864,6635145,<not supported>,3117193,<not supported>,3254253,<not supported>,<not supported>,3242770484,1042978,6489382,1705232,4758,6518563414,3226416468,3321992962,450525,<not supported>,<not supported>,1380,21567
atax_main_O3_mllvm_polly,0.066690,1023939366,752655382,6710311,4279713,68156806,479430,39532,72801092,942384,256397991,9188400,70770792,2524206,<not supported>,1803283,<not supported>,132407,<not supported>,<not supported>,5948029,3683623,3715048,2393141,187525,351436471,610413,138632487,495756,<not supported>,<not supported>,281,33336
bicg_main_O3_mllvm_polly,0.111110,1219881682,829637334,6825108,6030918,73812784,56373,39542,78223849,56004,266226772,6995113,73785411,2605221,<not supported>,2413567,<not supported>,133251,<not supported>,<not supported>,6812836,4298337,3836662,3620095,3617,277958082,1827957,126139101,390369,<not supported>,<not supported>,473,27822
cholesky_main_O3_mllvm_polly,0.201352,731518873,1213656885,6854126,1122420,103510594,323971,10313,95966888,293787,391605596,16863487,155176691,232423,<not supported>,16710191,<not supported>,48048,<not supported>,<not supported>,7500313,407701,221876,565,148929,473208417,682480,236996989,213699,<not supported>,<not supported>,0,67
doitgen_main_O3_mllvm_polly,0.205546,944848828,2026209071,1760462,442807,185331147,8770077,16489,187864876,8785310,682839163,38483311,49011333,6532912,<not supported>,3237213,<not supported>,140683,<not supported>,<not supported>,2321855,295946,60399,3391,1779092,566554040,1009096,58315232,494532,<not supported>,<not supported>,0,115
gemm_main_O3_mllvm_polly,0.253341,1105263163,2762141557,4760348,888201,87058572,211671,15223,94469327,218406,501331659,39004870,36256119,2885692,<not supported>,34780408,<not supported>,111886,<not supported>,<not supported>,2320618,166164,2105787,525663,3215796,621902709,571984,43415351,231667,<not supported>,<not supported>,0,3988
gemver_main_O3_mllvm_polly,0.167648,1419701371,682063305,8875139,8206776,77680189,79833,39576,107787733,112664,315869487,13516692,108700404,4663221,<not supported>,5490257,<not supported>,121032,<not supported>,<not supported>,8176673,5948451,1958926,1902021,9730,271274992,487976,73831009,394057,<not supported>,<not supported>,0,31165
gesummv_main_O3_mllvm_polly,0.106988,1894489222,1014504578,8451168,7119421,141085961,154131,70786,142735806,217206,445468818,9762006,116201065,5073916,<not supported>,3956175,<not supported>,224797,<not supported>,<not supported>,4451342,4304520,4666066,4327635,14053,384792003,974912,138453450,944937,<not supported>,<not supported>,117,177914
mvt_main_O3_mllvm_polly,0.111816,1241233172,642322400,6344017,5881596,73994618,53492,39542,78968935,53523,276089311,9689927,78916033,3791199,<not supported>,2210420,<not supported>,161074,<not supported>,<not supported>,6872881,4304174,2578662,1516527,2570292,335237985,1787059,111152061,764273,<not supported>,<not supported>,197,36923
