Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_O3_mllvm_polly,1.202483,3576910878,3992828419,7194802,366265,312757958,578250,12173,314243147,585069,1590386780,14990360,1023720702,7011899,<not supported>,2619268,<not supported>,145239,<not supported>,<not supported>,6556870,240129,127237,30783,581,1518007975,3622150,1040158082,220709,<not supported>,<not supported>,64,878
covariance_main_O3_mllvm_polly,1.189574,3488310207,3887327328,7126613,381975,304756858,526176,12171,310172819,534516,1548767953,14302163,1012474012,6600583,<not supported>,4286660,<not supported>,112536,<not supported>,<not supported>,6894057,1155821,2575700,774711,384,1618356242,815958,1080488724,19797,<not supported>,<not supported>,1048,4383
2mm_main_O3_mllvm_polly,17.415812,48780175274,14197228901,2171070353,1335347,1106565291,2233842,18506,1124333983,2260596,4378401436,2183137059,2191520806,4772218,<not supported>,2143218,<not supported>,1999618,<not supported>,<not supported>,2163497920,443939,4880260,1473507,2428,4384064569,2155722928,2220014377,249328,<not supported>,<not supported>,187,8196
3mm_main_O3_mllvm_polly,26.111837,73302474315,19598670274,3255501783,1825723,1649519774,3303351,22605,1657302776,3305685,6514053892,3261803594,3282030854,8174139,<not supported>,3239062,<not supported>,3103545,<not supported>,<not supported>,3237893254,677777,6715814,2612938,2279,6521355935,3233406101,3314330361,492481,<not supported>,<not supported>,1440,37001
atax_main_O3_mllvm_polly,0.073068,1136778799,642277251,8582846,5905009,79231378,558466,39537,92883093,81053,214879952,6785138,142077028,2503732,<not supported>,11318630,<not supported>,118826,<not supported>,<not supported>,6993083,6470205,1975507,1924997,278577,262404454,2391330,66498832,433841,<not supported>,<not supported>,81,34952
bicg_main_O3_mllvm_polly,0.111619,1234221986,663875814,7531715,6294590,76348084,978638,39542,80444273,1005182,220136733,11680058,108781980,1740863,<not supported>,5444344,<not supported>,122441,<not supported>,<not supported>,5804936,4181551,2263247,2295473,10365,277632072,496418,72697682,511643,<not supported>,<not supported>,119,38622
cholesky_main_O3_mllvm_polly,0.201335,681522096,1134375583,6567905,842542,99401013,346215,10313,96098421,315130,369969589,22645188,201371782,269479,<not supported>,22371617,<not supported>,36375,<not supported>,<not supported>,5163593,405466,190218,176,163015,457005404,734749,228969286,194770,<not supported>,<not supported>,0,85
doitgen_main_O3_mllvm_polly,0.261909,932068763,2070006935,3344804,1207244,165481963,6979421,16488,163674283,7690320,664054106,35920506,48846743,4198842,<not supported>,3179457,<not supported>,97398,<not supported>,<not supported>,1393675,215184,71859,4800,1948106,617584606,760964,55680099,464213,<not supported>,<not supported>,39,166
gemm_main_O3_mllvm_polly,0.321129,1130869223,2774364461,3086373,973738,82976173,210882,15224,86432870,238264,502703419,38033983,34533602,2859046,<not supported>,36741139,<not supported>,100391,<not supported>,<not supported>,2537993,163708,1808910,616996,3050649,632596764,1112912,64033240,248996,<not supported>,<not supported>,0,4327
gemver_main_O3_mllvm_polly,0.172408,1353912429,825482049,10717749,8551179,78526998,74295,39571,79489661,73273,274623623,9752816,81772432,5711504,<not supported>,6292881,<not supported>,135624,<not supported>,<not supported>,7742196,6171091,3656165,3695907,9265,353748364,1781205,129819711,390797,<not supported>,<not supported>,102,30694
