Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_O3_mllvm_polly,0.942825,3523624299,3935362924,6949836,196067,309634494,537917,12173,315186797,551613,1580681896,14087393,1027445346,6117442,<not supported>,4832955,<not supported>,167890,<not supported>,<not supported>,6631188,1010961,91249,15538,627,1549884399,1119846,1063950358,24386,<not supported>,<not supported>,287,1507
covariance_main_O3_mllvm_polly,0.929499,3474454879,3890248084,7096066,358933,308989932,544932,12173,313909335,542265,1550020654,14504505,1022123006,6536204,<not supported>,3605031,<not supported>,153471,<not supported>,<not supported>,6609787,474825,913119,595329,1283,1603583797,813999,1065653668,22505,<not supported>,<not supported>,0,751
2mm_main_O3_mllvm_polly,13.628447,48780760020,14212352000,2170558688,1567600,1105508901,2242231,18507,1121872129,2265295,4379685090,2180818104,2191778900,4733157,<not supported>,2142403,<not supported>,2172189,<not supported>,<not supported>,2163543388,440023,4827772,1431049,3267,4362977719,2156449703,2220246932,251897,<not supported>,<not supported>,262,10167
3mm_main_O3_mllvm_polly,20.442807,73324088809,19621965812,3254753740,2141206,1650831606,3340138,22604,1660254513,3341424,6523016454,3277089735,3296740315,7794803,<not supported>,3446534,<not supported>,3661863,<not supported>,<not supported>,3244029898,1304506,6321893,2270708,2967,6510006495,3233888080,3303137389,445750,<not supported>,<not supported>,12,14782
atax_main_O3_mllvm_polly,0.065883,1014303069,738895532,6643368,4518143,69821263,557973,39536,75093967,929288,254422609,9091845,70385691,2532184,<not supported>,1873897,<not supported>,129096,<not supported>,<not supported>,5942414,3662616,3678528,2379335,845771,390891690,462129,137338224,489307,<not supported>,<not supported>,155,32927
bicg_main_O3_mllvm_polly,0.111240,1214113578,648794054,6532578,6056289,73936603,53672,39544,79494239,488138,283788631,10255401,84634220,4245299,<not supported>,2078924,<not supported>,152802,<not supported>,<not supported>,6676293,4292903,1541577,1509472,867850,311792963,1220196,76001050,472512,<not supported>,<not supported>,0,36579
cholesky_main_O3_mllvm_polly,0.201444,697688092,1163914532,6527161,634750,99375391,328366,10314,98916727,297495,371996000,17294054,178100812,293260,<not supported>,20487855,<not supported>,40560,<not supported>,<not supported>,5684165,444915,231002,14,165737,471152908,711235,235490655,206652,<not supported>,<not supported>,0,581
doitgen_main_O3_mllvm_polly,0.261376,932812707,2098785524,3063099,1096398,166671499,7090988,16488,160662877,7256672,626953959,36231000,48920928,4199278,<not supported>,3143740,<not supported>,98026,<not supported>,<not supported>,1386878,219388,70303,3191,1812012,609645053,772873,60425607,430876,<not supported>,<not supported>,0,122
gemm_main_O3_mllvm_polly,0.259184,1104792492,2797933937,4836500,1035788,89752256,212160,15224,92901102,218296,494934775,38595284,40226424,3419548,<not supported>,34168500,<not supported>,117446,<not supported>,<not supported>,2199214,157636,1065189,294,3110144,571724879,2899156,24323043,114416,<not supported>,<not supported>,0,222
gemver_main_O3_mllvm_polly,0.179654,1464563536,701136965,9029255,8344053,78535983,74140,39574,91889174,97771,312933668,14907330,109745154,4834336,<not supported>,5383184,<not supported>,142061,<not supported>,<not supported>,8169687,5911190,1986538,1915569,9873,275202622,494807,74717410,400570,<not supported>,<not supported>,13,32317
gesummv_main_O3_mllvm_polly,0.114666,1891796332,899570727,8546568,7682836,88892485,112280,70788,95289971,121673,375715814,11417638,139913221,6156269,<not supported>,7630569,<not supported>,198304,<not supported>,<not supported>,3570991,2787471,4109545,3700755,2113602,444932740,866738,114216375,756137,<not supported>,<not supported>,241,70152
mvt_main_O3_mllvm_polly,0.110328,1175440501,593619577,6399074,5946658,72386971,55310,39541,77171479,57822,266341970,11939327,95247652,4407099,<not supported>,2244043,<not supported>,131442,<not supported>,<not supported>,6990899,4436444,1754961,1664602,15643,278986250,459927,68558846,474245,<not supported>,<not supported>,31,36095
syr2k_main_O3_mllvm_polly,2.512163,6845672071,12477705475,233036801,963203,1110553555,1112378,14408,1116931934,1119342,4497731174,426138244,65798499,5928881,<not supported>,338090952,<not supported>,246070,<not supported>,<not supported>,230940177,541292,2200805,1235437,2844526,4475357938,1682970,84714881,167990,<not supported>,<not supported>,689,3198
syrk_main_O3_mllvm_polly,1.063149,3262846971,6620639264,16232075,515581,638980134,1068278,12357,644736584,1070917,2290006613,204133951,71563573,6468976,<not supported>,164340070,<not supported>,161226,<not supported>,<not supported>,14772924,126197,6492,12663,1413855,2269290684,625297,36524955,878,<not supported>,<not supported>,243,855
trisolv_main_O3_mllvm_polly,0.113611,1160878565,501423868,12765130,3350225,66035028,28256,39527,69717198,33351,184633892,21777921,97129280,4545178,<not supported>,4127751,<not supported>,112896,<not supported>,<not supported>,4026846,1378717,2176265,2092486,742,215108141,10361893,74655493,453817,<not supported>,<not supported>,0,34573
trmm_main_O3_mllvm_polly,3.672881,10475145838,5609806701,70997614,764835,557962894,1518050,12359,561472654,1475763,1612442021,632340534,575496449,54723828,<not supported>,100548674,<not supported>,350664,<not supported>,<not supported>,66260105,263545,25401,41448,865768,1663137270,383929507,566421014,107565,<not supported>,<not supported>,358,3522
durbin_main_O3_mllvm_polly,0.359625,2781882775,1067248829,39377552,7607166,141880458,168064,70795,137010237,113272,449536624,75445622,136508038,22857351,<not supported>,1280345,<not supported>,250798,<not supported>,<not supported>,30882247,107419,14248092,5031667,8172,343526610,22613677,134694908,9912000,<not supported>,<not supported>,290,85026
dynprog_main_O3_mllvm_polly,0.203360,635204786,1443270359,3276881,902458,158955861,1640512,8366,164739245,1644687,598385329,27970409,242304275,16822828,<not supported>,14951143,<not supported>,56105,<not supported>,<not supported>,3033115,7754,127417,465,270,576160290,660,273929153,165,<not supported>,<not supported>,106516,70
