Program,Runtime(s)_mean,Runtime(s)_std,Runtime(s)_max,Runtime(s)_min,Runtime(s)_median,cpu-cycles_mean,cpu-cycles_std,cpu-cycles_max,cpu-cycles_min,cpu-cycles_median,instructions_mean,instructions_std,instructions_max,instructions_min,instructions_median,cache-references_mean,cache-references_std,cache-references_max,cache-references_min,cache-references_median,cache-misses_mean,cache-misses_std,cache-misses_max,cache-misses_min,cache-misses_median,branch-instructions_mean,branch-instructions_std,branch-instructions_max,branch-instructions_min,branch-instructions_median,branch-misses_mean,branch-misses_std,branch-misses_max,branch-misses_min,branch-misses_median,page-faults_mean,page-faults_std,page-faults_max,page-faults_min,page-faults_median,branch-loads_mean,branch-loads_std,branch-loads_max,branch-loads_min,branch-loads_median
2mm_main_O3_mllvm_polly,15.472924166666667,1.758274806387256,17.424956,13.560974,15.528789499999998,48844904253.333336,73326104.6773233,48999180700,48692034878,48859645562.0,14201228315.633333,50179364.428760745,14260039012,14069078684,14213695539.5,2169637778.3,2095052.9068277131,2173305886,2163941869,2170026494.5,1623532.1333333333,201118.83992370646,1967727,948763,1659065.0,1105438365.0,3164582.982368243,1113036542,1101609814,1104563737.5,2219722.0,11619.533900676306,2244422,2205493,2219294.0,18506.6,1.275768868916694,18508,18503,18507.0,1116137913.9666667,4992164.2861541,1125539165,1108978164,1113834880.0
3mm_main_O3_mllvm_polly,23.27468386666667,2.655197868835997,26.198353,20.367933,22.525088500000003,73248548519.96666,106013599.84303093,73390786392,73014233877,73276949260.5,19634022827.033333,57176124.364428155,19715800346,19496247650,19631404597.5,3253447168.4666667,3640793.671329423,3260121179,3243165624,3254897923.5,2145898.7333333334,313443.2423595889,3231117,1689119,2059453.5,1650873589.0333333,4163000.2012639754,1662404739,1645057528,1649575577.0,3316546.1333333333,15826.824801328712,3347342,3299717,3308449.0,22604.266666666666,1.2015315896468959,22606,22602,22604.0,1659973440.3666666,5981324.351314176,1677234629,1653572562,1658159034.0
adi_main_O3_mllvm_polly,3.5609873,0.4234296594242642,4.003742,3.036669,3.8889069999999997,11229733450.2,87665264.31192644,11461923294,11083578337,11232618686.5,3296366395.6666665,30264759.35838369,3378114067,3252573676,3290572898.0,287873758.6666667,4980710.303578965,297769361,277968243,288383546.0,17169004.233333334,846762.6981200199,19272477,15580642,17176619.0,238107205.06666666,2714785.637473942,244034875,231881575,238308010.5,2252547.466666667,80429.5858404379,2386810,2122730,2246336.5,14408.466666666667,1.1058881072455724,14410,14406,14408.5,238646846.5,3398493.0815657065,245082147,231011734,238205846.0
atax_main_O3_mllvm_polly,0.0715549,0.0038461934280801437,0.075683,0.065094,0.0735815,1060038910.8333334,41238250.77402632,1136778799,995922601,1053846173.0,696340755.0,59777927.713126615,804595288,610952431,713596362.5,7728019.0,944888.1398775057,9004198,6119397,8008959.0,5274682.966666667,665146.4836234084,6101764,4098382,5439665.0,71532340.56666666,4475330.330197594,88835581,67567497,70179543.5,690420.8666666667,223748.56899156855,1008517,292029,629116.5,39535.23333333333,1.2780193008471572,39537,39532,39535.0,76516382.6,6672729.249034284,95112417,71143369,74193437.0
bicg_main_O3_mllvm_polly,0.1091595,0.0042702070752502425,0.113821,0.101197,0.111259,1166335354.1333334,49036382.90150902,1246035355,1109992327,1171338624.5,731301648.9666667,63945354.990476966,857219030,634414098,739357203.5,7473935.466666667,892665.2441458567,8943288,6204399,7677759.0,6079665.866666666,222352.0897867463,6761735,5801663,6026625.0,84058074.36666666,8229096.289723864,92921391,70784586,87966234.0,205901.16666666666,261423.25535449915,978638,52582,83045.5,39543.4,1.132589343360936,39545,39542,39543.0,80723877.83333333,3060318.5951121002,92175829,76255399,80082326.5
cholesky_main_O3_mllvm_polly,0.1954017,0.014944700050404214,0.202187,0.157235,0.2011035,702032896.4,21745518.254503965,750266365,671841440,697349539.5,1170687995.5333333,38829141.49975128,1261266125,1115961681,1160372977.5,5839777.866666666,1121518.4603799204,7307089,3563970,6398891.0,687760.1333333333,148555.50293333034,1122420,447097,661628.0,100213508.13333334,2138852.6862942968,104547548,96205627,99820513.0,339920.26666666666,13646.33552664403,367318,310644,342900.0,10312.466666666667,1.382983614566762,10314,10310,10313.0,96402722.96666667,4333982.459996496,104223285,82770203,97367297.5
correlation_main_O3_mllvm_polly,1.0889804333333333,0.1270619740044565,1.210283,0.938878,1.2011479999999999,3517570130.633333,18811148.148237456,3576910878,3493312798,3512663552.5,3932084990.2,18260105.233845618,3992828419,3900614529,3928883305.5,7117865.8,94250.43026898938,7244836,6922083,7165938.5,346995.0,100313.7222978062,600575,92735,374063.5,310890196.53333336,1608232.1132867476,315842836,306864033,311279665.0,557877.6333333333,11760.521189727191,578250,532875,561438.5,12173.166666666666,1.4403862827999054,12176,12171,12173.0,315987994.7,1911785.873199393,319621901,311508749,316390095.0
covariance_main_O3_mllvm_polly,1.0382981333333334,0.12742196309242154,1.197178,0.92736,0.937465,3485956374.2,22444145.112777524,3541428714,3460335954,3474535051.0,3899425595.8333335,19744875.736695353,3953374208,3878813873,3890243600.5,7064054.033333333,65686.29299700573,7150554,6898227,7077176.0,361522.9,67661.84203020703,488238,110170,369944.5,308286662.8666667,1899606.6433928697,310563163,302855263,308996901.0,548227.8,11115.718331605322,562627,526176,548134.5,12170.7,1.6220463873629931,12173,12168,12171.0,312807461.6666667,1835892.079358058,315910029,308749322,313772072.0
doitgen_main_O3_mllvm_polly,0.2506185,0.02084030428289012,0.269149,0.205546,0.261065,938630994.4666667,20703045.481519595,983642791,908298225,932719398.5,2037735854.1333334,81593660.07807572,2165052723,1764805875,2055384192.0,2220221.3333333335,888552.6260866828,4413445,1733864,1792065.0,595330.9333333333,326717.8715455229,1351377,188649,458524.0,179790424.13333333,7722340.096085311,189871489,164212887,183046962.5,8355415.266666667,607299.5357888115,8916296,6979421,8757744.5,16487.9,1.3480509557542593,16490,16485,16488.0,181162746.66666666,8953905.050155407,189270380,157451535,185968890.0
durbin_main_O3_mllvm_polly,0.41664923333333337,0.0496896723097871,0.465344,0.357719,0.4562035,2843421951.366667,44861020.0893971,2938735845,2781724391,2827019813.0,935782074.7333333,115025933.83701083,1224141081,787337267,906361995.0,41824912.8,2299947.0899673766,45587125,38254298,41119355.5,7079569.833333333,716755.1591187781,7983234,6208903,7154419.0,116696893.0,29904662.901482724,149399501,80197212,135199100.5,138848.3,51976.29324137874,226565,78863,148280.0,70794.36666666667,1.4735210781706085,70796,70792,70795.0,124622730.96666667,34421321.50127695,175818025,84592823,137367243.5
dynprog_main_O3_mllvm_polly,0.1962788,0.015435295690788338,0.204263,0.158336,0.20314349999999998,679268090.4666667,21958450.282684464,733100518,635204786,676738103.0,1505787787.7,50083403.39458059,1631648062,1422899045,1497631295.5,4748491.9,1021691.6628726795,7425674,2945843,4692988.0,898436.5333333333,224237.78670570054,1469393,172331,880902.5,154208487.9,6111744.241851676,168416447,134187657,154485075.0,1505511.9333333333,89233.33439299435,1679565,1173524,1499635.0,8365.766666666666,1.135123670410522,8367,8362,8366.0,152604639.86666667,8171997.489015874,169432644,127198158,152358315.5
fdtd-2d_main_O3_mllvm_polly,0.4255332,0.02512493953384386,0.473179,0.383008,0.42489750000000004,1589271028.0,110767879.65442413,1765990100,1447614270,1555280412.0,1008733014.0333333,25590556.882488683,1061232782,956742043,1009697267.0,46531627.8,698352.9389684638,47809724,44218995,46585961.5,9352689.266666668,451770.3832169563,10524060,8708397,9361692.0,74581581.66666667,2132737.385113632,80713347,72442269,73615366.5,185389.7,9217.58921713601,221518,176339,182410.5,14123.233333333334,1.5013403972804538,14126,14120,14124.0,77149649.16666667,1639753.4415800825,82304316,74992735,76901683.5
fdtd-apml_main_O3_mllvm_polly,0.9093044333333334,0.10540438811930812,1.013306,0.785507,0.993949,5040530736.7,83343228.74612601,5177968033,4926644789,5034160005.5,3151435176.366667,113830558.3030366,3405341910,3001773281,3103187872.0,25306770.4,734315.9239625263,26776252,23722961,25334833.5,14290586.533333333,718607.9781033908,15292059,12734887,14411065.0,183269449.23333332,22007489.612577405,232531471,161546848,168825388.0,619289.7,197623.0322661792,1143206,354623,559344.0,174292.93333333332,1.2847469449839997,174295,174290,174293.0,187709608.63333333,30526875.49871615,264895263,163406593,173943391.5
floyd-warshall_main_O3_mllvm_polly,13.089296133333333,1.5480496246610296,14.622609,11.344937,13.6661075,40902166515.26667,134806993.1230856,41467705579,40714610244,40888913885.0,11977843556.533333,129992784.15774322,12248927766,11603119790,11962914054.5,1223856352.7,11634254.761820868,1259482962,1208456856,1221028218.0,512532.1,151832.52658413045,1210939,213935,485378.5,1100400109.7,11237495.48732641,1121211404,1077211505,1098659232.5,2178276.3,73128.40705986823,2434042,2095404,2160905.0,10310.5,1.4562587871576085,10312,10307,10311.0,1103929835.1666667,14705981.720175289,1141561268,1069429650,1104229005.5
gemm_main_O3_mllvm_polly,0.3111355333333333,0.02924013402456822,0.358841,0.251044,0.321168,1145643276.0333333,35459869.86044794,1255367707,1096930858,1141217142.5,2725663867.233333,138291973.62306365,3024870856,2484965031,2730097676.0,4352216.2,1282805.5225346002,6612451,2533606,4200657.5,752232.4666666667,214613.1562655409,1180430,283545,733528.0,85429523.5,3169273.091873363,93067185,77978156,85314944.0,228462.36666666667,16760.67635348994,253848,190958,232557.0,15223.5,1.1064076694576008,15225,15221,15224.0,91681555.23333333,3235420.987598203,95981479,83269816,92123387.0
gemver_main_O3_mllvm_polly,0.1729468,0.005879169085086298,0.187501,0.159666,0.1729145,1412484204.9333334,66044271.321573295,1515690448,1273815863,1434966231.5,729739461.2,55515916.67396925,898478726,677733620,709248770.0,9710722.2,910422.5139592929,11699121,8516106,9345678.0,8455656.0,224045.88377630044,8884547,7708776,8459211.5,78849417.76666667,5723596.782277578,97359241,73098235,77719296.0,82328.9,12587.492153474934,112766,68583,76333.0,39574.166666666664,1.5774998406101737,39576,39571,39574.0,86441332.23333333,11968334.206598707,115320068,76089194,80302086.5
