Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_mlir,5.596023,18966104470,8058143483,175588812,787083,272132262,583230,12326,280661168,600096,2049295404,1179687913,780581656,1734798,<not supported>,61583456,<not supported>,1193301,<not supported>,<not supported>,175770356,1264239,610637,21514,1767,2034344211,753818122,846511417,527028,<not supported>,<not supported>,0,7915
covariance_main_mlir,6.729643,19015078906,7790750937,178500277,634907,272613215,563857,12326,276666829,559624,2043482137,1186099429,788229228,1542559,<not supported>,64939737,<not supported>,893706,<not supported>,<not supported>,179167364,872088,620639,16226,1312,2250212243,745523572,831930287,587152,<not supported>,<not supported>,112,16402
2mm_main_mlir,17.335362,48625072741,39652357111,2178126397,1730876,1135403985,2343815,18660,1144359991,2358979,9530588852,2229739641,3308042166,5431060,<not supported>,27159542,<not supported>,2649304,<not supported>,<not supported>,2166367084,1230547,728321,95212,1118479,9551990705,2173693712,3294447639,150802,<not supported>,<not supported>,4205,37183
3mm_main_mlir,25.958353,72826277433,57796096532,3260418102,2181858,1695512939,3501580,22759,1703977214,3511084,13863280842,3340262224,4952963071,7898777,<not supported>,37356490,<not supported>,4623636,<not supported>,<not supported>,3252807669,1467749,1025723,212664,256304,13887634588,3254898651,4938851074,303626,<not supported>,<not supported>,712,52196
atax_main_mlir,0.137139,904420182,954778529,3880724,3188058,98862695,61603,39689,98829441,40462,391840152,11226975,139755206,3902875,<not supported>,8489024,<not supported>,114238,<not supported>,<not supported>,2194381,1020472,2043213,2009000,2018678,483516134,413886,192789159,475391,<not supported>,<not supported>,89,32547
bicg_main_mlir,0.053097,645581608,779246664,2558151,2333116,41849888,32293,39697,51642592,48878,150721313,6286053,86471926,5014163,<not supported>,135983,<not supported>,825713,<not supported>,<not supported>,1581697,1261509,2044206,1995439,2979925,293281615,438589,127408621,469032,<not supported>,<not supported>,0,31651
cholesky_main_mlir,0.329204,1041472870,2602455401,2412801,1103644,97004417,412056,10465,100359568,381453,700738690,22231402,148983457,340142,<not supported>,23962893,<not supported>,51057,<not supported>,<not supported>,4294069,481204,3146,569,133931,799637367,617783,164268011,80383,<not supported>,<not supported>,0,129
doitgen_main_mlir,0.950000,2810799677,7226992860,2079068,1141842,185973109,215230,16642,190839361,217465,1329646752,263973996,472706916,3011327,<not supported>,4813575,<not supported>,1380549,<not supported>,<not supported>,3050528,1318901,292605,79141,266309,1391025223,67466,482305343,30687,<not supported>,<not supported>,0,7588
gemm_main_mlir,8.657848,24267861004,20404915578,1089449886,932223,576579152,1231922,14562,588929587,1251876,4908851020,1118846869,1672286621,3763910,<not supported>,13136218,<not supported>,2124671,<not supported>,<not supported>,1082311149,1598250,175913,6567,3296,4920674158,1087155203,1650984577,47764,<not supported>,<not supported>,37,79210
gemver_main_mlir,0.627872,2285704519,2498373888,30801543,7272991,332974282,1264681,39730,349766578,1544291,1196065025,41712058,458371725,6267015,<not supported>,10466338,<not supported>,932233,<not supported>,<not supported>,21680439,4928038,1681242,1615587,2581224,1186580355,19955215,431832833,442339,<not supported>,<not supported>,12,30321
gesummv_main_mlir,0.058281,1004691785,560601339,6576871,4949844,77554237,313550,70940,69445630,103998,386986135,17555733,152810671,5213867,<not supported>,10843627,<not supported>,142807,<not supported>,<not supported>,3869382,2212283,4744423,4449255,5173596,284631842,1612679,120656403,1325237,<not supported>,<not supported>,248,81159
mvt_main_mlir,0.322852,1423091304,1044105316,21415063,4697404,109502214,1088554,39695,112824299,1087440,466833548,41928968,113969164,2115397,<not supported>,6944648,<not supported>,118884,<not supported>,<not supported>,27404799,3037485,1988205,1925081,2470052,434445207,17204400,183722674,982956,<not supported>,<not supported>,777,137709
symm_main_mlir,0.000000,84830555,60451023,1251672,1108591,13482816,44574,14559,15635524,20589,21598869,1978472,28625655,744886,<not supported>,2041977,<not supported>,344298,<not supported>,<not supported>,1253157,848145,53768,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not supported>,<not supported>,<not counted>,<not counted>
syr2k_main_mlir,6.490997,18278909593,48499573407,16104274,1306900,2284368078,34649503,14563,2287073899,34659671,15405338175,381835923,4525924891,4363046,<not supported>,359949657,<not supported>,1676610,<not supported>,<not supported>,15625962,1234183,269254,11057,1231664,15405052568,322344,4564072672,12087,<not supported>,<not supported>,303,12267
syrk_main_mlir,5.172875,14597708305,32347530435,7225450,938862,2282178806,34675101,12511,2283630972,34666541,12172808406,146316266,3437543699,3433275,<not supported>,136995233,<not supported>,1559368,<not supported>,<not supported>,7974659,1383573,170079,3901,788382,12250545894,97593,3471929581,5883,<not supported>,<not supported>,58798,12432
trisolv_main_mlir,0.016409,534132321,353471423,2957052,2657265,38572259,31380,39680,42253542,32745,52327002,4631601,69464217,4170395,<not supported>,116243,<not supported>,792971,<not supported>,<not supported>,915741,874929,1706309,1662781,3321716,208588031,417671,96190660,729651,<not supported>,<not supported>,0,26560
trmm_main_mlir,1.272656,3707726349,10669341586,4341925,756615,286637821,788121,12512,289354963,667581,2357661540,70532086,811584532,1075847,<not supported>,70436782,<not supported>,223541,<not supported>,<not supported>,4902605,838553,10502,1225,373873,2409257567,1737611,854721129,2592,<not supported>,<not supported>,0,387
durbin_main_mlir,0.562805,2354911786,898312210,41900056,7724603,118942538,331563,70949,129614450,420621,281701422,74143084,140020615,23623053,<not supported>,2137354,<not supported>,213763,<not supported>,<not supported>,33307195,442123,13216258,6271577,7436,218947510,27172377,139732910,9687704,<not supported>,<not supported>,0,73306
dynprog_main_mlir,1.318912,3802454639,6559123066,4178838,835871,460426789,1835618,8522,463534530,1943605,1705710907,38746537,769080341,25817102,<not supported>,28429583,<not supported>,236712,<not supported>,<not supported>,2521758,58919,1182407,774,11095,1761466427,13473,788101276,979,<not supported>,<not supported>,0,1402
gramschmidt_main_mlir,2.364374,6684271762,4409579778,270978119,1049736,362049491,323172,9950,363927348,295806,1463393674,272305307,506052457,66409063,<not supported>,3791530,<not supported>,374666,<not supported>,<not supported>,270148396,575307,387353,34377,1983,1478196113,281579266,499724844,1543441,<not supported>,<not supported>,0,5130
lu_main_mlir,2.471171,6956069460,16213650627,4750758,996037,1618633161,603944,10464,1611869700,540969,5730434996,48574151,1990064816,45021667,<not supported>,47074472,<not supported>,417480,<not supported>,<not supported>,4708141,884121,34397,1568,334803,5834892163,995393,2037456141,21380,<not supported>,<not supported>,0,4748
ludcmp_main_mlir,2.173161,6190174431,4866739604,33138526,972573,201275392,801045,10475,200350120,736272,1334250576,341480456,297769444,1075081,<not supported>,41567140,<not supported>,369582,<not supported>,<not supported>,31685467,1121571,18461,1547,101456,1447962624,210668424,300016551,36677,<not supported>,<not supported>,0,736
