Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_mlir,6.825121,19316949354,2591371180,166965204,594079,142670437,552193,12175,148550222,550728,1157005804,1167847654,536626428,2931234,<not supported>,50388709,<not supported>,605622,<not supported>,<not supported>,165359656,352186,625055,54511,1445,1147508018,756590590,543670776,689814,<not supported>,<not supported>,12,13982
covariance_main_mlir,6.842397,19251017354,2593435296,152886651,465995,142426370,555256,12173,148537178,556878,1161745006,1169243963,543701925,3446469,<not supported>,47908125,<not supported>,615985,<not supported>,<not supported>,150124590,445780,628411,49235,1615,1159375813,751081084,511440152,579284,<not supported>,<not supported>,580,12196
2mm_main_mlir,14.494277,52101844848,12450596334,2173317430,1508335,568880246,2300352,18508,577160775,2297912,4904597914,2180908103,2189935461,2650884,<not supported>,10746526,<not supported>,1758164,<not supported>,<not supported>,2169993695,710826,2757336,1444620,5912,4899829942,2159874649,2223245885,68742,<not supported>,<not supported>,775,10974
3mm_main_mlir,24.382039,78198768566,16741755121,3258106604,1746694,844100098,3427642,22605,854032051,3419034,7343948761,3268989913,3300509450,4150546,<not supported>,15740417,<not supported>,2407832,<not supported>,<not supported>,3256300912,771294,3253403,1668847,7913,7324462367,3238077573,3305771833,149109,<not supported>,<not supported>,4320,29897
atax_main_mlir,0.032127,913771359,783660891,3642706,2514425,65152920,39944,39535,68228477,45467,307406162,6027024,104608648,3111709,<not supported>,86642,<not supported>,154412,<not supported>,<not supported>,109149,81525,4410364,2797225,1259422,370350552,394070,125125203,447617,<not supported>,<not supported>,28,30101
bicg_main_mlir,0.052572,1005898080,750795743,2491024,2154723,55294677,30958,39544,60065223,30487,351941273,6783843,119718633,3654523,<not supported>,74453,<not supported>,147723,<not supported>,<not supported>,102489,75834,4377083,4138437,4193,247458011,477053,140984493,445295,<not supported>,<not supported>,142,30089
cholesky_main_mlir,0.289612,942147486,939058899,2545596,475961,62264795,371613,10311,61968357,343193,419069930,23191703,88003925,301636,<not supported>,21893154,<not supported>,73313,<not supported>,<not supported>,4497355,474630,3145,521,137629,480117457,753849,55238273,1318,<not supported>,<not supported>,0,115
doitgen_main_mlir,0.475335,1531527727,1693989688,1016203,696025,88676410,101606,16488,94924576,96739,689978452,267792307,295193694,3232980,<not supported>,2187458,<not supported>,150837,<not supported>,<not supported>,404506,126093,257281,189655,1907097,725009604,91555,326209385,323679,<not supported>,<not supported>,162,6208
gemm_main_mlir,8.454097,25917607413,6588380767,1087784241,964013,291587264,1146356,14406,300190110,1147196,2483695117,1092430672,1110416606,2207922,<not supported>,5409021,<not supported>,688392,<not supported>,<not supported>,1084239556,400891,2416739,1195379,3460119,2670009893,1073636610,1101238479,16889,<not supported>,<not supported>,7245,17312
gemver_main_mlir,0.390525,1989650071,997578291,25783149,6297998,124643975,359912,39574,116449961,88449,317235211,42082772,115976281,5834075,<not supported>,4380419,<not supported>,209903,<not supported>,<not supported>,25474085,4358712,3144175,1717323,7277157,485684915,17926251,123310197,338705,<not supported>,<not supported>,12,26572
gesummv_main_mlir,0.057573,1759934088,931723467,6287402,4724507,120271311,175084,70787,121401035,155275,337875918,8636913,154578613,5777314,<not supported>,4956122,<not supported>,198482,<not supported>,<not supported>,1974901,1767909,4194134,3898493,6475934,512480152,824349,176644280,699899,<not supported>,<not supported>,77,63344
mvt_main_mlir,0.293896,1692437887,673528296,26337038,4523700,80294710,298401,39542,85159185,297143,200821076,40738898,141478121,1924644,<not supported>,7332636,<not supported>,134776,<not supported>,<not supported>,22550559,2779892,1956469,1880620,4118437,332763986,12837444,173572969,842055,<not supported>,<not supported>,164,39567
