Program,Runtime(s)_mean,Runtime(s)_std,Runtime(s)_max,Runtime(s)_min,Runtime(s)_median,cpu-cycles_mean,cpu-cycles_std,cpu-cycles_max,cpu-cycles_min,cpu-cycles_median,instructions_mean,instructions_std,instructions_max,instructions_min,instructions_median,cache-references_mean,cache-references_std,cache-references_max,cache-references_min,cache-references_median,cache-misses_mean,cache-misses_std,cache-misses_max,cache-misses_min,cache-misses_median,branch-instructions_mean,branch-instructions_std,branch-instructions_max,branch-instructions_min,branch-instructions_median,branch-misses_mean,branch-misses_std,branch-misses_max,branch-misses_min,branch-misses_median,page-faults_mean,page-faults_std,page-faults_max,page-faults_min,page-faults_median,branch-loads_mean,branch-loads_std,branch-loads_max,branch-loads_min,branch-loads_median
2mm_main_mlir,16.58415994,1.2382926728178374,17.341242,13.487576,17.296928,48529477866.96,69842296.43156725,48636851144,48333798392,48527970522.5,39633720707.52,17361443.51032775,39675751099,39540227084,39632723541.5,2176771421.98,1427916.5251876346,2178699046,2170684858,2177216656.5,1768073.02,102380.802609069,2000833,1553060,1735218.5,1137271851.6,3135761.4915015046,1144645745,1133249891,1135663068.0,2366490.28,24089.496587483183,2422172,2332212,2356885.0,18659.76,1.9225832961442337,18663,18655,18660.0,1146301494.22,4227671.517220871,1155166101,1141070336,1144348178.5
3mm_main_mlir,24.51113104,2.059544399000915,26.032025,20.253155,25.9786155,72779074807.66,91200047.47618294,72902347148,72438487641,72801360430.5,57772266960.54,20750199.250751138,57844628564,57725271859,57770590642.5,3262713198.44,4878415.42012182,3267389437,3240694390,3263983459.0,2150161.08,161791.61411189474,2814053,1758755,2119389.5,1697279583.16,4179725.4546374995,1709906374,1691600965,1696371990.0,3530073.32,35618.6956695726,3629374,3472664,3515102.0,22757.56,2.1961004400660107,22761,22754,22758.0,1705706872.8,3903932.1064710794,1720536163,1700887452,1704848005.0
adi_main_mlir,2.11743694,0.08907634689237215,2.176744,1.683409,2.137845,6147472561.76,22715620.885689255,6238964733,6113784652,6143529278.5,11438089355.94,102997319.11243607,11560151513,10986590727,11443206305.0,5162740.22,394630.7010210161,5992475,4453821,5165003.5,1879237.32,169163.53636890632,2310751,1570297,1867296.0,523995741.72,30844822.798448,558846041,368493245,530010441.0,454593.34,35233.59621597847,565805,392168,450534.5,14560.9,1.5152288168282346,14565,14557,14561.0,536371332.86,36541218.194859944,710684403,500134931,537323996.5
atax_main_mlir,0.1388443,0.00611561254712319,0.146147,0.112403,0.137832,880761859.62,20308875.62162128,932829058,813757618,878708529.0,1141423134.08,75428564.42814313,1210553983,919680668,1172877592.0,3199676.3,316350.322867316,4100959,2863848,3093801.0,2674467.64,294810.63250547106,3591702,2339876,2584488.0,110419754.92,6042109.933731066,117337891,91681692,112077615.5,68574.42,26469.24923346458,206717,38241,65279.0,39688.24,1.3486198538519618,39690,39685,39688.0,109565308.7,5600926.89458998,119538927,96611952,109997974.0
bicg_main_mlir,0.05286322,0.0021304475269055467,0.055139,0.042487,0.0531385,640535571.72,17775180.776541445,686467014,583164565,639479606.5,747231247.28,73000236.21018277,785583833,287675431,762681342.5,2607924.56,267300.71580014855,4183171,2411141,2540389.5,2387282.12,269035.9624344793,3994911,2219311,2316080.0,43930907.76,5483974.861971191,58643471,40474677,41581270.5,43584.0,29226.106851824887,214187,30389,31911.5,39695.94,1.3763305250861357,39698,39693,39696.0,50917540.96,6213651.059905178,68561095,44117655,48505973.5
cholesky_main_mlir,0.32671968,0.013267803945196185,0.330977,0.257229,0.32928999999999997,1043830229.62,12670450.476742791,1075319964,1026957227,1040721655.5,2608203752.54,40838736.658188365,2723571642,2547813186,2599522197.0,2569621.2,151916.00635877711,2919025,2118930,2536758.5,1162138.02,156837.99167664337,1548868,801708,1136302.5,97863277.52,870082.9320942706,101489064,96425307,97838701.0,417877.04,17490.897110001333,479345,377786,412938.0,10464.78,1.555634918610504,10468,10461,10465.0,100013135.74,930019.5669563219,101158742,97453541,100398549.0
correlation_main_mlir,6.56670498,0.41237618432844225,6.819288,5.259286,6.738505,18982301507.78,46750022.854980424,19135485318,18907103420,18983478716.0,7967816672.22,85972396.11631814,8100810173,7762219921,7977960104.0,176092140.36,9169188.559741974,196984167,157631849,176138357.5,899454.08,186357.57112745405,1634441,568989,841241.5,273573891.92,2486341.65501624,279654454,268658560,272606661.5,578369.88,12943.776592444057,607503,559854,572200.0,12326.44,1.4450478418745547,12329,12324,12327.0,276763943.32,2652983.735584765,282766369,272948428,275718371.0
covariance_main_mlir,6.5872579600000005,0.40407417099566656,6.84149,5.259592,6.7328545,18995532046.3,72009258.06288254,19330700635,18914442347,18983395899.0,7783375324.14,27737330.27878492,7893698618,7718879995,7787336573.0,180245162.54,10542594.47007306,210626306,160317480,178496517.5,829339.28,144353.9592921086,1130569,245584,800470.5,272315220.66,2317978.9000995895,277192380,268930629,271707201.5,579795.62,12928.76586892456,598998,558122,573130.0,12324.34,1.5065841889410319,12327,12322,12324.5,277342808.44,2805671.11999,286407076,272811255,276791107.0
doitgen_main_mlir,0.9520040000000001,0.041330845562339506,1.074492,0.742847,0.9484105,2859619581.94,147172854.18244362,3374059805,2780052306,2810791849.5,7213080836.18,27788669.977427024,7248908589,7144573220,7225869530.5,11274525.6,23212549.201210894,91578712,1941103,2785002.0,1211733.84,93990.92023567691,1445526,1081450,1205274.0,184509567.18,2364516.25335681,187638304,180467159,185820329.0,226510.56,39585.99705428727,367598,167708,213860.0,16641.64,1.0834562986203775,16644,16639,16642.0,188308703.76,2855702.003840054,192499896,182725726,189415437.0
durbin_main_mlir,0.55860194,0.012909822141726816,0.566704,0.470681,0.5604480000000001,2348504294.72,46335068.84043168,2435579027,2257910965,2344548673.5,909887160.26,67656539.04396227,1145868773,848201377,881332405.0,43766008.08,2199147.9636229323,46719602,39924232,44257901.0,7215020.36,371301.05380827165,7940139,5735936,7298157.0,111348134.98,16645562.251020163,141911529,79258293,109776800.5,227560.58,122009.42702372113,458994,91254,184016.5,70947.2,2.0898198340479435,70950,70942,70947.0,119183989.74,14945414.998730961,150545488,85529026,117824736.0
