Program,Runtime(s)_mean,Runtime(s)_std,Runtime(s)_max,Runtime(s)_min,Runtime(s)_median,cpu-cycles_mean,cpu-cycles_std,cpu-cycles_max,cpu-cycles_min,cpu-cycles_median,instructions_mean,instructions_std,instructions_max,instructions_min,instructions_median,cache-references_mean,cache-references_std,cache-references_max,cache-references_min,cache-references_median,cache-misses_mean,cache-misses_std,cache-misses_max,cache-misses_min,cache-misses_median,branch-instructions_mean,branch-instructions_std,branch-instructions_max,branch-instructions_min,branch-instructions_median,branch-misses_mean,branch-misses_std,branch-misses_max,branch-misses_min,branch-misses_median,page-faults_mean,page-faults_std,page-faults_max,page-faults_min,page-faults_median,branch-loads_mean,branch-loads_std,branch-loads_max,branch-loads_min,branch-loads_median
dynprog_main_mlir,1.30929476,0.0545323644298372,1.332388,1.035305,1.3195685,3803485629.68,19405016.538809154,3919382724,3785584258,3799601093.5,6554282619.04,9150910.741772417,6589870996,6525489411,6554497191.0,4622234.78,348888.94486812776,5278510,3836509,4665445.5,1012632.98,114753.88606135856,1573012,783013,980888.5,459527421.2,845346.9357567072,462237172,456955778,459471622.0,1920754.04,283070.82341480034,2792897,1771041,1832871.0,8518.12,2.3442504567742652,8523,8515,8518.0,462364172.38,964571.936214888,463791401,459082987,462594109.0
fdtd-2d_main_mlir,1.02963364,0.04202280753608329,1.055393,0.821749,1.0364870000000002,3086292225.74,17342740.397810355,3140790605,3066245242,3081329474.0,7491475648.16,26497520.099127613,7537291440,7404971736,7501218216.5,2112515.96,108399.77040113496,2365805,2004807,2054899.0,907284.72,128256.49328289824,1148079,405850,912768.5,653727042.34,2813528.762128392,659272882,648373032,653467030.5,231650.78,51734.99297392275,390107,173915,203233.0,14276.28,2.01058423837238,14279,14271,14276.0,651867460.42,2598903.0133368154,658892485,646938928,651069612.0
fdtd-apml_main_mlir,0.6523839800000001,0.02019569135952986,0.663955,0.517536,0.655506,2873712798.66,75824218.47681837,3006832615,2668941390,2880011177.5,3440148930.46,95912869.52548765,3623941702,3286215408,3441011383.0,12254442.16,631137.6950815017,13151335,10235226,12475852.5,9505398.48,737259.8780246124,10760738,8468031,9520123.5,157180930.2,17098430.680751424,193231148,118959668,161209457.0,555709.14,86987.39208034224,723543,402758,562900.5,174445.6,2.0701966780293595,174450,174441,174446.0,155554251.98,21117427.818417463,202941951,124167614,154740078.5
floyd-warshall_main_mlir,5.205977880000001,0.293059337666097,5.379854,4.198482,5.297116,14934700513.86,130100986.51282455,15507205045,14771597022,14918346055.0,35334435627.64,34250898.73577637,35424721043,35192610176,35339448451.5,15673547.88,4610384.18227524,36267057,10930097,15017285.5,1003867.62,134050.47120956235,1309058,527844,993634.5,2253466796.58,2336796.5901482,2257241309,2242054126,2253917167.5,14512520.34,2410050.8742791926,24378490,11379261,14089973.0,10463.12,1.5470841566495328,10466,10459,10463.0,2254500350.32,1915824.8322933912,2258851328,2249080934,2254896485.0
gemm_main_mlir,8.46061276,0.40855955011461886,8.66163,6.813479,8.6288175,24295815799.08,51650314.83605894,24417875623,24170478959,24287976619.5,20407917853.34,11832677.831236728,20446433474,20373906633,20409726601.0,1089471907.64,949310.8896777844,1091475768,1084678720,1089641947.0,1329458.84,152393.27735538967,1590324,785583,1359323.5,576027912.26,1907373.5305844708,583060342,574059651,575366887.0,1201712.72,20318.488058446295,1265254,1179281,1194506.0,14561.56,1.4165206007130764,14564,14558,14561.5,583359893.62,2643242.6637721066,589183028,579749620,582152197.0
gemver_main_mlir,0.62792132,0.021099268857087763,0.641933,0.48546,0.6312965,2259216060.5,28235523.45083501,2331277719,2206026364,2256772407.5,2561340833.48,77259476.49859814,2826817457,2413209049,2553637517.0,29621252.06,1090532.90059584,31387536,25484374,29716903.5,6805041.38,302705.1386145749,7293705,6240288,6781908.0,335818691.08,6859824.166187569,359204341,316899563,334081954.5,1389232.42,275072.6640711274,2546908,1168787,1293180.0,39728.28,1.591302893215104,39731,39725,39728.0,343506521.0,9805175.329711994,361327117,318343376,342179565.5
gesummv_main_mlir,0.05769024,0.0014427494239846938,0.06092,0.048317,0.0577405,933187176.8,49214960.10764667,1006778769,735554644,926517606.0,686497590.32,93752368.35672927,812150843,508187245,700440832.5,6447008.54,281625.7557713137,6927499,5160777,6471914.5,5081174.2,300316.7387941591,5624829,3837433,5038728.0,76634429.02,10260484.393452112,97610027,56142275,77898287.5,195642.84,98549.87173090567,363265,76044,164601.0,70939.22,1.6199017354918173,70941,70935,70939.0,84327406.16,12524824.044973884,109458952,60876384,83775254.5
gramschmidt_main_mlir,2.33402916,0.08624901752776372,2.368374,1.837406,2.347899,6696081157.34,24538474.237295814,6749447876,6654161340,6693641595.0,4410683682.68,5833668.818056958,4435378847,4401383725,4409840646.0,271421392.9,386367.05880997836,272489675,270725937,271404118.0,1061153.18,82226.61228324559,1305014,908559,1043146.5,361601854.56,1081962.8784253306,364420646,359303385,361848974.5,349115.44,88462.82050188874,581288,292912,320249.5,9953.02,1.3475601535166994,9956,9950,9953.0,364429366.54,1142423.5175348734,366043655,361215952,364100613.5
jacobi-1d-imper_main_mlir,0.01213436,0.0005431418336204379,0.013827,0.009847,0.0121675,72278136.88,2325045.880323135,77766677,64894544,72347157.0,40893818.48,3170949.4347390784,48622366,35965243,39862701.5,869459.1,103019.33616148509,1118415,731649,817455.5,840783.28,85692.80817013328,1021237,641275,833139.5,9148160.76,475847.19763452956,10334730,8041961,9040115.0,13331.08,8196.467715661272,39382,8628,9834.0,8453.28,1.8848482859971627,8456,8449,8453.0,11531117.46,703408.0774019115,14951909,10264459,11533530.0
jacobi-2d-imper_main_mlir,0.28728339999999997,0.01152979978586102,0.291235,0.226141,0.2898655,970311764.62,12027110.082518216,993640329,935401117,970842174.0,2021091058.7,40998741.631056726,2096331555,1929479856,2028691620.5,908119.38,120419.262906287,1326206,774801,864177.5,729504.84,102157.69361486474,1144309,471174,713195.0,172969541.12,4426075.88939245,186550158,159814622,171846012.0,70463.16,18604.564088219136,125766,56238,60485.0,12322.06,1.544047160112961,12325,12320,12322.0,176743546.74,3528235.364428107,181327656,161446523,177064688.5
lu_main_mlir,2.4348576,0.09965136022254822,2.471171,1.919299,2.456451,6957120773.88,22272402.23337682,7034377886,6932038847,6948543496.5,16190058534.8,27340174.235985354,16267697019,16116951096,16185470349.5,4602871.16,272887.99214691337,5088812,3971373,4585666.5,1031249.18,134557.23846502756,1667688,657619,1007740.0,1614291813.82,5260632.171790249,1625607221,1600029708,1614056689.0,640131.06,267548.1061602475,1693973,543365,579983.5,10463.12,1.6116919744195775,10466,10460,10463.0,1611869006.58,5543964.218433117,1625120202,1590437379,1611962815.0
ludcmp_main_mlir,2.1493674400000002,0.08288224509215913,2.175863,1.73522,2.168101,6186829063.9,15257915.045252074,6219703046,6157339133,6190536670.0,4854212212.08,23906371.35752034,4910840816,4779469760,4854360550.5,32597135.0,309520.6154157533,33482210,31941638,32537761.5,987518.14,79933.59376152845,1246337,669995,973113.5,201107823.88,936870.102691468,203904503,198765311,200999604.0,791856.22,12627.60175380317,813597,761671,792022.0,10472.68,2.064668773158862,10476,10469,10473.0,201969333.98,2615942.848150837,206305719,197127052,200965773.0
mvt_main_mlir,0.31934946,0.010016559267512565,0.330855,0.254617,0.32016449999999996,1394416912.54,25945120.77179495,1455852925,1343645403,1390968998.5,1059552723.58,33366919.136726055,1130326753,990792826,1062009309.5,21307312.4,833323.7521963802,23426152,19989223,21211293.5,4498043.12,221131.90496565736,5396160,4279190,4389158.5,114653033.48,5990193.802207098,126628762,94432365,114941426.0,1086996.96,63236.58345563291,1138685,684794,1098013.5,39696.18,1.2403093754938206,39698,39692,39696.0,114490511.0,4893094.7055819845,122859338,85620700,114367169.0
reg_detect_main_mlir,0.24535944,0.00785464627390459,0.254531,0.194409,0.2459,800267128.98,11155003.888585845,832536859,775040977,798796776.5,1619357370.84,19404483.700725913,1673839150,1564156596,1620712509.0,823894.18,125790.82572460179,1243166,679609,795727.0,1043457.54,130943.7287044667,1359089,483507,1054185.5,187269721.16,2180138.1311561773,194956725,182833162,186770417.0,1307089.32,116244.73982506715,1946321,1187451,1274698.5,8419.02,1.7898808534056518,8422,8414,8419.0,187689276.9,1066015.051898927,190045776,184244181,187933200.0
seidel-2d_main_mlir,0.30929196000000003,0.009564782959356253,0.312415,0.243083,0.3105565,1001566033.58,6288466.4481802955,1016837078,984530010,1001800797.5,1473859081.82,11828154.096350629,1505793174,1445927999,1473982553.0,729861.96,109238.7237064713,1319816,557625,702472.5,849983.02,134891.63703287076,1412239,416828,840933.5,50200779.64,749901.8388163835,53982058,48222920,50032651.5,90164.2,14370.490916585748,133348,69919,86334.0,10368.16,1.4193991255282288,10372,10366,10368.0,54580223.84,865105.1579358896,59422448,52552813,54608094.5
symm_main_mlir,3.2e-07,4.7121207149916117e-07,1e-06,0.0,0.0,83453844.52,17385634.881600104,182856337,24835623,82938848.0,62797227.86,7435307.309601175,108187403,55554779,61212234.0,1096279.6,147118.8248223253,1710573,905870,1034604.0,1066342.92,101910.07305800222,1471937,832753,1043061.5,13590390.8,869913.0674474996,16765334,11490582,13501489.0,24947.04,9529.13523489398,58486,17910,21577.0,14561.22,1.3445278360973476,14563,14558,14561.0,16552931.1,826450.8751184496,17834786,14434941,16601155.5
syr2k_main_mlir,6.334067119999999,0.3877602930515897,6.507797,5.06495,6.490963000000001,18302379277.44,23787260.850256324,18406898079,18268482185,18296978747.0,48532592393.08,51251599.20073753,48676114146,48362554690,48524588727.0,15998479.98,432862.19663129415,17223275,15179140,15936964.0,1137156.04,116051.18194158639,1341479,594754,1113661.5,2284060725.8,2033729.2214411825,2289666888,2278945862,2283776942.0,34664375.26,52936.106053184114,34783173,34474649,34659814.0,14561.1,1.2817398889233054,14563,14558,14561.0,2288513611.74,3148066.7046921034,2293306265,2276286614,2288739914.5
syrk_main_mlir,5.11321946,0.21364674553391413,5.182276,4.033783,5.171718,14594755073.36,11638340.581354585,14634233281,14569447549,14592577429.0,32334142536.86,18638821.529063538,32393888026,32264391042,32334112466.0,7552269.44,305027.6253429076,8329387,6977348,7512412.5,933646.26,93689.63714302797,1037655,420630,950809.0,2281108586.44,1312724.477730314,2285434969,2277312806,2281125693.0,34655470.78,23864.77886974145,34730146,34575162,34656973.5,12511.98,1.0200040015926792,12514,12511,12512.0,2283040985.84,1898371.522003262,2290352982,2275597738,2283249125.0
trisolv_main_mlir,0.0165906,0.0008566100248618843,0.021183,0.013188,0.016481000000000003,540862706.64,34000069.780427985,614778178,486381505,538019701.5,359209433.84,48727690.87566186,477512363,238057949,358024668.5,3070179.66,149747.04696888835,3622651,2867220,3048224.5,2772399.08,237445.8616190089,3454193,2202286,2739790.0,39162818.64,3058209.28851271,48121591,34923115,38524901.0,37291.46,22678.10328714571,185223,28911,31375.0,39680.84,1.2013597738076907,39683,39678,39681.0,41884730.06,1604607.939515705,44141757,33831624,42194576.0
trmm_main_mlir,1.2660076200000001,0.04109067909645392,1.274923,0.99547,1.2732744999999999,3706900730.36,12007077.769540899,3758547416,3673915609,3706936781.0,10667087870.14,22033026.04089851,10781098278,10621846956,10668145313.0,4269404.3,133709.86531830314,4820925,4109739,4244481.5,1062831.34,148822.1265414206,1601867,678129,1035661.0,286166900.86,1036836.4223969476,289203642,283273777,285806756.0,796844.14,40942.19119337281,875087,724676,790990.5,12512.3,1.3739560044051584,12515,12510,12512.0,288938952.26,1010801.0735689318,291525721,285778107,289217722.0
