Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_mlir,6.838423,19215857935,2594008982,161819982,209338,147839292,573326,12174,153583418,563274,1147972447,1173553391,547145070,1927074,<not supported>,52843646,<not supported>,717396,<not supported>,<not supported>,158881108,542927,604471,11890,738,1146913126,749723335,533867247,573688,<not supported>,<not supported>,0,8611
covariance_main_mlir,6.849578,19206662454,2613830144,162183208,447844,145500591,561384,12173,148306980,549161,1156495910,1168959979,540366898,4006435,<not supported>,46724384,<not supported>,587843,<not supported>,<not supported>,159978055,308940,678363,33897,801,1171348199,754230873,517002806,593077,<not supported>,<not supported>,600,9912
2mm_main_mlir,18.520385,51903155083,12361980541,2176488199,1050403,572183915,2291686,18509,579136256,2294850,4908820421,2181293578,2189554440,2668983,<not supported>,10740896,<not supported>,1538761,<not supported>,<not supported>,2169949325,767983,2727563,1348558,7044,4966696645,2156564092,2220394920,138044,<not supported>,<not supported>,527,10109
3mm_main_mlir,27.831740,78016641241,16809863069,3258294870,1734469,844417687,3410141,22606,849140759,3407640,7338703293,3273421897,3272935484,3627123,<not supported>,15731358,<not supported>,2242752,<not supported>,<not supported>,3257954880,745706,3225663,2418627,5476,7314483660,3238631879,3296756544,150909,<not supported>,<not supported>,3398,26717
atax_main_mlir,0.039107,935628101,769344679,3671696,2550334,65423605,42081,39534,70126831,40166,335634207,6645871,102345352,3755909,<not supported>,652872,<not supported>,178461,<not supported>,<not supported>,482618,85749,4521297,2735828,1250,285004460,441192,126094198,461802,<not supported>,<not supported>,158,30330
bicg_main_mlir,0.041583,963265370,691595452,2447863,2176784,56899711,31602,39543,61538473,29710,348292603,12969450,118052240,4572398,<not supported>,947427,<not supported>,138007,<not supported>,<not supported>,1246453,549453,4594521,2887005,912201,365323167,421409,130164344,584370,<not supported>,<not supported>,118,31283
cholesky_main_mlir,0.289580,980139111,983905168,2734711,1087893,64533152,348288,10313,58360406,334352,386554585,20772883,99370319,305588,<not supported>,21258321,<not supported>,45745,<not supported>,<not supported>,5802544,347749,2702,295,116496,485166606,611598,55908102,752,<not supported>,<not supported>,0,107
doitgen_main_mlir,0.471970,1489999886,1683307771,1473142,581127,92197842,107887,16490,95992713,112257,691996968,276970167,302709841,3273231,<not supported>,2215191,<not supported>,144052,<not supported>,<not supported>,463522,169131,249010,105693,1243291,694183190,77166,322116562,39764,<not supported>,<not supported>,321,6444
gemm_main_mlir,9.255619,26050403635,6566419703,1089752434,956702,294013891,1148563,14407,299908382,1149173,2485594716,1090317595,1109109035,2512768,<not supported>,5392486,<not supported>,769961,<not supported>,<not supported>,1084238732,446362,2173707,846610,3138839,2631765074,1075513254,1109071595,93138,<not supported>,<not supported>,1993,8141
gemver_main_mlir,0.390060,2032239400,995527120,27174265,6715615,109315006,70176,39574,102424702,55776,299212122,49634251,127425439,6576509,<not supported>,4305108,<not supported>,182898,<not supported>,<not supported>,20315495,4091886,1859314,1787708,4339736,377719857,17521689,127631173,413688,<not supported>,<not supported>,188,30174
