Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_mlir,5.369133,19310662288,2585466564,174881883,603999,143566076,561753,12174,149732825,563990,1155944756,1179295892,545925960,2840744,<not supported>,53148290,<not supported>,765589,<not supported>,<not supported>,172614986,496504,705069,114480,1435,1143087249,753642925,530760853,558544,<not supported>,<not supported>,0,8791
covariance_main_mlir,6.849019,19218510318,2595245941,158748703,523004,144148607,555606,12170,147562031,556648,1163601734,1169884343,543878837,3419233,<not supported>,49487077,<not supported>,598274,<not supported>,<not supported>,157688692,501421,616280,45730,820,1169124278,751157850,514594693,571580,<not supported>,<not supported>,0,9204
2mm_main_mlir,15.682469,51934190016,12436854285,2176475557,1275437,567937763,2280282,18507,576710147,2284929,4912354341,2190335907,2187811495,2623190,<not supported>,10613370,<not supported>,1493904,<not supported>,<not supported>,2164507702,674135,2787218,2149826,6972,4894065202,2156611412,2215841521,69602,<not supported>,<not supported>,4020,22998
3mm_main_mlir,21.816234,78228586107,16833169735,3257676139,1849847,846714508,3451261,22604,855767701,3454276,7337955012,3276116015,3277383311,3810162,<not supported>,15950076,<not supported>,2850738,<not supported>,<not supported>,3256507942,787007,3267942,2437547,7224,7328609374,3235573877,3305964344,148659,<not supported>,<not supported>,750,19733
atax_main_mlir,0.039268,955860871,708930693,3170608,2550041,69806926,27295,39534,70494961,32457,207397560,5586494,101319601,4818689,<not supported>,2347262,<not supported>,122534,<not supported>,<not supported>,548117,864421,1814531,1732396,4037570,368833300,417829,153896153,350082,<not supported>,<not supported>,188,30102
bicg_main_mlir,0.052567,1023486094,701070941,3271610,2665550,67249075,33108,39545,68546185,36734,168088462,5960607,127220779,1959067,<not supported>,6821284,<not supported>,114936,<not supported>,<not supported>,875986,627708,2017105,1948989,4306544,364609538,427749,137641606,406732,<not supported>,<not supported>,312,33482
cholesky_main_mlir,0.243347,953005879,942065022,2485777,641992,62033948,377956,10311,62892913,349619,419754818,23052453,85642486,304997,<not supported>,22166820,<not supported>,87954,<not supported>,<not supported>,3739060,464933,3369,929,165694,480199539,760734,55321786,958,<not supported>,<not supported>,0,125
doitgen_main_mlir,0.424579,1508060555,1681064669,1059304,615608,90212392,73243,16490,96993134,78654,681571133,279031344,304598353,3203145,<not supported>,2252277,<not supported>,214514,<not supported>,<not supported>,775583,313845,237117,166095,1216239,697342176,78820,321390456,38921,<not supported>,<not supported>,0,5007
gemm_main_mlir,7.740556,26125373569,6578697567,1092302095,1011355,294349852,1151859,14410,307230264,1169974,2491043505,1090325579,1110409392,2591308,<not supported>,5379678,<not supported>,745913,<not supported>,<not supported>,1082244606,391492,1994912,644755,3168290,2624887556,1073360010,1103965464,17237,<not supported>,<not supported>,3826,9859
gemver_main_mlir,0.329117,1899597123,909927568,32717471,6661545,94716547,252086,39574,103484270,483831,339117464,40654977,130967032,4634540,<not supported>,10600565,<not supported>,186238,<not supported>,<not supported>,20445560,4029287,3881224,2463438,4399244,506059542,14061256,179379954,830025,<not supported>,<not supported>,205,29520
