Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_mlir,6.730746,18915019620,7973721910,157631849,828664,275589278,567809,12324,275035086,565044,2031008884,1180676529,794801825,1720939,<not supported>,64083498,<not supported>,915461,<not supported>,<not supported>,155974469,1142176,615602,15092,1050,2113969322,748386114,864154392,530050,<not supported>,<not supported>,0,15344
covariance_main_mlir,6.715061,18953221694,7787103422,179747942,803573,275141858,597604,12324,280070012,595869,2038262181,1168514664,790937727,1646494,<not supported>,59093002,<not supported>,883459,<not supported>,<not supported>,175539842,1372670,628065,27379,965,2248626298,746148753,814585179,587682,<not supported>,<not supported>,0,15556
2mm_main_mlir,17.320204,48551427056,39632517153,2177215384,1718260,1135528368,2349631,18662,1144465400,2359761,9522127639,2230786431,3315310623,6424599,<not supported>,27736684,<not supported>,2860600,<not supported>,<not supported>,2167040614,846427,689333,61653,2683508,9534939769,2166473813,3293353831,116691,<not supported>,<not supported>,0,35194
3mm_main_mlir,25.982005,72825862777,57790813143,3260366937,2349951,1706405561,3519208,22761,1703084252,3495699,13868964669,3336531497,4951859527,6761620,<not supported>,37333366,<not supported>,4042049,<not supported>,<not supported>,3256615938,855240,1084091,247521,2674926,13873627472,3249963294,4934916595,325928,<not supported>,<not supported>,21416,80199
atax_main_mlir,0.142522,872101720,1202649335,3345705,2774885,110901299,80880,39687,106899690,76922,388358479,11866805,156580785,6281100,<not supported>,6339684,<not supported>,890783,<not supported>,<not supported>,2059417,1590700,1819373,1762669,1841754,507695362,385269,197288320,438070,<not supported>,<not supported>,0,28280
bicg_main_mlir,0.053148,645066300,778342052,2558186,2343194,41873484,33457,39695,51603810,50790,151103102,6271895,86578864,5016592,<not supported>,134390,<not supported>,839103,<not supported>,<not supported>,1566955,1251926,2048833,2004149,2967792,293218937,438806,127592999,471185,<not supported>,<not supported>,0,31686
cholesky_main_mlir,0.329088,1073583747,2676939354,2587184,987583,99181182,479345,10462,100564183,398223,701134231,23600801,151620839,471468,<not supported>,24477890,<not supported>,164548,<not supported>,<not supported>,3176347,966898,17739,629,294928,797928249,695012,165030005,894,<not supported>,<not supported>,1231,4252
doitgen_main_mlir,0.942590,2791441491,7236344543,2140537,1217334,186220221,217454,16642,185053381,190416,1331871688,264506977,478119420,2857174,<not supported>,5468872,<not supported>,1325757,<not supported>,<not supported>,2518436,1029672,296324,88719,266532,1392896310,69811,482751540,29060,<not supported>,<not supported>,594,38075
gemm_main_mlir,8.406641,24349322553,20411424861,1089924606,1367004,575353485,1196223,14561,582108646,1192373,4909934535,1119250802,1672212434,3726631,<not supported>,15046286,<not supported>,2094631,<not supported>,<not supported>,1080052674,1424609,206429,15672,4025,4923613727,1090470327,1652198411,127128,<not supported>,<not supported>,1282,13808
gemver_main_mlir,0.633980,2295987886,2743099902,28184395,6334054,333121153,2546908,39730,334778544,2255731,987326118,47785934,405650097,6455437,<not supported>,7423076,<not supported>,206323,<not supported>,<not supported>,21894006,4021850,1788768,1672436,5451545,1134712584,14347802,506926029,442961,<not supported>,<not supported>,0,28017
gesummv_main_mlir,0.058492,1005993769,532149200,6429423,4760365,78639279,308962,70939,70592448,98039,294322103,17273697,153558838,5157558,<not supported>,10844065,<not supported>,146417,<not supported>,<not supported>,3909527,2234545,5066386,4874831,5176970,307717795,996931,142459699,1174717,<not supported>,<not supported>,13,81706
mvt_main_mlir,0.319098,1427622178,1057022761,20998832,4755091,109456437,1088779,39696,112980510,1091880,455881058,43870635,118849349,2163332,<not supported>,6812716,<not supported>,121109,<not supported>,<not supported>,27304050,2929671,1942713,1920584,2500813,433702870,18578497,175097665,1122844,<not supported>,<not supported>,0,36136
symm_main_mlir,0.000000,182856337,108187403,1710573,1471937,16765334,21282,14562,14434941,16054,19742997,1743255,24988283,625612,<not supported>,1906913,<not supported>,383945,<not supported>,<not supported>,1364346,813491,63787,16337,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not supported>,<not supported>,<not counted>,<not counted>
syr2k_main_mlir,6.490339,18340423106,48638943939,16062875,1127707,2289666888,34668880,14562,2290724495,34573314,15377139040,380900921,4512508458,4438634,<not supported>,359353938,<not supported>,1570860,<not supported>,<not supported>,14957706,872930,342031,17530,1351254,15453134895,334644,4586537766,12318,<not supported>,<not supported>,2895,11454
syrk_main_mlir,5.177669,14590562895,32332692767,7256029,935213,2280994639,34649922,12512,2282763223,34651769,12172653946,146498275,3440431399,3440122,<not supported>,137204533,<not supported>,1539362,<not supported>,<not supported>,7833366,1295313,153861,2587,778706,12251989411,106919,3467320830,5930,<not supported>,<not supported>,19245,10339
trisolv_main_mlir,0.021183,599873296,327050740,3337442,3131095,39914798,33228,39681,43484196,34014,56014122,4941705,71705633,2486949,<not supported>,3441080,<not supported>,536598,<not supported>,<not supported>,1958563,1262469,1620620,1581190,4312330,184110219,1152781,71256803,953311,<not supported>,<not supported>,1492,44063
trmm_main_mlir,1.274770,3704390829,10664133935,4329097,1218535,287143469,780568,12512,288326186,671509,2356589688,70234953,822769455,736778,<not supported>,69087795,<not supported>,526271,<not supported>,<not supported>,5098476,1002061,7707,1005,393567,2407747186,1728799,854408662,2551,<not supported>,<not supported>,0,403
durbin_main_mlir,0.561657,2343856994,949248972,40566671,7565369,126684920,346316,70949,116114189,148735,236642344,76795651,139009714,23214144,<not supported>,2165192,<not supported>,200296,<not supported>,<not supported>,33558019,444271,13261371,6266806,7399,222794842,27025260,138602107,9158677,<not supported>,<not supported>,180,73614
dynprog_main_mlir,1.320882,3816168275,6544228936,4824115,1573012,462237172,1828881,8515,463791401,2081728,1696990451,40072457,761750641,26656389,<not supported>,29105548,<not supported>,211830,<not supported>,<not supported>,2446377,1064,1100262,4178,13848,1759070508,4047,784793264,896,<not supported>,<not supported>,118,992
gramschmidt_main_mlir,2.340627,6672125172,4409245934,271116965,1046063,362088357,320574,9955,363890522,295916,1463478018,269731195,497164046,66967826,<not supported>,4584635,<not supported>,373576,<not supported>,<not supported>,267871834,873868,350415,21664,2293,1478052243,281466609,500213884,1950507,<not supported>,<not supported>,25,5492
lu_main_mlir,2.446096,6994402388,16218331039,4377681,938413,1623580120,623020,10462,1618600738,598075,5712373356,49034791,1966095363,44268737,<not supported>,47372526,<not supported>,375812,<not supported>,<not supported>,4486591,527178,28168,1702,605,5831853293,989162,2036127559,27109,<not supported>,<not supported>,151,5825
ludcmp_main_mlir,2.162774,6167796046,4844749756,32308514,962641,200193804,803974,10472,205855453,782911,1344173415,346502500,299960743,1033383,<not supported>,42463785,<not supported>,217882,<not supported>,<not supported>,30591796,629320,15487,1656,136017,1445296438,210998434,298558034,36185,<not supported>,<not supported>,0,834
floyd-warshall_main_mlir,5.339649,14811036656,35354307109,13871103,970741,2254690205,12138931,10464,2255838511,12107542,9936167837,236652979,3393191364,126372863,<not supported>,168526937,<not supported>,488087,<not supported>,<not supported>,13908783,561153,29747,3455,138857,10024407031,78523,3437398661,4850,<not supported>,<not supported>,50,2363
reg_detect_main_mlir,0.246867,815883035,1644107315,706384,929763,191643109,1275983,8416,187923547,1295751,471064438,2706371,236471958,692856,<not supported>,3732614,<not supported>,106799,<not supported>,<not supported>,1199962,230436,705,113,440,575877274,4471,294126712,201,<not supported>,<not supported>,0,747
adi_main_mlir,2.135570,6160469737,11404156909,5429727,1840535,549770189,408353,14560,533218472,440161,2679713584,120076049,874704488,45800342,<not supported>,93292210,<not supported>,1016392,<not supported>,<not supported>,5180375,1951847,17494,13371,14125473,2784594693,1452194,879355117,43416,<not supported>,<not supported>,26416,3125
