Program,Runtime(s),cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
correlation_main_pluto,1.267264,4607227416,13460185674,5944301,220469,164836062,910936,12172,176731519,926912,6321586155,10303547,620290324,3115122,<not supported>,8291701,<not supported>,125781,<not supported>,<not supported>,5730900,306131,1993705,535468,737,6496236879,849126,615064120,2810,<not supported>,<not supported>,737,1679
covariance_main_pluto,1.219233,4467246094,13224235379,6240955,474499,166982887,643061,12171,172062123,640443,6360022002,10937560,618619778,3711053,<not supported>,7232071,<not supported>,157783,<not supported>,<not supported>,5455856,321980,1806473,582566,3102,6550528143,838728,614964390,2510,<not supported>,<not supported>,0,487
2mm_main_pluto,9.421915,29717651935,61665693272,20277117,845976,103367278,1402860,18506,107921419,1399115,27212012785,1484073993,2230808462,951281638,<not supported>,57331597,<not supported>,1603155,<not supported>,<not supported>,17558785,210518,2420025,1397184,1083353,27045705835,2191502,2274046254,37068,<not supported>,<not supported>,176,9011
3mm_main_pluto,15.669373,44987353519,91025594429,32623046,1937611,172163473,2248235,22605,153441530,2137282,39171864480,2268918842,3330397935,1449071575,<not supported>,95817846,<not supported>,1782670,<not supported>,<not supported>,28251073,544190,2443546,2136750,2072817,38958171318,2851957,3359188969,20707,<not supported>,<not supported>,6462,23768
atax_main_pluto,0.152117,1397079646,1530759085,8113119,7250029,67030413,81499,39536,71580095,87861,636609400,9353750,131511842,4734915,<not supported>,1126022,<not supported>,178287,<not supported>,<not supported>,2877776,2289508,2074375,1678462,1544391,721073736,944239,119917359,377035,<not supported>,<not supported>,40,29923
bicg_main_pluto,0.132299,1343595300,1504258243,7665657,6502083,92916592,94805,39543,74507608,65261,522599508,8647240,125190943,4666499,<not supported>,1143590,<not supported>,190746,<not supported>,<not supported>,3463016,2792491,1900101,1831825,15569,797967418,1040584,123516017,380752,<not supported>,<not supported>,89,30715
cholesky_main_pluto,0.593925,1777023867,5403629601,2273502,844131,361092228,429803,10314,356846347,406846,2188815274,25161999,394878693,381370,<not supported>,23331484,<not supported>,114802,<not supported>,<not supported>,3547240,342389,3339,977,172004,2349582464,675101,393225666,787,<not supported>,<not supported>,0,226
doitgen_main_pluto,2.693518,7727668507,13595723610,8052165,545954,29870672,384773,16488,63165824,466157,4993319609,550660089,309470682,266649848,<not supported>,1855827,<not supported>,723578446,<not supported>,<not supported>,4166336,228981,38685,4755,1822935,4958666179,1162745,329121661,275436,<not supported>,<not supported>,11116,9670
gemm_main_pluto,4.280614,14776386749,31656445288,10611123,498702,56714687,639560,14408,65420495,635960,14224591952,732274635,1133422356,468620551,<not supported>,29491240,<not supported>,575033,<not supported>,<not supported>,9872008,133678,2278389,1126036,3244373,14059170106,2007475,1148578978,74171,<not supported>,<not supported>,6114,8611
gemver_main_pluto,0.265833,1635189096,1866498685,8098067,5759949,95716163,415283,39573,96595134,411977,1010280544,10440862,161583847,6067759,<not supported>,3568885,<not supported>,155188,<not supported>,<not supported>,5326843,4150033,1833935,1733278,1015581,1217006660,1095412,169278024,807505,<not supported>,<not supported>,235,33092
gesummv_main_pluto,0.125999,1887038472,1439028005,7322700,7095349,94421236,185234,70788,113235785,183939,915052218,12847165,184200944,4617193,<not supported>,4919274,<not supported>,203848,<not supported>,<not supported>,3257434,3248951,4237552,2492510,394681,633495138,2013619,213571959,1149933,<not supported>,<not supported>,206,76843
mvt_main_pluto,0.245256,1525463911,1517938540,8301470,6004345,118506617,559503,39543,112911444,554385,818560517,10022007,157563675,2675928,<not supported>,3987441,<not supported>,142744,<not supported>,<not supported>,5701979,3687379,3869771,3634732,4350,693311359,1115117,195044006,342683,<not supported>,<not supported>,251,27606
syr2k_main_pluto,6.439627,23312173478,63128251649,43128255,505855,70230860,747913,14409,76173826,754839,28268664645,2503339935,2235946378,51792206,<not supported>,16212949,<not supported>,1292524,<not supported>,<not supported>,43489453,75085,2077978,546052,3694769,28222962426,1363113,2252760896,32012,<not supported>,<not supported>,0,2676
syrk_main_pluto,3.970014,11255474292,31773213614,6953510,559206,72738882,669368,12359,78363927,670049,14329941003,732783919,1164743119,37600478,<not supported>,21872147,<not supported>,417529,<not supported>,<not supported>,6773323,139920,39050,11167,2008595,14244456452,102332,1157579101,3223,<not supported>,<not supported>,3135,6095
trisolv_main_pluto,0.042469,942338228,838609494,4697105,3853667,52852084,66728,39528,57975573,67408,403142677,4834632,96389173,3900917,<not supported>,1298145,<not supported>,169310,<not supported>,<not supported>,751681,198897,4539091,2856964,1079636,369162061,419472,129295587,444171,<not supported>,<not supported>,116,30950
trmm_main_pluto,3.339289,9519562552,28855688704,78631484,656836,2289909572,17651404,12357,2281375838,17603974,12839762706,120030565,2286615678,2890804,<not supported>,91100074,<not supported>,344881,<not supported>,<not supported>,76987744,315907,15558,14787,723673,12907432990,5111338,2331305757,15783,<not supported>,<not supported>,541,4098
durbin_main_pluto,0.535583,3179887236,1433290928,51631497,6390611,116580136,125025,70795,158175761,219508,702174898,69964591,169393483,22169005,<not supported>,5940626,<not supported>,372511,<not supported>,<not supported>,37313322,1184457,7212748,4747545,478702,670849226,34002566,141105506,9990567,<not supported>,<not supported>,761,64701
dynprog_main_pluto,1.293252,3725872067,9425901637,10280194,1003537,394841246,3852184,8367,397818436,3856118,4207940388,67813629,442803546,41928943,<not supported>,35492323,<not supported>,168754,<not supported>,<not supported>,4284328,22454,6051669,771,195,4290234161,18946,422660702,713,<not supported>,<not supported>,282,834
gramschmidt_main_pluto,0.690810,2075947095,4369933324,26227851,491905,51614724,398435,9802,57298560,402452,1900059915,78598271,193330403,26979777,<not supported>,16126640,<not supported>,75325,<not supported>,<not supported>,26804763,353469,711936,16263,8143,2054151576,10531587,172882811,614737,<not supported>,<not supported>,410,3106
lu_main_pluto,1.817395,5193087891,13188646012,10570964,558625,125906778,764329,10310,127534965,784007,5652152001,228095037,458832308,147652426,<not supported>,55096171,<not supported>,170465,<not supported>,<not supported>,10361841,297462,187457,25711,239351,5745704146,544890,435635842,9035,<not supported>,<not supported>,1049,2943
ludcmp_main_pluto,2.387779,6845123933,10673072085,30786353,508536,725553557,958915,10320,725562974,928803,4309710055,364101995,758208334,2202803,<not supported>,40798630,<not supported>,174370,<not supported>,<not supported>,29340015,361261,13744,1441,77972,4479059245,211633785,753952898,35957,<not supported>,<not supported>,178,2551
floyd-warshall_main_pluto,7.112897,19930402014,48414695637,188300112,206968,2592255975,5381841,10309,2595449690,5384740,22557942854,731919631,2616377177,507676756,<not supported>,194251228,<not supported>,684106,<not supported>,<not supported>,194833282,400079,1062634,56736,6883,22700862786,47669295,2608169729,424449,<not supported>,<not supported>,0,1968
reg_detect_main_pluto,0.194485,642923515,1361443863,651960,887851,98073216,416543,8266,100599669,417899,561982187,1876513,96086104,595918,<not supported>,1103966,<not supported>,58097,<not supported>,<not supported>,416467,31058,408,711,1104,616876863,408,68875461,181,<not supported>,<not supported>,0,80
adi_main_pluto,3.175576,9337128455,17702840289,158505976,8271060,876198309,7025924,14407,877239306,7512393,8430142632,182048099,940693023,43592680,<not supported>,133941480,<not supported>,370391,<not supported>,<not supported>,155074783,7319613,2231558,1949177,1689878,8533104474,16438761,1000452101,283263,<not supported>,<not supported>,163,3963
fdtd-2d_main_pluto,1.352576,4005081669,11100450121,3041191,966341,183929317,759057,14125,185232823,765226,4835334958,25219239,284920885,14171371,<not supported>,15608767,<not supported>,216649,<not supported>,<not supported>,4529428,1188851,2370243,2104539,299950,4677842416,490407,326246033,40059,<not supported>,<not supported>,4380,3227
fdtd-apml_main_pluto,1.340206,6055101599,8028655558,24022713,13661368,238861475,446378,174293,263295357,518892,3868745522,36807492,497582209,20415965,<not supported>,15624469,<not supported>,757690,<not supported>,<not supported>,15605495,5090217,9365530,7764762,4579503,4206968383,3575314,465606754,1247342,<not supported>,<not supported>,2182,579149
jacobi-1d-imper_main_pluto,0.007984,64032096,34985474,720813,615544,8347459,8283,8301,10749877,8122,83256315,2074384,32870770,373922,<not supported>,444933,<not supported>,19593,<not supported>,<not supported>,245156,10470,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not supported>,<not supported>,<not counted>,<not counted>
jacobi-2d-imper_main_pluto,0.293609,1022575500,2400692565,1062077,673070,55878884,657108,12173,58832480,655030,1221311493,3578254,94732751,4065736,<not supported>,934155,<not supported>,392257,<not supported>,<not supported>,367909,74273,1543285,215181,3460681,1113856527,654091,88618388,6485,<not supported>,<not supported>,0,546
seidel-2d_main_pluto,0.443697,1427902893,3754055823,478383,398032,98443357,93364,10215,101881251,90130,1623234162,3251652,119297323,2791338,<not supported>,2173409,<not supported>,71860,<not supported>,<not supported>,433546,393598,27375,144,43171,1820029314,3844,97884888,261,<not supported>,<not supported>,614,636
