Program,Runtime(s)_mean,Runtime(s)_std,Runtime(s)_max,Runtime(s)_min,Runtime(s)_median,cpu-cycles_mean,cpu-cycles_std,cpu-cycles_max,cpu-cycles_min,cpu-cycles_median,instructions_mean,instructions_std,instructions_max,instructions_min,instructions_median,cache-references_mean,cache-references_std,cache-references_max,cache-references_min,cache-references_median,cache-misses_mean,cache-misses_std,cache-misses_max,cache-misses_min,cache-misses_median,branch-instructions_mean,branch-instructions_std,branch-instructions_max,branch-instructions_min,branch-instructions_median,branch-misses_mean,branch-misses_std,branch-misses_max,branch-misses_min,branch-misses_median,page-faults_mean,page-faults_std,page-faults_max,page-faults_min,page-faults_median,branch-loads_mean,branch-loads_std,branch-loads_max,branch-loads_min,branch-loads_median
2mm_main_pluto,9.513444866666667,1.0473096669431317,10.546187,8.195275,9.757666,29671981444.466667,54375621.92314176,29811105120,29556350833,29674342598.0,61663490423.433334,116150510.87000355,61948789896,61425725378,61668539133.5,19118337.3,1565211.138261372,26685152,17019139,18899069.5,893553.2666666667,173530.56127497886,1327462,633776,850524.5,103266050.56666666,3196283.9470510515,113781368,97351111,102863369.0,1385765.0,28519.725947805513,1430986,1326144,1387326.0,18506.866666666665,1.0080138659876219,18508,18504,18507.0,107435990.33333333,3679589.261773771,123805600,104211021,106241359.0
3mm_main_pluto,14.473182866666667,1.679291821998862,16.041096,12.483324,15.6360475,45010778836.73333,53073702.03165397,45114274895,44904713501,45006678407.5,90929796764.73334,112697281.31510922,91181571256,90716239921,90927874479.0,31856977.766666666,1829470.6626211754,36538464,26885039,32294762.5,1398901.6,397885.85293017444,2208836,743003,1345606.5,158446905.26666668,8880814.275847089,173873902,136894852,155845778.5,2220070.8666666667,55760.533711350996,2328349,2090787,2230939.5,22604.166666666668,1.3916830131879314,22606,22601,22605.0,151692403.8,8582071.507261032,172421507,143480387,147309493.5
adi_main_pluto,2.974729433333333,0.2993093593465813,3.214639,2.536223,3.1718275,9274643690.833334,94712217.10160255,9438611985,9066160688,9292606054.0,17676661342.7,69750539.59482916,17889323290,17543319349,17683648653.5,159955767.6,4534791.281085504,173027743,150366680,160700025.5,9052649.266666668,879600.6578045139,11938298,7116080,9102180.5,862672924.5666667,10371275.148098217,889375421,835582425,861363742.0,7550143.966666667,241982.52740748893,7914127,7025924,7621317.0,14408.133333333333,1.4319827906242215,14410,14405,14408.0,864830079.5666667,8479985.487588415,883283409,848409350,864516959.5
atax_main_pluto,0.17291116666666667,0.013841411082847295,0.185878,0.148214,0.1810815,1364706802.9333334,43167728.08982695,1444793793,1307407064,1357234590.5,1447075532.5,97794578.27546176,1717281462,1279007310,1422451432.5,7622817.166666667,748204.759026938,8700193,5289944,7828745.0,6557259.533333333,854723.6753549405,7627898,4276748,6921249.5,70926321.43333334,8752408.447420204,89319448,64761310,67331579.5,89411.5,9711.65880127663,109251,75676,86299.5,39535.5,1.6968530710789413,39537,39532,39536.0,76688857.1,9279023.946813066,100617136,68667561,72737211.0
bicg_main_pluto,0.15076396666666667,0.014103093437827462,0.164425,0.122415,0.16074100000000002,1302604950.3,38455962.47994335,1378452446,1230469411,1288639067.5,1456760692.6666667,106200985.6666696,1672603619,1179119585,1444299959.0,7294044.766666667,882424.2575520312,8334716,5300687,7662510.0,6320683.566666666,899376.2048572476,7621873,4561052,6518232.5,73133625.03333333,11071972.854834452,94254668,63217725,67681282.5,90706.1,14491.731350717875,130638,59191,91398.0,39543.53333333333,1.1665845619715283,39545,39540,39544.0,76228160.4,11772699.325430479,106254941,67572280,70992394.5
cholesky_main_pluto,0.5785823000000001,0.03812169337805372,0.596628,0.478096,0.594195,1796987466.4,23595471.623839267,1837247770,1744923270,1797321333.5,5455668198.0,67256408.00279783,5568451710,5298971183,5462269268.5,2119752.2333333334,141264.25665609416,2537946,1899099,2102392.0,753282.5666666667,171302.30735682242,1348346,425968,707639.0,359499252.1,3948976.7850364256,366116529,348846745,360283602.0,431369.1666666667,10779.583221049892,463210,414783,432209.5,10312.833333333334,1.1472105098991108,10314,10310,10313.0,355699553.93333334,4955008.527718384,364066784,343789156,356068420.5
correlation_main_pluto,1.4660553333333333,0.15532861292918876,1.581905,1.230105,1.5759665,4568445231.966666,18446439.62022186,4607227416,4532479737,4563938579.5,13301006622.9,86706732.39947169,13460185674,13089566429,13315109592.5,6091423.466666667,310062.1110909693,6683161,5778351,5945195.5,409042.3333333333,120272.62307726168,644710,140143,385214.0,164353552.86666667,2856592.797109362,169132921,160589034,163043063.0,849098.6666666666,37929.45926261041,910936,794605,854421.5,12173.5,1.0085838484281093,12175,12171,12173.5,169553536.8,3122688.498659631,176731519,166090304,168225968.5
covariance_main_pluto,1.4385482,0.15399349258024536,1.553358,1.2044,1.5453155,4486569971.566667,20337570.557472095,4519757354,4453301668,4484944183.0,13210353828.4,140176485.26834646,13378981696,12716323415,13233534492.5,6067656.666666667,350788.6590313156,6794746,5684796,5932358.0,418164.1,156458.06357689278,1028766,150742,369045.5,162346209.46666667,3883341.4822205026,170292161,157403276,160048476.5,667576.4333333333,16497.03227163188,694755,632657,664936.0,12171.066666666668,1.2576204496596919,12173,12168,12171.0,167841936.43333334,4080128.247716276,174223463,160915628,166262958.0
doitgen_main_pluto,2.5930508666666667,0.21915058986880168,2.694583,2.089793,2.6882945,7702934960.266666,23569265.32372123,7767105995,7668257327,7699132108.0,13513918182.1,37581525.859900236,13618679861,13427929801,13519711792.5,8680637.433333334,638181.5359665294,10097249,7711072,8459912.5,532523.5,196723.1518758856,1023845,252956,475145.0,21849787.2,7900388.675634231,47804611,17491522,18360036.5,111975.83333333333,90221.62976309613,432555,67999,76980.5,16489.5,1.38339911213189,16491,16487,16490.0,30226468.3,9290524.340972906,63165824,22699454,26544826.5
durbin_main_pluto,0.5024986333333333,0.04569006380059345,0.542937,0.437737,0.5332239999999999,3127268325.3,76211166.33194268,3236941412,2986727500,3158460058.5,1487597161.0666666,81748751.68236075,1663959327,1378927678,1462364291.0,48307303.93333333,2410335.2386043435,51890516,44014893,47773312.0,6878840.333333333,740097.4245277735,8314977,6183779,6513640.5,122468506.5,16874800.48252391,152474519,101381412,122633326.5,113710.73333333334,41791.30483719553,218243,77959,91200.5,70794.83333333333,1.2340942045682322,70796,70792,70795.0,134392853.8,21408854.044728383,165168317,104993885,143522111.0
